taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,iucn_has_ranges,iucn_has_points,category_iucn,lon,lat,centroid_source,centroid_rank,centroid_count,range_component_count,range_cluster_count,range_cluster_component_count,range_cluster_buffer_km,range_cluster_area_share,spatial_presence,spatial_presence_label,spatial_seasonal,spatial_seasonal_label,spatial_lookup_taxonid,spatial_lookup_source,computed_range_area_km2,computed_range_component_area_km2,range_component_area_km2,observation_point_count,source_paths,spatial_citation,spatial_year,iucn_dataset_citation,iucn_data_last_updated,spatial_credit
15089,78321388,2016-03-01T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/15089/78321388,"Roach, N.  2016. Octodon lunatus. The IUCN Red List of Threatened Species 2016: e.T15089A78321388. Accessed on 24 June 2026.",Octodon lunatus,Moon-toothed Degu,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-71.2116781313064,-32.22286139618562,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15089,self,25602.08725514765,25602.08725514765,25602.08725514765,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2016,,,IUCN SSC Small Mammal Specialist Group 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15090,78321512,2016-03-01T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/15090/78321512,"Roach, N. 2016. Octodon pacificus. The IUCN Red List of Threatened Species 2016: e.T15090A78321512. Accessed on 24 June 2026.",Octodon pacificus,,CR,Decreasing,,,61,species,,[],MAMMALIA,MAMMALS,CR,Mammals,True,False,CR,-73.91649240492615,-38.36981018233993,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15090,self,49.248754154189825,49.248754154189825,49.248754154189825,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2016,,,IUCN SSC Small Mammal Specialist Group 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15106,272356023,2024-08-05T01:00:00.000+01:00,2025,https://www.iucnredlist.org/species/15106/272356023,"Kovacs, K.M. 2025. Odobenus rosmarus. The IUCN Red List of Threatened Species 2025: e.T15106A272356023. Accessed on 24 June 2026.",Odobenus rosmarus,Walrus,VU,Unknown,112500,4838872,25746932,species,,"[15108, 61963499]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,-167.45050020735854,65.18296711225857,range_polygon,1,2,6,5,1,200,0.26322189676285274,1,Extant,1,Resident,15106,self,6752543.674292008,1777417.3539211454,1777417.3539211454,,MAMMALS_PART1.shp,Kit Kovacs and Lloyd Lowry,2016,,,Kit Kovacs and Lloyd Lowry 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15106,272356023,2024-08-05T01:00:00.000+01:00,2025,https://www.iucnredlist.org/species/15106/272356023,"Kovacs, K.M. 2025. Odobenus rosmarus. The IUCN Red List of Threatened Species 2025: e.T15106A272356023. Accessed on 24 June 2026.",Odobenus rosmarus,Walrus,VU,Unknown,112500,4838872,25746932,species,,"[15108, 61963499]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,70.08906149395924,74.64992157326132,range_polygon,2,2,6,5,1,200,0.2394297819146309,1,Extant,1,Resident,15106,self,6752543.674292008,1616760.059304756,1616760.059304756,,MAMMALS_PART1.shp,Kit Kovacs and Lloyd Lowry,2016,,,Kit Kovacs and Lloyd Lowry 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15188,51140517,2015-07-25T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/15188/51140517,"Mallon, D., Kümpel, N., Quinn, A., Shurter, S., Lukas, J., Hart, J.A., Mapilanga, J., Beyers, R. & Maisels, F. 2015. Okapia johnstoni. The IUCN Red List of Threatened Species 2015: e.T15188A51140517. Accessed on 24 June 2026.",Okapia johnstoni,Okapi,EN,Decreasing,,14112,383190,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,26.464853892640782,1.3292690843288393,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,15188,self,264161.0648960947,264161.0648960947,264161.0648960947,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2013,,,IUCN (International Union for Conservation of Nature) 2013. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15309,97204446,2014-04-22T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/15309/97204446,"Lucherini, M., Eizirik, E., de Oliveira, T., Pereira, J. & Williams, R.S.R. 2016. Leopardus colocolo. The IUCN Red List of Threatened Species 2016: e.T15309A97204446. Accessed on 24 June 2026.",Leopardus colocolo,Pampas Cat,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-55.93039468951771,-32.2347143962252,range_polygon,1,1,63,1,63,200,1.0,1,Extant,1,Resident,15309,self,4787305.494723718,4787305.494723718,4787305.494723718,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15330,21958130,2016-03-01T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/15330/21958130,"Burbidge, A.A., Johnson, C.N. & Zichy-Woinarski, J. 2016. Onychogalea fraenata. The IUCN Red List of Threatened Species 2016: e.T15330A21958130. Accessed on 24 June 2026.",Onychogalea fraenata,Bridled Nailtail Wallaby,VU,Stable,800-1100,166,166-20000,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,144.6656345480115,-24.791751233806266,range_polygon,1,1,4,2,3,200,0.8881929993171879,1,Extant,1,Resident,15330,self,4063.907159522347,3609.5338889627465,3609.5338889627465,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15419,123790805,2017-08-30T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/15419/123790805,"Minton, G., Smith, B.D., Braulik, G.T., Kreb, D., Sutaria, D. & Reeves, R. 2017. Orcaella brevirostris (errata version published in 2018). The IUCN Red List of Threatened Species 2017: e.T15419A123790805. Accessed on 24 June 2026.",Orcaella brevirostris,Irrawaddy Dolphin,EN,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,108.55528429863028,0.9840960134008896,range_polygon,1,1,9,2,7,200,0.9986824193435767,1,Extant,1,Resident,15419,self,706534.4347859598,705603.5186815888,705603.5186815888,,MAMMALS_PART1.shp,IUCN SSC Cetacean Specialist Group,2017,,,IUCN SSC Cetacean Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15452,286147065,2024-01-31T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/15452/286147065,"Reppucci, J., Lagos, N., Palacios, R., Lucherini, M., Tellaeche, C., Villalba, L., Napolitano, C. & Pino-Charaja, A. 2025. Leopardus jacobita (amended version of 2024 assessment). The IUCN Red List of Threatened Species 2025: e.T15452A286147065. Accessed on 24 June 2026.",Leopardus jacobita,Andean Cat,EN,Decreasing,2177,344052,1851083,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-69.89885139853178,-17.186814400754706,range_polygon,1,1,14,1,14,200,1.0,1,Extant,1,Resident,15452,self,343052.59446418,343052.59446418,343052.59446418,,MAMMALS_PART2.shp,Andean Cat Alliance,2024,,,Andean Cat Alliance 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15568,197393805,2022-11-01T00:00:00.000+00:00,2023,https://www.iucnredlist.org/species/15568/197393805,IUCN SSC Antelope Specialist Group 2023. Oryx dammah. The IUCN Red List of Threatened Species 2023: e.T15568A197393805. Accessed on 24 June 2026.,Oryx dammah,Scimitar-horned Oryx,EN,Increasing,140-160,78000,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,19.324388444319176,15.050677723529223,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15568,self,79264.66361071132,79264.66361071132,79264.66361071132,,MAMMALS_PART1.shp,"Cooke, R.",2023,,,"Cooke, R 2023. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on ."
15569,50191626,2016-06-21T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/15569/50191626,IUCN SSC Antelope Specialist Group 2017. Oryx leucoryx. The IUCN Red List of Threatened Species 2017: e.T15569A50191626. Accessed on 24 June 2026.,Oryx leucoryx,Arabian Oryx,VU,Stable,850,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,45.58103175501196,19.371432481584083,range_polygon,1,2,5,4,1,200,0.6050600103979454,1,Extant,1,Resident,15569,self,20835.270841082212,12606.589191749212,12606.589191749212,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2017,,,IUCN (International Union for Conservation of Nature) 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15569,50191626,2016-06-21T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/15569/50191626,IUCN SSC Antelope Specialist Group 2017. Oryx leucoryx. The IUCN Red List of Threatened Species 2017: e.T15569A50191626. Accessed on 24 June 2026.,Oryx leucoryx,Arabian Oryx,VU,Stable,850,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,57.14804100437979,20.110361584314184,range_polygon,2,2,5,4,2,200,0.2426639516836234,1,Extant,1,Resident,15569,self,20835.270841082212,5055.969156695582,5055.969156695582,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2017,,,IUCN (International Union for Conservation of Nature) 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15571,50191877,2018-02-12T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/15571/50191877,IUCN SSC Antelope Specialist Group 2018. Oryx beisa. The IUCN Red List of Threatened Species 2018: e.T15571A50191877. Accessed on 24 June 2026.,Oryx beisa,Beisa Oryx,EN,Decreasing,11000-13000,,1789853,species,,"[15572, 136871]",MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,39.8098534792133,3.7100578880588078,range_polygon,1,1,3,1,3,200,1.0,1,Extant,1,Resident,15571,self,976172.0670603222,976172.0670603222,976172.0670603222,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2018,,,IUCN (International Union for Conservation of Nature) 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15591,22328808,2017-01-04T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/15591/22328808,"Vázquez, E. 2018. Casiomys chapmani. The IUCN Red List of Threatened Species 2018: e.T15591A22328808. Accessed on 24 June 2026.",Casiomys chapmani,Chapman's Rice Rat,VU,Unknown,,1999,49406,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,-96.71097304732068,18.46025155098887,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15591,self,38994.467960694084,38994.467960694084,38994.467960694084,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2018,,,IUCN SSC Small Mammal Specialist Group 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15595,22336232,2016-09-12T01:00:00.000+01:00,2018,https://www.iucnredlist.org/species/15595/22336232,"Weksler, M. 2018. Aegialomys galapagoensis. The IUCN Red List of Threatened Species 2018: e.T15595A22336232. Accessed on 24 June 2026.",Aegialomys galapagoensis,Galapagos Rice Rat,VU,Unknown,,,26.26217,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,-90.05964207162793,-0.813515309471822,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15595,self,19.200790512255207,19.200790512255207,19.200790512255207,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2018,,,IUCN SSC Small Mammal Specialist Group 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15597,22330151,2016-07-11T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/15597/22330151,"Roach, N. & Naylor, L. 2019. Mindomys hammondi. The IUCN Red List of Threatened Species 2019: e.T15597A22330151. Accessed on 24 June 2026.",Mindomys hammondi,Hammond's Rice Rat,EN,Decreasing,,12,16233.74,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-78.88357692375028,-0.10253357976094189,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15597,self,16145.727117706943,16145.727117706943,16145.727117706943,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2019,,,IUCN SSC Small Mammal Specialist Group 2019. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15602,739675,2017-02-28T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/15602/739675,"Percequillo, A. & Weksler, M. 2018. Euryoryzomys lamia. The IUCN Red List of Threatened Species 2018: e.T15602A739675. Accessed on 24 June 2026.",Euryoryzomys lamia,Monster Rice Rat,VU,Decreasing,,1641.33,165537.2,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,-47.940820831292115,-16.288335268758345,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15602,self,151697.5902289277,151697.5902289277,151697.5902289277,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2018,,,IUCN SSC Small Mammal Specialist Group 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15608,22327982,2016-07-19T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/15608/22327982,"Percequillo, A. & Roach, N. 2017. Hylaeamys oniscus. The IUCN Red List of Threatened Species 2017: e.T15608A22327982. Accessed on 24 June 2026.",Hylaeamys oniscus,Sowbug Rice Rat,NT,Decreasing,,,92290.61,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-35.98312772286041,-8.3458306503239,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,15608,self,83859.24098064656,83859.24098064656,83859.24098064656,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2017,,,IUCN SSC Small Mammal Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15611,22328169,2017-01-16T00:00:00.000+00:00,2019,https://www.iucnredlist.org/species/15611/22328169,"Vázquez, E. 2019. Casiomys rhabdops. The IUCN Red List of Threatened Species 2019: e.T15611A22328169. Accessed on 24 June 2026.",Casiomys rhabdops,Striped Rice Rat,EN,Decreasing,,,3686.41,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-90.04185548099822,15.442134656592186,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15611,self,3651.0962139992876,3651.0962139992876,3651.0962139992876,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2019,,,IUCN SSC Small Mammal Specialist Group 2019. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15628,45201673,2015-04-20T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/15628/45201673,"Gaubert, P. & Do Linh San, E. 2015. Genetta piscivora. The IUCN Red List of Threatened Species 2015: e.T15628A45201673. Accessed on 24 June 2026.",Genetta piscivora,Aquatic Genet,NT,Decreasing,10000,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,27.030163641928485,0.3049562866105388,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,15628,self,223611.30458312057,223611.30458312057,223611.30458312057,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15648,123791222,2016-04-27T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/15648/123791222,"Richards, L.R., Mickleburgh, S., Hutson, A.M., Bergmans, W., Fahr, J. & Taylor, P.J. 2017. Otomops martiensseni (errata version published in 2018). The IUCN Red List of Threatened Species 2017: e.T15648A123791222. Accessed on 24 June 2026.",Otomops martiensseni,Large-eared Giant Mastiff Bat,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,25.350242487335738,-3.6974425624018035,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15648,self,5186669.365033633,5186669.365033633,5186669.365033633,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2017,,,IUCN (International Union for Conservation of Nature) 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15655,22397007,2016-05-30T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/15655/22397007,"Taylor, P.J. & Baxter, R.M. 2019. Otomys laminatus. The IUCN Red List of Threatened Species 2019: e.T15655A22397007. Accessed on 24 June 2026.",Otomys laminatus,Laminate Vlei Rat,NT,Decreasing,,5293,562687,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,30.2866905031328,-29.338066286085667,range_polygon,1,1,3,2,2,200,0.905486350004116,1,Extant,1,Resident,15655,self,86722.56730516793,78526.1009321428,78526.1009321428,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15657,22396345,2021-08-14T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/15657/22396345,"Taylor, P.J. & Relton, C. 2021. Otomys occidentalis. The IUCN Red List of Threatened Species 2021: e.T15657A22396345. Accessed on 24 June 2026.",Otomys occidentalis,Western Vlei Rat,VU,Decreasing,,,10907,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,10.948739114134572,6.8366939654055106,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15657,self,10681.550006009613,10681.550006009613,10681.550006009613,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15733,22146397,2020-03-13T00:00:00.000+00:00,2020,https://www.iucnredlist.org/species/15733/22146397,"Reading, R., Michel, S. & Amgalanbaatar, S. 2020. Ovis ammon. The IUCN Red List of Threatened Species 2020: e.T15733A22146397. Accessed on 24 June 2026.",Ovis ammon,Argali,NT,Decreasing,,,11825000,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,76.35840300246076,49.10078558966022,range_polygon,1,1,208,3,204,200,0.9574145681278063,1,Extant,1,Resident,15733,self,484921.7371726223,464271.1355709118,464271.1355709118,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2020,,,IUCN (International Union for Conservation of Nature) 2020. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15786,160756387,2016-07-11T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/15786/160756387,"Roach, N. & Naylor, L. 2019. Oxymycterus hucucha (amended version of 2019 assessment). The IUCN Red List of Threatened Species 2019: e.T15786A160756387. Accessed on 24 June 2026.",Oxymycterus hucucha,Quechuan Hocicudo,EN,Decreasing,,,4131.825,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-64.70926673182619,-17.303784456454803,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,15786,self,3972.0424034755692,3972.0424034755692,3972.0424034755692,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2019,,,IUCN SSC Small Mammal Specialist Group 2019. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15803,22160030,2015-10-01T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/15803/22160030,"González, S., Jackson, III, J.J. & Merino, M.L. 2016. Ozotoceros bezoarticus. The IUCN Red List of Threatened Species 2016: e.T15803A22160030. Accessed on 24 June 2026.",Ozotoceros bezoarticus,Pampas Deer,NT,Decreasing,20000-80000,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-58.44082337706236,-14.978789231680725,range_polygon,1,1,22,7,11,200,0.7852600912175984,1,Extant,1,Resident,15803,self,468166.9482030527,367632.82045099384,367632.82045099384,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2016,,,IUCN (International Union for Conservation of Nature) 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15932,102331567,2016-03-24T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/15932/102331567,"Fruth, B., Hickey, J.R., André, C., Furuichi, T., Hart, J., Hart, T., Kuehl, H., Maisels, F., Nackoney, J., Reinartz, G., Sop, T., Thompson, J. & Williamson, E.A. 2016. Pan paniscus (errata version published in 2016). The IUCN Red List of Threatened Species 2016: e.T15932A102331567. Accessed on 24 June 2026.",Pan paniscus,Bonobo,EN,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,21.69697934163569,-1.3088529543855192,range_polygon,1,1,4,1,4,200,1.0,1,Extant,1,Resident,15932,self,415699.31407732907,415699.31407732907,415699.31407732907,,MAMMALS_PART1.shp,IUCN SSC A.P.E.S. Database (2016),2016,,,IUCN SSC A.P.E.S. Database (2016). The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15933,129038584,2016-03-24T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/15933/129038584,"Humle, T., Maisels, F., Oates, J.F., Plumptre, A. & Williamson, E.A. 2016. Pan troglodytes (errata version published in 2018). The IUCN Red List of Threatened Species 2016: e.T15933A129038584. Accessed on 24 June 2026.",Pan troglodytes,Chimpanzee,EN,Decreasing,,,,species,,"[15935, 15936, 15937, 40014]",MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,13.76919371728961,0.6884897802306535,range_polygon,1,2,38,2,30,200,0.7718833187363405,1,Extant,1,Resident,15933,self,2313516.2827385636,1785764.6262708043,1785764.6262708043,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2018,,,IUCN (International Union for Conservation of Nature) 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15933,129038584,2016-03-24T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/15933/129038584,"Humle, T., Maisels, F., Oates, J.F., Plumptre, A. & Williamson, E.A. 2016. Pan troglodytes (errata version published in 2018). The IUCN Red List of Threatened Species 2016: e.T15933A129038584. Accessed on 24 June 2026.",Pan troglodytes,Chimpanzee,EN,Decreasing,,,,species,,"[15935, 15936, 15937, 40014]",MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-10.152767862794985,9.35805245437153,range_polygon,2,2,38,2,8,200,0.22811668126365944,1,Extant,1,Resident,15933,self,2313516.2827385636,527751.6564677592,527751.6564677592,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2018,,,IUCN (International Union for Conservation of Nature) 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15951,280792135,2025-05-06T01:00:00.000+01:00,2025,https://www.iucnredlist.org/species/15951/280792135,"Nicholson, S., Bauer, H., Strampelli, P., Ikanda, D., Tumenta, P.F., Asfaw, T., Venkataraman, M. & Loveridge, A. 2025. Panthera leo. The IUCN Red List of Threatened Species 2025: e.T15951A280792135. Accessed on 24 June 2026.",Panthera leo,Lion,VU,Decreasing,,,28768746.18,species,,"[280668607, 280668834]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,25.18894816889432,-18.73261376744449,range_polygon,1,1,371,6,352,200,0.951650121581912,1,Extant,1,Resident,15951,self,1650577.359791052,1570772.145125506,1570772.145125506,,MAMMALS_PART2.shp,IUCN SSC Cat Specialist Group,2025,,,IUCN SSC Cat Specialist Group 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15953,123791436,2016-08-05T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/15953/123791436,"Quigley, H., Foster, R., Petracca, L., Payan, E., Salom, R. & Harmsen, B. 2017. Panthera onca (errata version published in 2018). The IUCN Red List of Threatened Species 2017: e.T15953A123791436. Accessed on 24 June 2026.",Panthera onca,Jaguar,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-63.77913022785692,-3.8384994749017327,range_polygon,1,1,84,1,84,200,1.0,1,Extant,1,Resident,15953,self,9025472.709758125,9025472.709758125,9025472.709758125,,MAMMALS_PART1.shp,Panthera,2017,,,Panthera 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15954,286153337,2023-11-29T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/15954/286153337,"Stein, A.B., Gerngross, P., Al Hikmani, H., Balme, G., Bertola, L., Drouilly, M., Farhadinia, M.S., Feng, L., Ghoddousi, A., Henschel, P., Jhala, Y.V., Khorozyan, I., Kittle, A., Laguardia, A., Luo, S.-J., Mann, G., Miquelle, D., Moheb, Z., Raza, H., Rostro-García, S., Shivakumar, S., Song, D. & Wibisono, H. 2025. Panthera pardus (amended version of 2025 assessment). The IUCN Red List of Threatened Species 2025: e.T15954A286153337. Accessed on 24 June 2026.",Panthera pardus,Leopard,VU,Decreasing,,,,species,,"[15957, 15958, 15959, 15961, 15962, 124159083, 215195524, 271005149]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,21.030214132109073,-19.598255728846816,range_polygon,1,2,285,10,39,200,0.7590572088417751,1,Extant,1,Resident,15954,self,7789826.254509997,5912923.774110737,5912923.774110737,,MAMMALS_PART1.shp,Peter Gerngross,2025,,,Peter Gerngross 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
15954,286153337,2023-11-29T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/15954/286153337,"Stein, A.B., Gerngross, P., Al Hikmani, H., Balme, G., Bertola, L., Drouilly, M., Farhadinia, M.S., Feng, L., Ghoddousi, A., Henschel, P., Jhala, Y.V., Khorozyan, I., Kittle, A., Laguardia, A., Luo, S.-J., Mann, G., Miquelle, D., Moheb, Z., Raza, H., Rostro-García, S., Shivakumar, S., Song, D. & Wibisono, H. 2025. Panthera pardus (amended version of 2025 assessment). The IUCN Red List of Threatened Species 2025: e.T15954A286153337. Accessed on 24 June 2026.",Panthera pardus,Leopard,VU,Decreasing,,,,species,,"[15957, 15958, 15959, 15961, 15962, 124159083, 215195524, 271005149]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,78.60431675032191,30.50161741989474,range_polygon,2,2,285,10,156,200,0.2232150825769811,1,Extant,1,Resident,15954,self,7789826.254509997,1738806.7106607843,1738806.7106607843,,MAMMALS_PART1.shp,Peter Gerngross,2025,,,Peter Gerngross 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
