taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,iucn_has_ranges,iucn_has_points,category_iucn,lon,lat,centroid_source,centroid_rank,centroid_count,range_component_count,range_cluster_count,range_cluster_component_count,range_cluster_buffer_km,range_cluster_area_share,spatial_presence,spatial_presence_label,spatial_seasonal,spatial_seasonal_label,spatial_lookup_taxonid,spatial_lookup_source,computed_range_area_km2,computed_range_component_area_km2,range_component_area_km2,observation_point_count,source_paths,spatial_citation,spatial_year,iucn_dataset_citation,iucn_data_last_updated,spatial_credit
18,22182349,2016-03-01T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/18/22182349,"Bernal, N. 2016. Abrocoma boliviensis. The IUCN Red List of Threatened Species 2016: e.T18A22182349. Accessed on 22 June 2026.",Abrocoma boliviensis,Bolivian Chinchilla Rat,CR,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,CR,Mammals,True,False,CR,-64.5210696765867,-17.903817451943286,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,18,self,57.44886520001662,57.44886520001662,57.44886520001662,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2016,,,IUCN SSC Small Mammal Specialist Group 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
137,220501878,2022-07-10T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/137/220501878,"Sheherazade, Tsang, S.M. & Matorang, Z. 2022. Acerodon celebensis. The IUCN Red List of Threatened Species 2022: e.T137A220501878. Accessed on 22 June 2026.",Acerodon celebensis,Sulawesi Fruit Bat,VU,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,121.22257187081289,-2.080174158572677,range_polygon,1,1,7,1,7,200,1.0,1,Extant,1,Resident,137,self,176896.93282477502,176896.93282477502,176896.93282477502,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2022,,,IUCN (International Union for Conservation of Nature) 2022. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
138,115517951,2015-06-20T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/138/115517951,"Mildenstein, T. 2016. Acerodon humilis (errata version published in 2017). The IUCN Red List of Threatened Species 2016: e.T138A115517951. Accessed on 22 June 2026.",Acerodon humilis,Talaud Fruit Bat,EN,Decreasing,,,1577,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,126.77678258089651,4.253360721405041,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,138,self,931.6727063383684,931.6727063383684,931.6727063383684,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
139,21988328,2016-04-05T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/139/21988328,"Mildenstein, T. & Paguntalan, L. 2016. Acerodon jubatus. The IUCN Red List of Threatened Species 2016: e.T139A21988328. Accessed on 22 June 2026.",Acerodon jubatus,Golden-capped Fruit Bat,EN,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,122.96327845485979,7.9902855846849015,range_polygon,1,1,24,1,24,200,1.0,1,Extant,1,Resident,139,self,144059.33342848442,144059.33342848442,144059.33342848442,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
140,21988055,2019-04-23T01:00:00.000+01:00,2020,https://www.iucnredlist.org/species/140/21988055,"Mildenstein, T., Widmann, P., Lacerna, I., Paguntalan, L. & Jakosalem, P.G. 2020. Acerodon leucotis. The IUCN Red List of Threatened Species 2020: e.T140A21988055. Accessed on 22 June 2026.",Acerodon leucotis,Palawan Fruit Bat,VU,Decreasing,,,41348,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,118.63638681416812,9.87039840244472,range_polygon,1,1,3,1,3,200,1.0,1,Extant,1,Resident,140,self,12768.836858178953,12768.836858178953,12768.836858178953,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
142,21989107,2015-04-20T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/142/21989107,"Mildenstein, T. 2016. Acerodon mackloti. The IUCN Red List of Threatened Species 2016: e.T142A21989107. Accessed on 22 June 2026.",Acerodon mackloti,Sunda Fruit Bat,VU,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,120.59494883179835,-8.516314398223724,range_polygon,1,1,7,1,7,200,1.0,1,Extant,1,Resident,142,self,74682.88862059775,74682.88862059775,74682.88862059775,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
219,259025524,2021-05-17T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/219/259025524,"Durant, S.M., Groom, R., Ipavec, A., Mitchell, N. & Khalatbari, L. 2024. Acinonyx jubatus (amended version of 2023 assessment). The IUCN Red List of Threatened Species 2024: e.T219A259025524. Accessed on 22 June 2026.",Acinonyx jubatus,Cheetah,VU,Decreasing,6517,3123830,27720178,species,,"[220, 221, 231957008]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,16.94826187186885,-21.93101748584269,range_polygon,1,2,77,6,52,200,0.4378060930915632,1,Extant,1,Resident,219,self,3191571.4223466003,1397289.4152402484,1397289.4152402484,,MAMMALS_PART2.shp,Durant et al. 2023,2024,,,Durant et al. 2023 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
219,259025524,2021-05-17T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/219/259025524,"Durant, S.M., Groom, R., Ipavec, A., Mitchell, N. & Khalatbari, L. 2024. Acinonyx jubatus (amended version of 2023 assessment). The IUCN Red List of Threatened Species 2024: e.T219A259025524. Accessed on 22 June 2026.",Acinonyx jubatus,Cheetah,VU,Decreasing,6517,3123830,27720178,species,,"[220, 221, 231957008]",MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,5.3593292239888735,23.278204013126597,range_polygon,2,2,77,6,3,200,0.24258019761508448,1,Extant,1,Resident,219,self,3191571.4223466003,774212.0263354946,774212.0263354946,,MAMMALS_PART2.shp,Durant et al. 2023,2024,,,Durant et al. 2023 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
512,50180603,2016-04-27T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/512/50180603,IUCN SSC Antelope Specialist Group 2016. Addax nasomaculatus. The IUCN Red List of Threatened Species 2016: e.T512A50180603. Accessed on 22 June 2026.,Addax nasomaculatus,Addax,CR,Decreasing,30-90,,,species,,[],MAMMALIA,MAMMALS,CR,Mammals,True,False,CR,12.682267479885274,16.487846616263134,range_polygon,1,2,4,2,3,200,0.7927673748055833,1,Extant,1,Resident,512,self,33544.03967205176,26592.620271186814,26592.620271186814,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2016,,,IUCN (International Union for Conservation of Nature) 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
512,50180603,2016-04-27T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/512/50180603,IUCN SSC Antelope Specialist Group 2016. Addax nasomaculatus. The IUCN Red List of Threatened Species 2016: e.T512A50180603. Accessed on 22 June 2026.,Addax nasomaculatus,Addax,CR,Decreasing,30-90,,,species,,[],MAMMALIA,MAMMALS,CR,Mammals,True,False,CR,-9.776402697927654,20.761543926915767,range_polygon,2,2,4,2,1,200,0.20723262519441657,1,Extant,1,Resident,512,self,33544.03967205176,6951.419400864943,6951.419400864943,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2016,,,IUCN (International Union for Conservation of Nature) 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
700,22197554,2016-03-01T00:00:00.000+00:00,2016,https://www.iucnredlist.org/species/700/22197554,"Roach, N. 2016. Cuniculus taczanowskii. The IUCN Red List of Threatened Species 2016: e.T700A22197554. Accessed on 22 June 2026.",Cuniculus taczanowskii,Mountain Paca,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-78.86397237211587,-2.8688504658217577,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,700,self,406834.50584092655,406834.50584092655,406834.50584092655,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2016,,,IUCN SSC Small Mammal Specialist Group 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
712,121745669,2016-04-11T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/712/121745669,"Swaisgood, R., Wang, D. & Wei, F. 2016. Ailuropoda melanoleuca (errata version published in 2017). The IUCN Red List of Threatened Species 2016: e.T712A121745669. Accessed on 22 June 2026.",Ailuropoda melanoleuca,Giant Panda,VU,Increasing,500-1000,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,104.08003145099016,31.43406715292505,range_polygon,1,1,39,1,39,200,1.0,1,Extant,1,Resident,712,self,25627.422647420328,25627.422647420328,25627.422647420328,,MAMMALS_PART1.shp,Dajun Wang,2016,,,Dajun Wang 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
714,110023718,2015-04-11T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/714/110023718,"Glatston, A., Wei, F., Than Zaw & Sherpa, A. 2015. Ailurus fulgens (errata version published in 2017). The IUCN Red List of Threatened Species 2015: e.T714A110023718. Accessed on 22 June 2026.",Ailurus fulgens,Red Panda,EN,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,96.57123493831227,28.60578998359344,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,714,self,338785.6475027771,338785.6475027771,338785.6475027771,,MAMMALS_PART2.shp,International Union for the Conservation of Nature,2015,,,International Union for the Conservation of Nature 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
741,22382354,2016-07-11T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/741/22382354,"Alvarado Serrano, D. 2019. Neomicroxus latebricola. The IUCN Red List of Threatened Species 2019: e.T741A22382354. Accessed on 22 June 2026.",Neomicroxus latebricola,Ecuadorean Grass Mouse,EN,Decreasing,,112,13276.68,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-78.1518129723629,-0.3440122116868222,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,741,self,29941.36535570077,29941.36535570077,29941.36535570077,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2019,,,IUCN SSC Small Mammal Specialist Group 2019. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
754,22337774,2016-07-11T01:00:00.000+01:00,2018,https://www.iucnredlist.org/species/754/22337774,"D'Elia, G. & Patterson, B. 2018. Abrothrix sanborni. The IUCN Red List of Threatened Species 2018: e.T754A22337774. Accessed on 22 June 2026.",Abrothrix sanborni,Sanborn's Grass Mouse,NT,Decreasing,,,24806.11,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-73.78618844587152,-43.29392520450199,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,754,self,4565.136812845708,4565.136812845708,4565.136812845708,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2017,,,IUCN SSC Small Mammal Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
757,22381246,2017-01-15T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/757/22381246,"Roach, N. & Naylor, L. 2018. Akodon siberiae. The IUCN Red List of Threatened Species 2018: e.T757A22381246. Accessed on 22 June 2026.",Akodon siberiae,Cochabamba Grass Mouse,NT,Decreasing,,,25743.39,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-65.12971051947272,-17.478428687778308,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,757,self,25234.896025138,25234.896025138,25234.896025138,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2017,,,IUCN SSC Small Mammal Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
761,22382206,2017-01-15T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/761/22382206,"Zeballos, H. & Vivar, E. 2018. Akodon surdus. The IUCN Red List of Threatened Species 2018: e.T761A22382206. Accessed on 22 June 2026.",Akodon surdus,Silent Grass Mouse,VU,Unknown,,,16896.18,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,-72.44933306936363,-13.00214099326602,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,761,self,16433.210363873677,16433.210363873677,16433.210363873677,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2017,,,IUCN SSC Small Mammal Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
868,115559302,2018-05-07T01:00:00.000+01:00,2020,https://www.iucnredlist.org/species/868/115559302,"Louis Jr, E.E., Frasier, C.L., Bezandry, N., Sefczek, T.M., Bailey, C.A., Mittermeier, R.A., Mittermeier, J. & Réné De Roland, L.A. 2020. Allocebus trichotis. The IUCN Red List of Threatened Species 2020: e.T868A115559302. Accessed on 22 June 2026.",Allocebus trichotis,Hairy-eared Dwarf Lemur,EN,Decreasing,,,61651,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,50.12363676133593,-15.578704558266226,range_polygon,1,1,14,1,14,200,1.0,1,Extant,1,Resident,868,self,7257.097194944368,7257.097194944368,7257.097194944368,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2020,,,IUCN (International Union for Conservation of Nature) 2020. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
914,17926000,2020-03-02T00:00:00.000+00:00,2020,https://www.iucnredlist.org/species/914/17926000,"Cortes-Ortíz, L., Rosales-Meda, M., Marsh, L.K. & Mittermeier, R.A. 2020. Alouatta pigra. The IUCN Red List of Threatened Species 2020: e.T914A17926000. Accessed on 22 June 2026.",Alouatta pigra,Yucatán Black Howler Monkey,EN,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-89.79182568180003,17.98524581617126,range_polygon,1,1,1523,1,1523,200,1.0,1,Extant,1,Resident,914,self,246670.67433332957,246670.67433332957,246670.67433332957,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2020,,,IUCN (International Union for Conservation of Nature) 2020. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
918,190435652,2020-07-27T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/918/190435652,"Fialho, M.S., Jerusalinsky, L., Ferreira, J.G., Pinto, T., Laroque, P.O., Cortes-Ortíz, L. & Freire Filho, R. 2021. Alouatta ululata. The IUCN Red List of Threatened Species 2021: e.T918A190435652. Accessed on 22 June 2026.",Alouatta ululata,Maranhão Red-handed Howler Monkey,EN,Decreasing,250-2500,,,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-41.818077846344245,-3.7270002041984833,range_polygon,1,1,44,1,44,200,1.0,1,Extant,1,Resident,918,self,99401.18508536322,99401.18508536322,99401.18508536322,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
953,115054544,2016-04-19T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/953/115054544,"Molur, S. 2016. Alticola montosa (errata version published in 2017). The IUCN Red List of Threatened Species 2016: e.T953A115054544. Accessed on 22 June 2026.",Alticola montosa,Central Kashmir Vole,VU,Decreasing,,500-2000,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,75.15877895723577,34.45643950082561,range_polygon,1,1,2,2,1,200,0.97937141484858,1,Extant,1,Resident,953,self,19454.212768073165,19052.899883433125,19052.899883433125,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
954,115054678,2016-07-11T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/954/115054678,"Kennerley, R. 2016. Alticola roylei (errata version published in 2017). The IUCN Red List of Threatened Species 2016: e.T954A115054678. Accessed on 22 June 2026.",Alticola roylei,Royle's Mountain Vole,NT,Decreasing,,10-500,45190,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,78.31086617569719,31.362146237735317,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,954,self,38431.23561323677,38431.23561323677,38431.23561323677,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1087,21283546,2014-02-12T00:00:00.000+00:00,2015,https://www.iucnredlist.org/species/1087/21283546,"Maree, S. 2015. Neamblysomus gunningi. The IUCN Red List of Threatened Species 2015: e.T1087A21283546. Accessed on 22 June 2026.",Neamblysomus gunningi,Gunning's Golden Mole,EN,Unknown,,96,1327,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,30.15854524341185,-23.675576958735636,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1087,self,9740.390146690599,9740.390146690599,9740.390146690599,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1089,21285354,2014-01-27T00:00:00.000+00:00,2015,https://www.iucnredlist.org/species/1089/21285354,"Maree, S. 2015. Neamblysomus julianae. The IUCN Red List of Threatened Species 2015: e.T1089A21285354. Accessed on 22 June 2026.",Neamblysomus julianae,Juliana's Golden Mole,EN,Unknown,,160,44000,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,31.250388758794664,-24.949307196844835,range_polygon,1,1,4,1,4,200,1.0,1,Extant,1,Resident,1089,self,11921.500456901384,11921.500456901384,11921.500456901384,,MAMMALS_PART1.shp,Gary Bronner; IUCN (International Union for Conservation of Nature),2015,,,Gary Bronner; IUCN (International Union for Conservation of Nature) 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1141,50181613,2016-04-17T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/1141/50181613,"Heckel, J., Wilhelmi, F., Kaariye, X. & Amir, O. 2016. Ammodorcas clarkei. The IUCN Red List of Threatened Species 2016: e.T1141A50181613. Accessed on 22 June 2026.",Ammodorcas clarkei,Dibatag,VU,Decreasing,2800,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,46.05202181823457,6.275832716797167,range_polygon,1,1,3,1,3,200,1.0,1,Extant,1,Resident,1141,self,83630.3753398268,83630.3753398268,83630.3753398268,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2016,,,IUCN (International Union for Conservation of Nature) 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1149,22251492,2016-07-11T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/1149/22251492,"Koprowski, J. 2017. Ammospermophilus nelsoni. The IUCN Red List of Threatened Species 2017: e.T1149A22251492. Accessed on 22 June 2026.",Ammospermophilus nelsoni,Nelson's Antelope Squirrel,EN,Decreasing,,415,21264.37,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-119.8934584336018,35.76403518824434,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1149,self,16355.186711860095,16355.186711860095,16355.186711860095,,MAMMALS_PART1.shp,IUCN SSC Small Mammal Specialist Group,2017,,,IUCN SSC Small Mammal Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1151,214430287,2020-08-26T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/1151/214430287,"Cassinello, J., Bounaceur, F., Brito, J.C., Bussière, E., Cuzin, F., Gil-Sánchez, J., Herrera-Sánchez, F.J. & Wacher, T. 2022. Ammotragus lervia (amended version of 2021 assessment). The IUCN Red List of Threatened Species 2022: e.T1151A214430287. Accessed on 22 June 2026.",Ammotragus lervia,Aoudad,VU,Decreasing,5000-10000,,6624571,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,4.3296819094097,24.194375791810316,range_polygon,1,2,49,2,46,200,0.7917410777001597,1,Extant,1,Resident,1151,self,929420.5078423389,735860.3945157231,735860.3945157231,,MAMMALS_PART1.shp,"Cassinello, J., Bounaceur, F., Brito, J. C., Bussière, E., Cuzin, F., Gil-Sánchez, J. M., Herrera-Sánchez, F. J. and Wacher, T.",2021,,,"Cassinello, J., Bounaceur, F., Brito, J. C., Bussière, E., Cuzin, F., Gil-Sánchez, J. M., Herrera-Sánchez, F. J. and Wacher, T 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on ."
1151,214430287,2020-08-26T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/1151/214430287,"Cassinello, J., Bounaceur, F., Brito, J.C., Bussière, E., Cuzin, F., Gil-Sánchez, J., Herrera-Sánchez, F.J. & Wacher, T. 2022. Ammotragus lervia (amended version of 2021 assessment). The IUCN Red List of Threatened Species 2022: e.T1151A214430287. Accessed on 22 June 2026.",Ammotragus lervia,Aoudad,VU,Decreasing,5000-10000,,6624571,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,17.71076832206974,21.410235578313312,range_polygon,2,2,49,2,3,200,0.2082589222998403,1,Extant,1,Resident,1151,self,929420.5078423389,193560.11332661577,193560.11332661577,,MAMMALS_PART1.shp,"Cassinello, J., Bounaceur, F., Brito, J. C., Bussière, E., Cuzin, F., Gil-Sánchez, J. M., Herrera-Sánchez, F. J. and Wacher, T.",2021,,,"Cassinello, J., Bounaceur, F., Brito, J. C., Bussière, E., Cuzin, F., Gil-Sánchez, J. M., Herrera-Sánchez, F. J. and Wacher, T 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on ."
1154,22070889,2014-07-14T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/1154/22070889,"Velazco, P., Huamani, L. & Cadenillas, R. 2015. Amorphochilus schnablii. The IUCN Red List of Threatened Species 2015: e.T1154A22070889. Accessed on 22 June 2026.",Amorphochilus schnablii,Smoky Bat,VU,Stable,,,,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,-77.13771850323336,-11.54971439588935,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,1154,self,178906.94495585133,178906.94495585133,178906.94495585133,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1564,22391789,2017-01-15T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/1564/22391789,"Tirira, D.G. 2018. Anotomys leander. The IUCN Red List of Threatened Species 2018: e.T1564A22391789. Accessed on 22 June 2026.",Anotomys leander,Ecuadoran Ichthyomyine,EN,Decreasing,,40,75068.11,species,,[],MAMMALIA,MAMMALS,EN,Mammals,True,False,EN,-78.61147010784059,-0.42239371203830667,range_polygon,1,1,2,2,1,200,0.8831762427121872,1,Extant,1,Resident,1564,self,12462.761139331766,11006.814556854486,11006.814556854486,,MAMMALS_PART2.shp,IUCN SSC Small Mammal Specialist Group,2017,,,IUCN SSC Small Mammal Specialist Group 2017. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1620,22103184,2019-07-29T01:00:00.000+01:00,2020,https://www.iucnredlist.org/species/1620/22103184,"Leary, T., Lavery, T.H. & Pennay, M. 2020. Anthops ornatus. The IUCN Red List of Threatened Species 2020: e.T1620A22103184. Accessed on 22 June 2026.",Anthops ornatus,Solomons Leaf-nosed Bat,VU,Decreasing,,,88297,species,,[],MAMMALIA,MAMMALS,VU,Mammals,True,False,VU,160.13999264088466,-9.59206439783015,range_polygon,1,1,6,1,6,200,1.0,1,Extant,1,Resident,1620,self,21326.514650308476,21326.514650308476,21326.514650308476,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2008,,,IUCN (International Union for Conservation of Nature) 2008. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1789,22129523,2018-01-08T00:00:00.000+00:00,2018,https://www.iucnredlist.org/species/1789/22129523,"Solari, S. 2018. Bauerus dubiaquercus. The IUCN Red List of Threatened Species 2018: e.T1789A22129523. Accessed on 22 June 2026.",Bauerus dubiaquercus,Van Gelder's Bat,NT,Unknown,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,-90.23497010280013,17.234565073869405,range_polygon,1,1,6,3,2,200,0.9877013032902641,1,Extant,1,Resident,1789,self,265183.58215049736,261922.16970122705,261922.16970122705,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2018,,,IUCN (International Union for Conservation of Nature) 2018. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1793,283511258,2020-01-31T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/1793/283511258,"Jacques, H., Reed-Smith, J. & Somers, M.J. 2021. Aonyx capensis (errata version published in 2025). The IUCN Red List of Threatened Species 2021: e.T1793A283511258. Accessed on 22 June 2026.",Aonyx capensis,African Clawless Otter,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,33.64481435607034,-8.78272723349617,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1793,self,11816413.791567348,11816413.791567348,11816413.791567348,,MAMMALS_PART2.shp,IUCN (International Union for Conservation of Nature),2015,,,IUCN (International Union for Conservation of Nature) 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
1794,164576337,2020-01-31T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/1794/164576337,"Jacques, H., Reed-Smith, J., Davenport, L. & Somers, M.J. 2021. Aonyx congicus. The IUCN Red List of Threatened Species 2021: e.T1794A164576337. Accessed on 22 June 2026.",Aonyx congicus,Congo Clawless Otter,NT,Decreasing,,,,species,,[],MAMMALIA,MAMMALS,NT,Mammals,True,False,NT,19.69914440310672,-1.2537306312262753,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1794,self,2924266.55064071,2924266.55064071,2924266.55064071,,MAMMALS_PART1.shp,IUCN (International Union for Conservation of Nature),2015,,,IUCN (International Union for Conservation of Nature) 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on .
