taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,iucn_has_ranges,iucn_has_points,category_iucn,lon,lat,centroid_source,centroid_rank,centroid_count,range_component_count,range_cluster_count,range_cluster_component_count,range_cluster_buffer_km,range_cluster_area_share,spatial_presence,spatial_presence_label,spatial_seasonal,spatial_seasonal_label,spatial_lookup_taxonid,spatial_lookup_source,computed_range_area_km2,computed_range_component_area_km2,range_component_area_km2,observation_point_count,source_paths,spatial_citation,spatial_year,iucn_dataset_citation,iucn_data_last_updated,spatial_credit
19899,16643913,2012-08-21T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/19899/16643913,"Collette, B., Aiken, K.A. & Polanco Fernandez, A. 2015. Sanopus splendidus. The IUCN Red List of Threatened Species 2015: e.T19899A16643913. Accessed on 29 June 2026.",Sanopus splendidus,Splendid Toadfish,EN,Unknown,,109,9552,species,,[],ACTINOPTERYGII,MARINEFISH,EN,Fishes (not comprehensive),True,False,EN,-87.78329896347017,16.795417569861492,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,19899,self,3730.0272393055,3730.0272393055,3730.0272393055,,MARINEFISH_PART4.shp,International Union for Conservation of Nature,2015,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154699,238341558,2024-03-19T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/154699/238341558,"Jaafar, Z., Carpenter, K.E., Dinh Minh, Q. & Williams, J.T. 2025. Mugilogobius fasciatus. The IUCN Red List of Threatened Species 2025: e.T154699A238341558. Accessed on 29 June 2026.",Mugilogobius fasciatus,,NT,Decreasing,,2268,106946,species,,[],ACTINOPTERYGII,MARINEFISH,NT,Fishes (not comprehensive),True,False,NT,99.94334138290489,5.284444739804946,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154699,self,85141.15170840536,85141.15170840536,85141.15170840536,,MARINEFISH_PART4.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154700,4610380,2009-02-04T00:00:00.000+00:00,2010,https://www.iucnredlist.org/species/154700/4610380,"Fricke, R., McEachran, J. & Williams, J.T. 2010. Enneapterygius namarrgon. The IUCN Red List of Threatened Species 2010: e.T154700A4610380. Accessed on 29 June 2026.",Enneapterygius namarrgon,Lightning Man Triplefin,EN,Unknown,,,317,species,,[],ACTINOPTERYGII,MARINEFISH,EN,Fishes (not comprehensive),True,False,EN,137.0926016235711,-12.717698831972092,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154700,self,172172.88912622005,172172.88912622005,172172.88912622005,,MARINEFISH_PART5.shp,International Union for Conservation of Nature,2014,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2014. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154717,46921747,2015-04-20T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/154717/46921747,"Munroe, T. & Tyler, J. 2015. Anchoa choerostoma. The IUCN Red List of Threatened Species 2015: e.T154717A46921747. Accessed on 29 June 2026.",Anchoa choerostoma,Bermuda Anchovy,EN,Unknown,,220,867,species,,[],ACTINOPTERYGII,MARINEFISH,EN,Fishes (not comprehensive),True,False,EN,-64.77484702104927,32.32118600381693,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154717,self,31992.44281106099,31992.44281106099,31992.44281106099,,MARINEFISH_PART7.shp,International Union for Conservation of Nature,2015,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154724,115227856,2007-05-24T01:00:00.000+01:00,2010,https://www.iucnredlist.org/species/154724/115227856,"Moore, J.A., Allen, G.R. & Robertson, R.D. 2010. Myripristis clarionensis (errata version published in 2017). The IUCN Red List of Threatened Species 2010: e.T154724A115227856. Accessed on 29 June 2026.",Myripristis clarionensis,Candil Amarillo,VU,Unknown,,50,,species,,[],ACTINOPTERYGII,MARINEFISH,VU,Fishes (not comprehensive),True,False,VU,-112.62432932610136,18.661780697058422,range_polygon,1,1,2,2,1,200,0.9388138266781046,1,Extant,1,Resident,154724,self,71687.36757160342,67301.09187437687,67301.09187437687,,MARINEFISH_PART4.shp,Sampled Red List Index,2010,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,Sampled Red List Index 2010. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154738,4622426,2009-01-27T00:00:00.000+00:00,2010,https://www.iucnredlist.org/species/154738/4622426,"Acero, A. & Fricke, R. 2010. Callionymus comptus. The IUCN Red List of Threatened Species 2010: e.T154738A4622426. Accessed on 29 June 2026.",Callionymus comptus,Ornamented Dragonet,VU,Unknown,,,1-20000,species,,[],ACTINOPTERYGII,MARINEFISH,VU,Fishes (not comprehensive),True,False,VU,-156.27910100235428,20.506605134301246,range_polygon,1,1,7,1,7,200,1.0,1,Extant,1,Resident,154738,self,12122.286125270668,12122.286125270668,12122.286125270668,,MARINEFISH_PART2.shp,International Union for Conservation of Nature (IUCN),2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature (IUCN) 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154748,115229991,2009-01-28T00:00:00.000+00:00,2010,https://www.iucnredlist.org/species/154748/115229991,"Dooley, J., Matsuura, K., Collette, B., Nelson, J., Fritzsche, R. & Carpenter, K. 2010. Lophius vomerinus (errata version published in 2017). The IUCN Red List of Threatened Species 2010: e.T154748A115229991. Accessed on 29 June 2026.",Lophius vomerinus,Cape Monk,NT,Unknown,,,,species,,[],ACTINOPTERYGII,MARINEFISH,NT,Fishes (not comprehensive),True,False,NT,15.407598724749693,-28.828536385659852,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154748,self,283566.0670623888,283566.0670623888,283566.0670623888,,MARINEFISH_PART7.shp,Sampled Red List Index,2010,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,Sampled Red List Index 2010. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154763,4628251,2007-05-23T01:00:00.000+01:00,2010,https://www.iucnredlist.org/species/154763/4628251,"Hastings, P. & Dominici-Arosemena, A. 2010. Axoclinus multicinctus. The IUCN Red List of Threatened Species 2010: e.T154763A4628251. Accessed on 29 June 2026.",Axoclinus multicinctus,Multibarred Triplefin,VU,Unknown,,,,species,,[],ACTINOPTERYGII,MARINEFISH,VU,Fishes (not comprehensive),True,False,VU,-110.87668471423375,19.016537219883915,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154763,self,44615.80880524457,44615.80880524457,44615.80880524457,,MARINEFISH_PART3.shp,International Union for Conservation of Nature,2014,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2014. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154783,4632618,2009-01-27T00:00:00.000+00:00,2010,https://www.iucnredlist.org/species/154783/4632618,"Nelson, J., Neely, C., Matsuura, K., Collette, B., Dooley, J., Fritzsche, R. & Carpenter, K. 2010. Artedielloides auriculatus. The IUCN Red List of Threatened Species 2010: e.T154783A4632618. Accessed on 29 June 2026.",Artedielloides auriculatus,,NT,Unknown,,,,species,,[],ACTINOPTERYGII,MARINEFISH,NT,Fishes (not comprehensive),True,False,NT,131.87206815226867,42.837653194034644,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154783,self,5770.373895035741,5770.373895035741,5770.373895035741,,MARINEFISH_PART2.shp,International Union for Conservation of Nature (IUCN),2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature (IUCN) 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154874,238338060,2024-03-21T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/154874/238338060,"Williams, J.T., Vukić, J., Šanda, R. & Conway, K.W. 2025. Hetereleotris georgegilli. The IUCN Red List of Threatened Species 2025: e.T154874A238338060. Accessed on 29 June 2026.",Hetereleotris georgegilli,Gill's Goby,NT,Decreasing,,876,60799,species,,[],ACTINOPTERYGII,MARINEFISH,NT,Fishes (not comprehensive),True,False,NT,58.362684216114765,-20.44274484954172,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,154874,self,126278.13505338946,126278.13505338946,126278.13505338946,,MARINEFISH_PART4.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154957,4676936,2007-05-23T01:00:00.000+01:00,2010,https://www.iucnredlist.org/species/154957/4676936,"Dominici-Arosemena, A., Espinosa-Perez, H. & Hastings, P. 2010. Hypsoblennius striatus. The IUCN Red List of Threatened Species 2010: e.T154957A4676936. Accessed on 29 June 2026.",Hypsoblennius striatus,Striated Blenny,NT,Unknown,,"2,000",,species,,[],ACTINOPTERYGII,MARINEFISH,NT,Fishes (not comprehensive),True,False,NT,-82.20432092294084,8.06872025540774,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,154957,self,156696.42562571552,156696.42562571552,156696.42562571552,,MARINEFISH_PART2.shp,International Union for Conservation of Nature,2014,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2014. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
154986,4683552,2007-05-25T01:00:00.000+01:00,2010,https://www.iucnredlist.org/species/154986/4683552,"McCosker, J., Hastings, P.A., Williams, J.T. & McEachran, J.D. 2010. Paraclinus magdalenae. The IUCN Red List of Threatened Species 2010: e.T154986A4683552. Accessed on 29 June 2026.",Paraclinus magdalenae,Magdalena Blenny,EN,Stable,,,1131,species,,[],ACTINOPTERYGII,MARINEFISH,EN,Fishes (not comprehensive),True,False,EN,-112.31028151662312,24.326792732805295,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,154986,self,11663.043334104566,11663.043334104566,11663.043334104566,,MARINEFISH_PART5.shp,International Union for Conservation of Nature,2014,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2014. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
155021,46926198,2011-03-01T00:00:00.000+00:00,2015,https://www.iucnredlist.org/species/155021/46926198,"van Tassell, J., Tornabene, L., Pezold, F., Bouchereau, J.-L. & Aiken, K.A. 2015. Coryphopterus hyalinus. The IUCN Red List of Threatened Species 2015: e.T155021A46926198. Accessed on 29 June 2026.",Coryphopterus hyalinus,Glass Goby,VU,Unknown,,,,species,,[],ACTINOPTERYGII,MARINEFISH,VU,Fishes (not comprehensive),True,False,VU,-76.01070186366627,18.23608127023783,range_polygon,1,1,7,2,6,200,0.9868573289220318,1,Extant,1,Resident,155021,self,2433668.0709637487,2401683.171994119,2401683.171994119,,MARINEFISH_PART8.shp,International Union for Conservation of Nature (IUCN),2015,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature (IUCN) 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
165658,6083175,2009-10-06T01:00:00.000+01:00,2010,https://www.iucnredlist.org/species/165658/6083175,"Pyle, R., Allen, G.R., Zapata, F., Lea, B., Merlen, G., Robertson, R., Rivera, F., Edgar, G. & Rocha, L.A. 2010. Prognathodes carlhubbsi. The IUCN Red List of Threatened Species 2010: e.T165658A6083175. Accessed on 29 June 2026.",Prognathodes carlhubbsi,,NT,Stable,,,,species,,[],ACTINOPTERYGII,MARINEFISH,NT,Fishes (not comprehensive),True,False,NT,-87.52639034548088,5.53999566401556,range_polygon,1,2,4,2,2,200,0.6823463423688416,1,Extant,1,Resident,165658,self,96283.22781643007,65698.50833200697,65698.50833200697,,MARINEFISH_PART4.shp,International Union for Conservation of Nature (IUCN),2010,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature (IUCN) 2010. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.
