taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,iucn_has_ranges,iucn_has_points,category_iucn,lon,lat,centroid_source,centroid_rank,centroid_count,range_component_count,range_cluster_count,range_cluster_component_count,range_cluster_buffer_km,range_cluster_area_share,spatial_presence,spatial_presence_label,spatial_seasonal,spatial_seasonal_label,spatial_lookup_taxonid,spatial_lookup_source,computed_range_area_km2,computed_range_component_area_km2,range_component_area_km2,observation_point_count,source_paths,spatial_citation,spatial_year,iucn_dataset_citation,iucn_data_last_updated,spatial_credit,wiki_lookup_taxonid,wiki_lookup_source,wiki_title,wiki_language,wiki_project,wiki_url,wikidata_url,wikidata_image_url
315,62821344,2015-04-30T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/315/62821344,"Ormes, M. & Cordeiro, J. 2017. Acroloxus coloradensis. The IUCN Red List of Threatened Species 2017: e.T315A62821344. Accessed on 26 June 2026.",Acroloxus coloradensis,Rocky Mountain Capshell,NT,Unknown,,2000,,species,,[],GASTROPODA,FW_MOLLUSCS,NT,"Crustaceans, Molluscs (not comprehensive)",True,False,NT,-126.34992139530618,54.39524586731439,range_polygon,1,2,15,6,8,200,0.5188090423640305,1,Extant,1,Resident,315,self,21140.55912461413,10967.913234481224,10967.913234481224,,FW_MOLLUSCS.shp,"NatureServe, 2014",2016,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"NatureServe, 2014 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",315,self,Rocky_Mountain_capshell,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Rocky_Mountain_capshell,https://www.wikidata.org/entity/Q308746,
315,62821344,2015-04-30T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/315/62821344,"Ormes, M. & Cordeiro, J. 2017. Acroloxus coloradensis. The IUCN Red List of Threatened Species 2017: e.T315A62821344. Accessed on 26 June 2026.",Acroloxus coloradensis,Rocky Mountain Capshell,NT,Unknown,,2000,,species,,[],GASTROPODA,FW_MOLLUSCS,NT,"Crustaceans, Molluscs (not comprehensive)",True,False,NT,-105.28071283930376,40.08008676470002,range_polygon,2,2,15,6,2,200,0.3139506470046863,1,Extant,1,Resident,315,self,21140.55912461413,6637.092215213432,6637.092215213432,,FW_MOLLUSCS.shp,"NatureServe, 2014",2016,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"NatureServe, 2014 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",315,self,Rocky_Mountain_capshell,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Rocky_Mountain_capshell,https://www.wikidata.org/entity/Q308746,
618,91287686,2016-06-04T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/618/91287686,"Van Damme, D. 2016. Africanogyrus rodriguezensis. The IUCN Red List of Threatened Species 2016: e.T618A91287686. Accessed on 26 June 2026.",Africanogyrus rodriguezensis,,VU,Decreasing,,8,,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,63.42043626643433,-19.71480689109649,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,618,self,108.23105714265968,108.23105714265968,108.23105714265968,,FW_MOLLUSCS.shp,IUCN (International Union for Conservation of Nature),2016,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,618,self,Hovorbis_rodriguezensis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Hovorbis_rodriguezensis,https://www.wikidata.org/entity/Q306025,
619,91287776,2016-06-05T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/619/91287776,"Van Damme, D. 2016. Africanogyrus starmuehlneri. The IUCN Red List of Threatened Species 2016: e.T619A91287776. Accessed on 26 June 2026.",Africanogyrus starmuehlneri,,EN,Unknown,,400,,species,,[],GASTROPODA,FW_MOLLUSCS,EN,"Crustaceans, Molluscs (not comprehensive)",True,False,EN,47.121756687955305,-20.09603035852629,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,619,self,52178.81886372955,52178.81886372955,52178.81886372955,,FW_MOLLUSCS.shp,IUCN (International Union for Conservation of Nature),2016,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2016. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,619,self,Hovorbis_starmuehlneri,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Hovorbis_starmuehlneri,https://www.wikidata.org/entity/Q306054,
774,3142336,2012-03-12T00:00:00.000+00:00,2012,https://www.iucnredlist.org/species/774/3142336,"Cummings, K., Cordeiro, J. & Perez, K. 2012. Alasmidonta atropurpurea. The IUCN Red List of Threatened Species 2012: e.T774A3142336. Accessed on 26 June 2026.",Alasmidonta atropurpurea,Cumberland Elktoe,EN,Decreasing,,500,,species,,[],BIVALVIA,FW_MOLLUSCS,EN,"Crustaceans, Molluscs (not comprehensive)",True,False,EN,-85.09678701461924,37.080051276601125,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,774,self,31683.2798538484,31683.2798538484,31683.2798538484,,FW_MOLLUSCS.shp,"NatureServe & Red List Index (Sampled Approach), Zoological Society of London",2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"NatureServe & Red List Index (Sampled Approach), Zoological Society of London 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",774,self,Alasmidonta_atropurpurea,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Alasmidonta_atropurpurea,https://www.wikidata.org/entity/Q3017536,
775,13077570,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/775/13077570,"Cummings, K. & Cordeiro, J. 2011. Alasmidonta heterodon. The IUCN Red List of Threatened Species 2011: e.T775A13077570. Accessed on 26 June 2026.",Alasmidonta heterodon,Dwarf Wedgemussel,VU,Decreasing,,500-2000,">20,000",species,,[],BIVALVIA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,-77.60915269749026,35.63892935696357,range_polygon,1,1,53,2,42,200,0.9999903686429672,1,Extant,1,Resident,775,self,132869.61057452872,132868.33085987048,132868.33085987048,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",775,self,Dwarf_wedgemussel,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Dwarf_wedgemussel,https://www.wikidata.org/entity/Q338258,https://commons.wikimedia.org/wiki/Special:FilePath/Alasmidonta%20heterodon.jpg
776,3142501,2012-03-12T00:00:00.000+00:00,2012,https://www.iucnredlist.org/species/776/3142501,"Cummings, K. & Cordeiro, J. 2012. Alasmidonta raveneliana. The IUCN Red List of Threatened Species 2012: e.T776A3142501. Accessed on 26 June 2026.",Alasmidonta raveneliana,Appalachian Elktoe,CR,Decreasing,,100,250-1000,species,,[],BIVALVIA,FW_MOLLUSCS,CR,"Crustaceans, Molluscs (not comprehensive)",True,False,CR,-83.05780169522122,35.64544606505948,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,776,self,18053.638358501143,18053.638358501143,18053.638358501143,,FW_MOLLUSCS.shp,"NatureServe & Red List Index (Sampled Approach), Zoological Society of London",2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"NatureServe & Red List Index (Sampled Approach), Zoological Society of London 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",776,self,Appalachian_elktoe,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Appalachian_elktoe,https://www.wikidata.org/entity/Q307290,https://commons.wikimedia.org/wiki/Special:FilePath/Alasmidonta%20raveneliana.jpg
781,69490583,2015-06-10T01:00:00.000+01:00,2017,https://www.iucnredlist.org/species/781/69490583,"Woolnough, D. & Bogan, A.E. 2017. Alasmidonta varicosa. The IUCN Red List of Threatened Species 2017: e.T781A69490583. Accessed on 26 June 2026.",Alasmidonta varicosa,Brook Floater,VU,Decreasing,,,1212773,species,,[],BIVALVIA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,-72.96389885190327,41.77223802501867,range_polygon,1,1,211,1,211,200,1.0,1,Extant,1,Resident,781,self,371752.89166885,371752.89166885,371752.89166885,,FW_MOLLUSCS.shp,Nature Serve and Department of Fisheries and Oceans Canada,2014,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,Nature Serve and Department of Fisheries and Oceans Canada 2014. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,781,self,Brook_floater,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Brook_floater,https://www.wikidata.org/entity/Q307597,https://commons.wikimedia.org/wiki/Special:FilePath/Alasmidonta%20varicosa.jpg
980,13099938,2009-12-18T00:00:00.000+00:00,2010,https://www.iucnredlist.org/species/980/13099938,"Reischütz, P. 2010. Alzoniella hartwigschuetti. The IUCN Red List of Threatened Species 2010: e.T980A13099938. Accessed on 26 June 2026.",Alzoniella hartwigschuetti,,NT,Unknown,,500,,species,,[],GASTROPODA,FW_MOLLUSCS,NT,"Crustaceans, Molluscs (not comprehensive)",True,False,NT,15.704686465770177,48.09214681260111,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,980,self,11977.392667092465,11977.392667092465,11977.392667092465,,FW_MOLLUSCS.shp,IUCN (International Union for Conservation of Nature),2010,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2010. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,980,self,Alzoniella_hartwigschuetti,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Alzoniella_hartwigschuetti,https://www.wikidata.org/entity/Q308930,https://commons.wikimedia.org/wiki/Special:FilePath/Alzoniella%20hartwigschuetti%20001.jpg
1262,3366218,2008-04-23T01:00:00.000+01:00,2010,https://www.iucnredlist.org/species/1262/3366218,"Van Damme, D. 2010. Ancylus ashangiensis. The IUCN Red List of Threatened Species 2010: e.T1262A3366218. Accessed on 26 June 2026.",Ancylus ashangiensis,,CR,Unknown,,3,27,species,,[],GASTROPODA,FW_MOLLUSCS,CR,"Crustaceans, Molluscs (not comprehensive)",True,False,CR,39.193063479770736,12.535590898334364,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1262,self,3255.71174025582,3255.71174025582,3255.71174025582,,FW_MOLLUSCS.shp,IUCN (International Union for Conservation of Nature),2010,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2010. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,1262,self,Ancylus_ashangiensis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Ancylus_ashangiensis,https://www.wikidata.org/entity/Q306967,
1291,3396669,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/1291/3396669,"Clark, S. 2011. Fluvidona anodonta. The IUCN Red List of Threatened Species 2011: e.T1291A3396669. Accessed on 26 June 2026.",Fluvidona anodonta,North Pine River Freshwater Snail,VU,Unknown,,,400,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,152.8903599555354,-27.282066916854017,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1291,self,405.73100661330653,405.73100661330653,405.73100661330653,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",1291,self,Fluvidona_anodonta,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fluvidona_anodonta,https://www.wikidata.org/entity/Q309055,
1295,3401709,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/1295/3401709,"Clark, S. 2011. Austropyrgus grampianensis. The IUCN Red List of Threatened Species 2011: e.T1295A3401709. Accessed on 26 June 2026.",Austropyrgus grampianensis,,NT,Unknown,,,0-70,species,,[],GASTROPODA,FW_MOLLUSCS,NT,"Crustaceans, Molluscs (not comprehensive)",True,False,NT,142.531070272541,-37.212464749841594,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1295,self,58.431543838222694,58.431543838222694,58.431543838222694,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",1295,self,Austropyrgus_grampianensis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Austropyrgus_grampianensis,https://www.wikidata.org/entity/Q28154633,
1296,3402733,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/1296/3402733,"Clark, S. 2011. Fluvidona petterdi. The IUCN Red List of Threatened Species 2011: e.T1296A3402733. Accessed on 26 June 2026.",Fluvidona petterdi,,CR,Unknown,,0-1,0-1,species,,[],GASTROPODA,FW_MOLLUSCS,CR,"Crustaceans, Molluscs (not comprehensive)",True,False,CR,152.02391599785608,-29.06598406534581,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,1296,self,120.80893325234364,120.80893325234364,120.80893325234364,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",1296,self,Fluvidona_petterdi,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fluvidona_petterdi,https://www.wikidata.org/entity/Q28154637,
1312,3410830,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/1312/3410830,"Cummings, K. & Cordeiro, J. 2011. Anodontoides radiatus. The IUCN Red List of Threatened Species 2011: e.T1312A3410830. Accessed on 26 June 2026.",Anodontoides radiatus,Rayed Creekshell,NT,Decreasing,100000,"2000-20,000",170000,species,,[],BIVALVIA,FW_MOLLUSCS,NT,"Crustaceans, Molluscs (not comprehensive)",True,False,NT,-87.31407860579002,32.22390482235451,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,1312,self,172858.85194670036,172858.85194670036,172858.85194670036,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",1312,self,Anodontoides_radiatus,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Anodontoides_radiatus,https://www.wikidata.org/entity/Q307394,
2092,9236035,2010-02-15T00:00:00.000+00:00,2011,https://www.iucnredlist.org/species/2092/9236035,"Prié, V. 2011. Heraultiella exilis. The IUCN Red List of Threatened Species 2011: e.T2092A9236035. Accessed on 26 June 2026.",Heraultiella exilis,,VU,Decreasing,,3229,5817,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,3.405338423738844,43.63830290179471,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2092,self,5569.750520288264,5569.750520288264,5569.750520288264,,FW_MOLLUSCS.shp,IUCN (International Union for Conservation of Nature),2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,2092,self,Arganiella_exilis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Arganiella_exilis,https://www.wikidata.org/entity/Q28528095,
2114,9250119,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2114/9250119,"Cummings, K. & Cordeiro, J. 2011. Arcidens wheeleri. The IUCN Red List of Threatened Species 2011: e.T2114A9250119. Accessed on 26 June 2026.",Arcidens wheeleri,Wheeler's Pearly Mussel,EN,Decreasing,,500-2000,1000-5000,species,,[],BIVALVIA,FW_MOLLUSCS,EN,"Crustaceans, Molluscs (not comprehensive)",True,False,EN,-94.39181121038632,34.00746698235043,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,2114,self,27965.711115373873,27965.711115373873,27965.711115373873,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2114,self,Arcidens_wheeleri,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Arcidens_wheeleri,https://www.wikidata.org/entity/Q20031386,https://commons.wikimedia.org/wiki/Special:FilePath/Arkansia%20wheeleri.jpg
2420,9437439,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2420/9437439,"Clark, S. 2011. Austroassiminea letha. The IUCN Red List of Threatened Species 2011: e.T2420A9437439. Accessed on 26 June 2026.",Austroassiminea letha,Cape Leeuwin Snail,EN,Decreasing,,,2000,species,,[],GASTROPODA,FW_MOLLUSCS,EN,"Crustaceans, Molluscs (not comprehensive)",True,False,EN,115.70936369880069,-33.23925433472861,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,2420,self,1965.2341361065603,1965.2341361065603,1965.2341361065603,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2420,self,Austroassiminea_letha,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Austroassiminea_letha,https://www.wikidata.org/entity/Q308386,
2681,9467384,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2681/9467384,"Clark, S. 2011. Beddomeia angulata. The IUCN Red List of Threatened Species 2011: e.T2681A9467384. Accessed on 26 June 2026.",Beddomeia angulata,,VU,Unknown,,,280,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,145.28309119797228,-41.232702123140946,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2681,self,252.19660938107623,252.19660938107623,252.19660938107623,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2681,self,Beddomeia_angulata,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_angulata,https://www.wikidata.org/entity/Q308650,
2686,9467782,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2686/9467782,"Clark, S. 2011. Beddomeia camensis. The IUCN Red List of Threatened Species 2011: e.T2686A9467782. Accessed on 26 June 2026.",Beddomeia camensis,,VU,Unknown,,,20,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,145.62543065840038,-41.313520785725395,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2686,self,12.293265774406734,12.293265774406734,12.293265774406734,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2686,self,Beddomeia_camensis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_camensis,https://www.wikidata.org/entity/Q309351,
2690,9468132,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2690/9468132,"Clark, S. 2011. Beddomeia franklandensis. The IUCN Red List of Threatened Species 2011: e.T2690A9468132. Accessed on 26 June 2026.",Beddomeia franklandensis,,VU,Unknown,,,165,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,144.808097379629,-41.06438699445488,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2690,self,148.23346924801723,148.23346924801723,148.23346924801723,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2690,self,Beddomeia_franklandensis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_franklandensis,https://www.wikidata.org/entity/Q307407,
2693,9468445,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2693/9468445,"Clark, S. 2011. Beddomeia gibba. The IUCN Red List of Threatened Species 2011: e.T2693A9468445. Accessed on 26 June 2026.",Beddomeia gibba,,VU,Unknown,,,100,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,144.86333169848103,-41.02295841063723,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2693,self,91.79375788609742,91.79375788609742,91.79375788609742,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2693,self,Beddomeia_gibba,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_gibba,https://www.wikidata.org/entity/Q307593,
2694,9468670,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2694/9468670,"Clark, S. 2011. Beddomeia hallae. The IUCN Red List of Threatened Species 2011: e.T2694A9468670. Accessed on 26 June 2026.",Beddomeia hallae,,VU,Unknown,,,80,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,146.14290371647564,-41.23314560250392,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2694,self,69.93690432015488,69.93690432015488,69.93690432015488,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2694,self,Beddomeia_hallae,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_hallae,https://www.wikidata.org/entity/Q307589,
2697,9468988,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2697/9468988,"Clark, S. 2011. Beddomeia inflata. The IUCN Red List of Threatened Species 2011: e.T2697A9468988. Accessed on 26 June 2026.",Beddomeia inflata,,VU,Unknown,,,35,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,146.16709084293424,-41.33459132022401,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2697,self,21.339266329783506,21.339266329783506,21.339266329783506,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2697,self,Beddomeia_inflata,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_inflata,https://www.wikidata.org/entity/Q308193,
2702,9469405,2011-07-22T01:00:00.000+01:00,2011,https://www.iucnredlist.org/species/2702/9469405,"Clark, S. 2011. Beddomeia lodderae. The IUCN Red List of Threatened Species 2011: e.T2702A9469405. Accessed on 26 June 2026.",Beddomeia lodderae,,VU,Unknown,,,130,species,,[],GASTROPODA,FW_MOLLUSCS,VU,"Crustaceans, Molluscs (not comprehensive)",True,False,VU,146.20260260327947,-41.4039178478277,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,2702,self,113.67131477595728,113.67131477595728,113.67131477595728,,FW_MOLLUSCS.shp,"Red List Index (Sampled Approach), Zoological Society of London",2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Red List Index (Sampled Approach), Zoological Society of London 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",2702,self,Beddomeia_lodderae,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Beddomeia_lodderae,https://www.wikidata.org/entity/Q308534,
