taxonid,drop_stage,drop_reason,scientific_name,main_common_name,category_iucn,taxon_group
183784866,spatial_join,no spatial geometry in clean file,Zanobatus maculatus,Maculate Panray,NT,Fishes (not comprehensive)
158631336,spatial_join,no spatial geometry in clean file,Platichthys bicoloratus,Stone Flounder,VU,Fishes (not comprehensive)
135447977,spatial_join,no spatial geometry in clean file,Dipulus norfolkanus,,VU,Fishes (not comprehensive)
75154879,spatial_join,no spatial geometry in clean file,Sardinella lemuru,Bali Sardinella,NT,Fishes (not comprehensive)
48342467,spatial_join,no spatial geometry in clean file,Parablennius lodosus,Mud Blenny,VU,Fishes (not comprehensive)
60470745,spatial_join,no spatial geometry in clean file,Gorogobius stevcici,,VU,Fishes (not comprehensive)
104023514,spatial_join,no spatial geometry in clean file,Aetomylaeus milvus,Ocellate Eagle Ray,EN,Fishes (not comprehensive)
22003,spatial_join,no spatial geometry in clean file,Totoaba macdonaldi,Totoaba,VU,Fishes (not comprehensive)
49145334,spatial_join,no spatial geometry in clean file,Argyrosomus inodorus,Silver Kob,VU,Fishes (not comprehensive)
48342534,spatial_join,no spatial geometry in clean file,Entomacrodus chapmani,Chapman’s Blenny,VU,Fishes (not comprehensive)
69182988,spatial_join,no spatial geometry in clean file,Parupeneus porphyreus,Whitesaddle Goatfish,NT,Fishes (not comprehensive)
13852,spatial_join,no spatial geometry in clean file,Mordacia lapicida,Lamprea de Agua Dulce,VU,Fishes (not comprehensive)
104007203,spatial_join,no spatial geometry in clean file,Rhinobatos whitei,Philippine Guitarfish,CR,Fishes (not comprehensive)
185892,spatial_join,no spatial geometry in clean file,Psilotris boehlkei,Boehlke's Goby,VU,Fishes (not comprehensive)
161320,spatial_join,no spatial geometry in clean file,Rhinobatos albomaculatus,Whitespotted Guitarfish,CR,Fishes (not comprehensive)
161325,spatial_join,no spatial geometry in clean file,Squatina nebulosa,Clouded Angelshark,EN,Fishes (not comprehensive)
161328,spatial_join,no spatial geometry in clean file,Torpedo marmorata,Marbled Torpedo Ray,VU,Fishes (not comprehensive)
185905,spatial_join,no spatial geometry in clean file,Tigrigobius redimiculus,Cinta Goby,VU,Fishes (not comprehensive)
161329,spatial_join,no spatial geometry in clean file,Dentiraja cerva,White-spotted Skate,NT,Fishes (not comprehensive)
161335,spatial_join,no spatial geometry in clean file,Urotrygon rogersi,Rogers' Round Ray,NT,Fishes (not comprehensive)
104166970,spatial_join,no spatial geometry in clean file,Neotrygon australiae,Australian Bluespotted Maskray,NT,Fishes (not comprehensive)
161339,spatial_join,no spatial geometry in clean file,Raja radula,Rough Skate,EN,Fishes (not comprehensive)
49145403,spatial_join,no spatial geometry in clean file,Argyrosomus japonicus,Dusky Meagre,EN,Fishes (not comprehensive)
104179262,spatial_join,no spatial geometry in clean file,Brevitrygon heterura,Dwarf Whipray,VU,Fishes (not comprehensive)
161344,spatial_join,no spatial geometry in clean file,Rostroraja velezi,Rasptail Skate,VU,Fishes (not comprehensive)
98895427,spatial_join,no spatial geometry in clean file,Coilia nasus,Japanese Grenadier Anchovy,EN,Fishes (not comprehensive)
161354,spatial_join,no spatial geometry in clean file,Dipturus tengu,Acutenose Skate,NT,Fishes (not comprehensive)
161355,spatial_join,no spatial geometry in clean file,Nasolamia velox,Whitenose Shark,EN,Fishes (not comprehensive)
201098826,spatial_join,no spatial geometry in clean file,Himantura uarnak,Coach Whipray,EN,Fishes (not comprehensive)
161357,spatial_join,no spatial geometry in clean file,Myliobatis tobijei,Japanese Eagle Ray,VU,Fishes (not comprehensive)
161360,spatial_join,no spatial geometry in clean file,Squalus chloroculus,Greeneye Spurdog,EN,Fishes (not comprehensive)
161361,spatial_join,no spatial geometry in clean file,Oxynotus paradoxus,Sailfin Roughshark,VU,Fishes (not comprehensive)
161363,spatial_join,no spatial geometry in clean file,Scymnodon ichiharai,Japanese Velvet Dogfish,VU,Fishes (not comprehensive)
161366,spatial_join,no spatial geometry in clean file,Bathyraja spinicauda,Spinytail Skate,NT,Fishes (not comprehensive)
161368,spatial_join,no spatial geometry in clean file,Hemitriakis complicofasciata,Ocellate Topeshark,VU,Fishes (not comprehensive)
161373,spatial_join,no spatial geometry in clean file,Pseudobatos percellens,Chola Guitarfish,EN,Fishes (not comprehensive)
161376,spatial_join,no spatial geometry in clean file,Carcharhinus sorrah,Spottail Shark,NT,Fishes (not comprehensive)
185952,spatial_join,no spatial geometry in clean file,Coryphopterus thrix,Bartail Goby,VU,Fishes (not comprehensive)
161378,spatial_join,no spatial geometry in clean file,Carcharhinus acronotus,Blacknose Shark,EN,Fishes (not comprehensive)
185954,spatial_join,no spatial geometry in clean file,Coryphopterus eidolon,Pallid Goby,VU,Fishes (not comprehensive)
161380,spatial_join,no spatial geometry in clean file,Cephaloscyllium sarawakensis,Sarawak Pygmy Swell Shark,CR,Fishes (not comprehensive)
185955,spatial_join,no spatial geometry in clean file,Coryphopterus tortugae,Patch-reef Goby,VU,Fishes (not comprehensive)
104085094,spatial_join,no spatial geometry in clean file,Telatrygon zugei,Pale-edge Sharpnose Ray,VU,Fishes (not comprehensive)
185956,spatial_join,no spatial geometry in clean file,Coryphopterus venezuelae,Sand-canyon Goby,VU,Fishes (not comprehensive)
185960,spatial_join,no spatial geometry in clean file,Coryphopterus personatus,Masked Goby,VU,Fishes (not comprehensive)
161384,spatial_join,no spatial geometry in clean file,Centrophorus atromarginatus,Dwarf Gulper Shark,CR,Fishes (not comprehensive)
185958,spatial_join,no spatial geometry in clean file,Coryphopterus lipernes,Peppermint Goby,VU,Fishes (not comprehensive)
185961,spatial_join,no spatial geometry in clean file,Coryphopterus alloides,Barfin Goby,VU,Fishes (not comprehensive)
161388,spatial_join,no spatial geometry in clean file,Etmopterus spinax,Velvet Belly Lanternshark,VU,Fishes (not comprehensive)
241133167,spatial_join,no spatial geometry in clean file,Pseudochaenichthys georgianus,South Georgia Icefish,EN,Fishes (not comprehensive)
185968,spatial_join,no spatial geometry in clean file,Ctenogobius claytonii,Mexican Goby,VU,Fishes (not comprehensive)
161393,spatial_join,no spatial geometry in clean file,Dipturus gigas,Giant Skate,NT,Fishes (not comprehensive)
132722,spatial_join,no spatial geometry in clean file,Epinephelus aeneus,White Grouper,NT,Fishes (not comprehensive)
161394,spatial_join,no spatial geometry in clean file,Urotrygon simulatrix,Fake Round Ray,VU,Fishes (not comprehensive)
132724,spatial_join,no spatial geometry in clean file,Mycteroperca bonaci,Black Grouper,NT,Fishes (not comprehensive)
161395,spatial_join,no spatial geometry in clean file,Triakis scyllium,Banded Houndshark,EN,Fishes (not comprehensive)
161397,spatial_join,no spatial geometry in clean file,Torpedo torpedo,Ocellate Torpedo,VU,Fishes (not comprehensive)
70682232,spatial_join,no spatial geometry in clean file,Pastinachus ater,Broad Cowtail Ray,VU,Fishes (not comprehensive)
185977,spatial_join,no spatial geometry in clean file,Elacatinus atronasus,Exuma Goby,EN,Fishes (not comprehensive)
241133178,spatial_join,no spatial geometry in clean file,Chaenocephalus aceratus,Blackfin Icefish,VU,Fishes (not comprehensive)
132730,spatial_join,no spatial geometry in clean file,Hyporthodus acanthistius,Rooster Hind,VU,Fishes (not comprehensive)
63100,spatial_join,no spatial geometry in clean file,Dipturus oxyrinchus,Longnosed Skate,VU,Fishes (not comprehensive)
161403,spatial_join,no spatial geometry in clean file,Somniosus pacificus,Pacific Sleeper Shark,NT,Fishes (not comprehensive)
63102,spatial_join,no spatial geometry in clean file,Bathyraja albomaculata,Whitedotted Skate,VU,Fishes (not comprehensive)
161404,spatial_join,no spatial geometry in clean file,Squalus montalbani,Philippine Spurdog,VU,Fishes (not comprehensive)
161408,spatial_join,no spatial geometry in clean file,Glaucostegus halavi,Halavi Guitarfish,CR,Fishes (not comprehensive)
161409,spatial_join,no spatial geometry in clean file,Rhinobatos irvinei,Spineback Guitarfish,CR,Fishes (not comprehensive)
161410,spatial_join,no spatial geometry in clean file,Squalus hemipinnis,Indonesian Shortnose Spurdog,VU,Fishes (not comprehensive)
161411,spatial_join,no spatial geometry in clean file,Torpedo mackayana,West African Torpedo,EN,Fishes (not comprehensive)
63107,spatial_join,no spatial geometry in clean file,Callorhinchus callorynchus,American Elephantfish,VU,Fishes (not comprehensive)
63109,spatial_join,no spatial geometry in clean file,Rioraja agassizii,Rio Skate,VU,Fishes (not comprehensive)
63110,spatial_join,no spatial geometry in clean file,Atlantoraja platana,La Plata Skate,EN,Fishes (not comprehensive)
176486023,spatial_join,no spatial geometry in clean file,Hemitriakis indroyonoi,Indonesian Houndshark,EN,Fishes (not comprehensive)
63111,spatial_join,no spatial geometry in clean file,Bathyraja brachyurops,Broadnose Skate,NT,Fishes (not comprehensive)
63113,spatial_join,no spatial geometry in clean file,Bathyraja griseocauda,Graytail Skate,EN,Fishes (not comprehensive)
63114,spatial_join,no spatial geometry in clean file,Chimaera monstrosa,Rabbitfish,VU,Fishes (not comprehensive)
63116,spatial_join,no spatial geometry in clean file,Dipturus trachydermus,Roughskin Skate,EN,Fishes (not comprehensive)
63117,spatial_join,no spatial geometry in clean file,Bathyraja macloviana,Patagonian Skate,NT,Fishes (not comprehensive)
161425,spatial_join,no spatial geometry in clean file,Raja undulata,Undulate Skate,NT,Fishes (not comprehensive)
161426,spatial_join,no spatial geometry in clean file,Chiloscyllium arabicum,Arabian Carpetshark,NT,Fishes (not comprehensive)
63124,spatial_join,no spatial geometry in clean file,Dipturus mennii,Menni's Skate,CR,Fishes (not comprehensive)
161431,spatial_join,no spatial geometry in clean file,Urogymnus granulatus,Mangrove Whipray,EN,Fishes (not comprehensive)
63128,spatial_join,no spatial geometry in clean file,Mustelus mento,Speckled Smoothhound,CR,Fishes (not comprehensive)
63129,spatial_join,no spatial geometry in clean file,Mustelus whitneyi,Humpback Smoothhound,CR,Fishes (not comprehensive)
63130,spatial_join,no spatial geometry in clean file,Triakis maculata,Spotted Houndshark,CR,Fishes (not comprehensive)
63131,spatial_join,no spatial geometry in clean file,Rhinobatos rhinobatos,Common Guitarfish,CR,Fishes (not comprehensive)
169628,spatial_join,no spatial geometry in clean file,Coregonus subautumnalis,Penzhina Omul,VU,Fishes (not comprehensive)
161433,spatial_join,no spatial geometry in clean file,Squalus japonicus,Japanese Spurdog,EN,Fishes (not comprehensive)
132765,spatial_join,no spatial geometry in clean file,Mycteroperca goreensis,Dungat Grouper,NT,Fishes (not comprehensive)
161436,spatial_join,no spatial geometry in clean file,Myliobatis goodei,Southern Eagle Ray,VU,Fishes (not comprehensive)
63135,spatial_join,no spatial geometry in clean file,Urobatis tumbesensis,Tumbes Round Ray,VU,Fishes (not comprehensive)
161438,spatial_join,no spatial geometry in clean file,Squalus brevirostris,Japanese Shortnose Spurdog,EN,Fishes (not comprehensive)
161439,spatial_join,no spatial geometry in clean file,Mobula kuhlii,Shorthorned Pygmy Devil Ray,EN,Fishes (not comprehensive)
186014,spatial_join,no spatial geometry in clean file,Gobiosoma hildebrandi,Hildebrand's Goby,VU,Fishes (not comprehensive)
176486052,spatial_join,no spatial geometry in clean file,Hemiscyllium halmahera,Halmahera Epaulette Shark,NT,Fishes (not comprehensive)
63141,spatial_join,no spatial geometry in clean file,Oxynotus centrina,Angular Roughshark,EN,Fishes (not comprehensive)
161445,spatial_join,no spatial geometry in clean file,Narcine timlei,Brown Numbfish,VU,Fishes (not comprehensive)
161447,spatial_join,no spatial geometry in clean file,Rhinobatos punctifer,Spotted Guitarfish,NT,Fishes (not comprehensive)
63144,spatial_join,no spatial geometry in clean file,Bathyraja multispinis,Multispine Skate,NT,Fishes (not comprehensive)
186016,spatial_join,no spatial geometry in clean file,Gobiosoma spilotum,Isthmian Goby,EN,Fishes (not comprehensive)
63149,spatial_join,no spatial geometry in clean file,Galeus atlanticus,Atlantic Sawtail Catshark,NT,Fishes (not comprehensive)
161453,spatial_join,no spatial geometry in clean file,Dasyatis pastinaca,Common Stingray,VU,Fishes (not comprehensive)
63151,spatial_join,no spatial geometry in clean file,Hydrolagus matallanasi,Striped Rabbitfish,VU,Fishes (not comprehensive)
161456,spatial_join,no spatial geometry in clean file,Squatina formosa,Taiwan Angelshark,EN,Fishes (not comprehensive)
161457,spatial_join,no spatial geometry in clean file,Pseudobatos glaucostigmus,Speckled Guitarfish,VU,Fishes (not comprehensive)
63153,spatial_join,no spatial geometry in clean file,Gymnura altavela,Spiny Butterfly Ray,EN,Fishes (not comprehensive)
161459,spatial_join,no spatial geometry in clean file,Raja maderensis,Madeira Skate,VU,Fishes (not comprehensive)
63154,spatial_join,no spatial geometry in clean file,Narcine leoparda,Leopard Numbfish,VU,Fishes (not comprehensive)
161461,spatial_join,no spatial geometry in clean file,Leucoraja fullonica,Shagreen Skate,VU,Fishes (not comprehensive)
63155,spatial_join,no spatial geometry in clean file,Rostroraja cervigoni,Venezuela Skate,NT,Fishes (not comprehensive)
161463,spatial_join,no spatial geometry in clean file,Rhinoptera marginata,Lusitanian Cownose Ray,CR,Fishes (not comprehensive)
161464,spatial_join,no spatial geometry in clean file,Leucoraja circularis,Sandy Skate,VU,Fishes (not comprehensive)
161465,spatial_join,no spatial geometry in clean file,Pastinachus solocirostris,Roughnose Cowtail Ray,EN,Fishes (not comprehensive)
190138,spatial_join,no spatial geometry in clean file,Rhomboplites aurorubens,Vermilion Snapper,VU,Fishes (not comprehensive)
63156,spatial_join,no spatial geometry in clean file,Urotrygon venezuelae,Venezuelan Round Ray,EN,Fishes (not comprehensive)
63157,spatial_join,no spatial geometry in clean file,Narcine brasiliensis,Lesser Numbfish,NT,Fishes (not comprehensive)
63158,spatial_join,no spatial geometry in clean file,Pseudobatos prahli,Gorgona Guitarfish,VU,Fishes (not comprehensive)
132795,spatial_join,no spatial geometry in clean file,Hyporthodus ergastularius,Banded Rockcod,NT,Fishes (not comprehensive)
63166,spatial_join,no spatial geometry in clean file,Rhinobatos penggali,Indonesian Guitarfish,EN,Fishes (not comprehensive)
63167,spatial_join,no spatial geometry in clean file,Rhinobatos jimbaranensis,Jimbaran Guitarfish,CR,Fishes (not comprehensive)
161476,spatial_join,no spatial geometry in clean file,Acroteriobatus variegatus,Stripenose Guitarfish,CR,Fishes (not comprehensive)
161477,spatial_join,no spatial geometry in clean file,Malacoraja senta,Smooth Skate,VU,Fishes (not comprehensive)
161478,spatial_join,no spatial geometry in clean file,Rhinobatos annandalei,Bengal Guitarfish,CR,Fishes (not comprehensive)
161480,spatial_join,no spatial geometry in clean file,Mustelus mosis,Arabian Smoothhound,NT,Fishes (not comprehensive)
161483,spatial_join,no spatial geometry in clean file,Hongeo koreana,Korean Skate,CR,Fishes (not comprehensive)
161484,spatial_join,no spatial geometry in clean file,Scyliorhinus stellaris,Nursehound,VU,Fishes (not comprehensive)
161485,spatial_join,no spatial geometry in clean file,Mustelus punctulatus,Blackspotted Smoothhound,VU,Fishes (not comprehensive)
169676,spatial_join,no spatial geometry in clean file,Chaetodontoplus vanderloosi,,EN,Fishes (not comprehensive)
161487,spatial_join,no spatial geometry in clean file,Okamejei meerdervoortii,Bigeye Skate,VU,Fishes (not comprehensive)
161488,spatial_join,no spatial geometry in clean file,Halaelurus boesemani,Speckled Catshark,VU,Fishes (not comprehensive)
42706,spatial_join,no spatial geometry in clean file,Cephaloscyllium albipinnum,Whitefin Swellshark,CR,Fishes (not comprehensive)
42707,spatial_join,no spatial geometry in clean file,Cephaloscyllium variegatum,Saddled Swellshark,NT,Fishes (not comprehensive)
161492,spatial_join,no spatial geometry in clean file,Leucoraja wallacei,Yellowspotted Skate,VU,Fishes (not comprehensive)
190165,spatial_join,no spatial geometry in clean file,Pseudopleuronectes americanus,Winter Flounder,VU,Fishes (not comprehensive)
161495,spatial_join,no spatial geometry in clean file,Fontitrygon margarita,Daisy Whipray,VU,Fishes (not comprehensive)
42712,spatial_join,no spatial geometry in clean file,Glyphis garricki,Northern River Shark,VU,Fishes (not comprehensive)
161496,spatial_join,no spatial geometry in clean file,Spiniraja whitleyi,Melbourne Skate,VU,Fishes (not comprehensive)
14049,spatial_join,no spatial geometry in clean file,Mycteroperca jordani,Gulf Grouper,EN,Fishes (not comprehensive)
14050,spatial_join,no spatial geometry in clean file,Mycteroperca microlepis,Gag,VU,Fishes (not comprehensive)
14051,spatial_join,no spatial geometry in clean file,Mycteroperca olfax,Sailfin Grouper,EN,Fishes (not comprehensive)
161506,spatial_join,no spatial geometry in clean file,Paragaleus randalli,Slender Weasel Shark,VU,Fishes (not comprehensive)
161507,spatial_join,no spatial geometry in clean file,Hemitriakis japanica,Japanese Topeshark,EN,Fishes (not comprehensive)
42726,spatial_join,no spatial geometry in clean file,Squalus nasutus,Western Longnose Spurdog,NT,Fishes (not comprehensive)
42727,spatial_join,no spatial geometry in clean file,Squalus grahami,Eastern Longnose Spurdog,NT,Fishes (not comprehensive)
42729,spatial_join,no spatial geometry in clean file,Squatina albipunctata,Eastern Angel Shark,VU,Fishes (not comprehensive)
42730,spatial_join,no spatial geometry in clean file,Urolophus kapalensis,Kapala Stingaree,NT,Fishes (not comprehensive)
161513,spatial_join,no spatial geometry in clean file,Taeniurops grabatus,Round Stingray,NT,Fishes (not comprehensive)
161516,spatial_join,no spatial geometry in clean file,Gymnura tentaculata,Tentacled Butterfly Ray,CR,Fishes (not comprehensive)
170292970,spatial_join,no spatial geometry in clean file,Haliophis aethiopus,Bali Eelblenny,VU,Fishes (not comprehensive)
161518,spatial_join,no spatial geometry in clean file,Mustelus norrisi,Narrowfin Smoothhound,NT,Fishes (not comprehensive)
161519,spatial_join,no spatial geometry in clean file,Zanobatus schoenleinii,Striped Panray,VU,Fishes (not comprehensive)
161520,spatial_join,no spatial geometry in clean file,Fontitrygon margaritella,Pearl Whipray,NT,Fishes (not comprehensive)
190194,spatial_join,no spatial geometry in clean file,Ogilbichthys ferocis,Ferocious Coralbrotula,EN,Fishes (not comprehensive)
161523,spatial_join,no spatial geometry in clean file,Narcine lingula,Chinese Numbfish,VU,Fishes (not comprehensive)
161524,spatial_join,no spatial geometry in clean file,Carcharhinus isodon,Finetooth Shark,NT,Fishes (not comprehensive)
161525,spatial_join,no spatial geometry in clean file,Squatina tergocellatoides,Ocellated Angelshark,EN,Fishes (not comprehensive)
161526,spatial_join,no spatial geometry in clean file,Carcharhinus albimarginatus,Silvertip Shark,VU,Fishes (not comprehensive)
194299,spatial_join,no spatial geometry in clean file,Albula glossodonta,Shortjaw Bonefish,VU,Fishes (not comprehensive)
161532,spatial_join,no spatial geometry in clean file,Okamejei hollandi,Yellow Spotted Skate,VU,Fishes (not comprehensive)
161533,spatial_join,no spatial geometry in clean file,Hemitrygon bennetti,Bennett's Stingray,VU,Fishes (not comprehensive)
18175,spatial_join,no spatial geometry in clean file,Pristis pectinata,Smalltooth Sawfish,CR,Fishes (not comprehensive)
161535,spatial_join,no spatial geometry in clean file,Dipturus gudgeri,Bight Skate,NT,Fishes (not comprehensive)
194303,spatial_join,no spatial geometry in clean file,Albula vulpes,Bonefish,NT,Fishes (not comprehensive)
161540,spatial_join,no spatial geometry in clean file,Maculabatis pastinacoides,Round Whipray,EN,Fishes (not comprehensive)
161541,spatial_join,no spatial geometry in clean file,Urotrygon reticulata,Reticulate Round Ray,CR,Fishes (not comprehensive)
161542,spatial_join,no spatial geometry in clean file,Amblyraja radiata,Thorny Skate,VU,Fishes (not comprehensive)
161543,spatial_join,no spatial geometry in clean file,Paragaleus tengi,Straight-tooth Weasel Shark,EN,Fishes (not comprehensive)
176486152,spatial_join,no spatial geometry in clean file,Orectolobus leptolineatus,Indonesian Wobbegong,NT,Fishes (not comprehensive)
123434761,spatial_join,no spatial geometry in clean file,Gobiodon fulvus,,VU,Fishes (not comprehensive)
161545,spatial_join,no spatial geometry in clean file,Narcine prodorsalis,Tonkin Numbfish,EN,Fishes (not comprehensive)
161547,spatial_join,no spatial geometry in clean file,Pateobatis uarnacoides,Whitenose Whipray,EN,Fishes (not comprehensive)
161548,spatial_join,no spatial geometry in clean file,Orbiraja powelli,Indian Ring Skate,NT,Fishes (not comprehensive)
16467724,spatial_join,no spatial geometry in clean file,Lucifuga lucayana,Lucayan Cave Brotula,EN,Fishes (not comprehensive)
161546,spatial_join,no spatial geometry in clean file,Urogymnus lobistoma,Tubemouth Whipray,EN,Fishes (not comprehensive)
161551,spatial_join,no spatial geometry in clean file,Deania profundorum,Arrowhead Dogfish,NT,Fishes (not comprehensive)
46864,spatial_join,no spatial geometry in clean file,Centroselachus crepidater,Longnose Velvet Dogfish,NT,Fishes (not comprehensive)
161555,spatial_join,no spatial geometry in clean file,Acroteriobatus leucospilus,Greyspot Guitarfish,EN,Fishes (not comprehensive)
161557,spatial_join,no spatial geometry in clean file,Chiloscyllium hasselti,Indonesian Bambooshark,EN,Fishes (not comprehensive)
84784918,spatial_join,no spatial geometry in clean file,Aetomylaeus nichofii,Banded Eagle Ray,VU,Fishes (not comprehensive)
161558,spatial_join,no spatial geometry in clean file,Squatina japonica,Japanese Angelshark,CR,Fishes (not comprehensive)
141481752,spatial_join,no spatial geometry in clean file,Amblyeleotris neglecta,,EN,Fishes (not comprehensive)
161560,spatial_join,no spatial geometry in clean file,Narcine maculata,Smallspot Numbfish,VU,Fishes (not comprehensive)
161562,spatial_join,no spatial geometry in clean file,Torpedo bauchotae,Rosette Torpedo,EN,Fishes (not comprehensive)
165658,spatial_join,no spatial geometry in clean file,Prognathodes carlhubbsi,,NT,Fishes (not comprehensive)
161564,spatial_join,no spatial geometry in clean file,Carcharhinus altimus,Bignose Shark,NT,Fishes (not comprehensive)
185979,spatial_join,no spatial geometry in clean file,Elacatinus jarocho,Jarocho Goby,EN,Fishes (not comprehensive)
161566,spatial_join,no spatial geometry in clean file,Maculabatis gerrardi,Whitespotted Whipray,EN,Fishes (not comprehensive)
49145628,spatial_join,no spatial geometry in clean file,Argyrosomus thorpei,Squaretail Kob,EN,Fishes (not comprehensive)
161568,spatial_join,no spatial geometry in clean file,Myliobatis freminvillei,Bullnose Eagle Ray,VU,Fishes (not comprehensive)
161569,spatial_join,no spatial geometry in clean file,Myliobatis aquila,Common Eagle Ray,CR,Fishes (not comprehensive)
185980,spatial_join,no spatial geometry in clean file,Elacatinus prochilos,Broadstripe Goby,VU,Fishes (not comprehensive)
161571,spatial_join,no spatial geometry in clean file,Mustelus widodoi,Whitefin Smoothhound,VU,Fishes (not comprehensive)
161575,spatial_join,no spatial geometry in clean file,Rhinoraja longicauda,Whitebelly Skate,NT,Fishes (not comprehensive)
161576,spatial_join,no spatial geometry in clean file,Hemitrygon sinensis,Chinese Stingray,EN,Fishes (not comprehensive)
194344,spatial_join,no spatial geometry in clean file,Lutjanus synagris,Lane Snapper,NT,Fishes (not comprehensive)
10030,spatial_join,no spatial geometry in clean file,Hexanchus griseus,Bluntnose Sixgill Shark,NT,Fishes (not comprehensive)
177966,spatial_join,no spatial geometry in clean file,Acanthurus chronixis,Kapingamarangi Surgeonfish,VU,Fishes (not comprehensive)
161586,spatial_join,no spatial geometry in clean file,Raja straeleni,Biscuit Skate,NT,Fishes (not comprehensive)
161591,spatial_join,no spatial geometry in clean file,Cephaloscyllium silasi,Indian Swellshark,CR,Fishes (not comprehensive)
176486201,spatial_join,no spatial geometry in clean file,Okamejei cairae,Borneo Sand Skate,VU,Fishes (not comprehensive)
161597,spatial_join,no spatial geometry in clean file,Alopias pelagicus,Pelagic Thresher,EN,Fishes (not comprehensive)
161598,spatial_join,no spatial geometry in clean file,Pateobatis hortlei,Hortle's Whipray,NT,Fishes (not comprehensive)
194365,spatial_join,no spatial geometry in clean file,Lutjanus campechanus,Red Snapper,VU,Fishes (not comprehensive)
161607,spatial_join,no spatial geometry in clean file,Narke dipterygia,Spottail Sleeper Ray,VU,Fishes (not comprehensive)
10056,spatial_join,no spatial geometry in clean file,Hippocampus capensis,Knysna Seahorse,EN,Fishes (not comprehensive)
161608,spatial_join,no spatial geometry in clean file,Tetronarce formosa,Taiwanese Pelagic Torpedo Ray,NT,Fishes (not comprehensive)
1866,spatial_join,no spatial geometry in clean file,Aplochiton marinus,,VU,Fishes (not comprehensive)
190279,spatial_join,no spatial geometry in clean file,Pomatomus saltatrix,Bluefish,VU,Fishes (not comprehensive)
161612,spatial_join,no spatial geometry in clean file,Bathyraja smirnovi,Golden Skate,NT,Fishes (not comprehensive)
161615,spatial_join,no spatial geometry in clean file,Pateobatis fai,Pink Whipray,VU,Fishes (not comprehensive)
161616,spatial_join,no spatial geometry in clean file,Chiloscyllium burmensis,Burmese Bambooshark,VU,Fishes (not comprehensive)
165712,spatial_join,no spatial geometry in clean file,Chaetodon trifascialis,Acropora Butterfly,NT,Fishes (not comprehensive)
10066,spatial_join,no spatial geometry in clean file,Hippocampus erectus,Lined Seahorse,VU,Fishes (not comprehensive)
161618,spatial_join,no spatial geometry in clean file,Hemitrygon laevigata,Yantai Stingray,VU,Fishes (not comprehensive)
161620,spatial_join,no spatial geometry in clean file,Hypanus rudis,Smalltooth Stingray,CR,Fishes (not comprehensive)
161621,spatial_join,no spatial geometry in clean file,Himantura undulata,Honeycomb Whipray,EN,Fishes (not comprehensive)
10070,spatial_join,no spatial geometry in clean file,Hippocampus histrix,Thorny Seahorse,VU,Fishes (not comprehensive)
42838,spatial_join,no spatial geometry in clean file,Centrophorus moluccensis,Endeavour Dogfish,VU,Fishes (not comprehensive)
10072,spatial_join,no spatial geometry in clean file,Hippocampus ingens,Giant Seahorse,VU,Fishes (not comprehensive)
161624,spatial_join,no spatial geometry in clean file,Benthobatis yangi,Taiwanese Blind Electric Ray,VU,Fishes (not comprehensive)
161626,spatial_join,no spatial geometry in clean file,Leucoraja naevus,Cuckoo Skate,NT,Fishes (not comprehensive)
165717,spatial_join,no spatial geometry in clean file,Chaetodon rainfordi,Rainford's Butterflyfish,NT,Fishes (not comprehensive)
161630,spatial_join,no spatial geometry in clean file,Gymnura japonica,Japanese Butterfly Ray,VU,Fishes (not comprehensive)
176486239,spatial_join,no spatial geometry in clean file,Rhinobatos ranongensis,Ranong Guitarfish,VU,Fishes (not comprehensive)
161631,spatial_join,no spatial geometry in clean file,Leucoraja ocellata,Winter Skate,EN,Fishes (not comprehensive)
70010721,spatial_join,no spatial geometry in clean file,Oxymonacanthus longirostris,Harlequin Filefish,VU,Fishes (not comprehensive)
49182559,spatial_join,no spatial geometry in clean file,Larimichthys crocea,Large Yellow Croaker,CR,Fishes (not comprehensive)
161633,spatial_join,no spatial geometry in clean file,Mustelus manazo,Starspotted Smooth-hound,EN,Fishes (not comprehensive)
10082,spatial_join,no spatial geometry in clean file,Hippocampus reidi,Long-snout Seahorse,NT,Fishes (not comprehensive)
161635,spatial_join,no spatial geometry in clean file,Deania quadrispinosa,Longsnout Dogfish,VU,Fishes (not comprehensive)
161636,spatial_join,no spatial geometry in clean file,Okamejei acutispina,Sharpspine Skate,VU,Fishes (not comprehensive)
161637,spatial_join,no spatial geometry in clean file,Dentiraja australis,Sydney Skate,NT,Fishes (not comprehensive)
10087,spatial_join,no spatial geometry in clean file,Hippocampus trimaculatus,Three-spot Seahorse,VU,Fishes (not comprehensive)
10088,spatial_join,no spatial geometry in clean file,Hippocampus whitei,White's Seahorse,EN,Fishes (not comprehensive)
161639,spatial_join,no spatial geometry in clean file,Paragaleus leucolomatus,Whitetip Weasel Shark,VU,Fishes (not comprehensive)
161640,spatial_join,no spatial geometry in clean file,Mustelus lunulatus,Sicklefin Smoothhound,NT,Fishes (not comprehensive)
161643,spatial_join,no spatial geometry in clean file,Dasyatis chrysonota,Blue Stingray,NT,Fishes (not comprehensive)
161644,spatial_join,no spatial geometry in clean file,Halaelurus maculosus,Indonesian Speckled Catshark,NT,Fishes (not comprehensive)
161645,spatial_join,no spatial geometry in clean file,Okamejei kenojei,Spiny Skate,VU,Fishes (not comprehensive)
