taxonid,drop_stage,drop_reason,scientific_name,main_common_name,category_iucn,taxon_group
176486255,spatial_join,no spatial geometry in clean file,Narcine baliensis,,NT,Fishes (not comprehensive)
194413,spatial_join,no spatial geometry in clean file,Brachydeuterus auritus,Bigeye Grunt,NT,Fishes (not comprehensive)
10097,spatial_join,no spatial geometry in clean file,Hippoglossus hippoglossus,Atlantic Halibut,NT,Fishes (not comprehensive)
161652,spatial_join,no spatial geometry in clean file,Holohalaelurus favus,Honeycomb Izak Catshark,EN,Fishes (not comprehensive)
161659,spatial_join,no spatial geometry in clean file,Bathyraja irrasa,Kerguelen Sandpaper Skate,VU,Fishes (not comprehensive)
161660,spatial_join,no spatial geometry in clean file,Narcine atzi,Oman Numbfish,VU,Fishes (not comprehensive)
203364219,spatial_join,no spatial geometry in clean file,Dipturus batis,Common Blue Skate,CR,Fishes (not comprehensive)
161662,spatial_join,no spatial geometry in clean file,Rhizoprionodon longurio,Pacific Sharpnose Shark,VU,Fishes (not comprehensive)
176486271,spatial_join,no spatial geometry in clean file,Platyrhina psomadakisi,Indian Fanray,NT,Fishes (not comprehensive)
161667,spatial_join,no spatial geometry in clean file,Haploblepharus kistnasamyi,Natal Shyshark,VU,Fishes (not comprehensive)
161669,spatial_join,no spatial geometry in clean file,Beringraja pulchra,Mottled Skate,EN,Fishes (not comprehensive)
70682503,spatial_join,no spatial geometry in clean file,Pastinachus sephen,Cowtail Ray,NT,Fishes (not comprehensive)
202632,spatial_join,no spatial geometry in clean file,Paralichthys lethostigma,Southern Flounder,NT,Fishes (not comprehensive)
230406023,spatial_join,no spatial geometry in clean file,Basilichthys microlepidotus,Pejerrey de Escama Chica,VU,Fishes (not comprehensive)
161675,spatial_join,no spatial geometry in clean file,Holohalaelurus punctatus,African Spotted Catshark,EN,Fishes (not comprehensive)
161677,spatial_join,no spatial geometry in clean file,Rhinobatos lionotus,Smoothback Guitarfish,CR,Fishes (not comprehensive)
161679,spatial_join,no spatial geometry in clean file,Cirrhoscyllium formosanum,Taiwan Saddled Carpetshark,VU,Fishes (not comprehensive)
161680,spatial_join,no spatial geometry in clean file,Halaelurus buergeri,Blackspotted Catshark,EN,Fishes (not comprehensive)
161685,spatial_join,no spatial geometry in clean file,Leucoraja leucosticta,Whitedapple Skate,NT,Fishes (not comprehensive)
161689,spatial_join,no spatial geometry in clean file,Urotrygon aspidura,Spinytail Round Ray,NT,Fishes (not comprehensive)
161691,spatial_join,no spatial geometry in clean file,Raja brachyura,Blonde Skate,NT,Fishes (not comprehensive)
161694,spatial_join,no spatial geometry in clean file,Rostroraja equatorialis,Equatorial Skate,VU,Fishes (not comprehensive)
161695,spatial_join,no spatial geometry in clean file,Chaenogaleus macrostoma,Hooktooth Shark,VU,Fishes (not comprehensive)
161696,spatial_join,no spatial geometry in clean file,Alopias superciliosus,Bigeye Thresher,VU,Fishes (not comprehensive)
161701,spatial_join,no spatial geometry in clean file,Bathyraja trachouros,Eremo Skate,NT,Fishes (not comprehensive)
190077,spatial_join,no spatial geometry in clean file,Vladichthys gloverensis,Glover's Reef Toadfish,VU,Fishes (not comprehensive)
161707,spatial_join,no spatial geometry in clean file,Paragaleus pectoralis,Atlantic Weasel Shark,EN,Fishes (not comprehensive)
169760690,spatial_join,no spatial geometry in clean file,Lamiopsis temminckii,Broadfin Shark,EN,Fishes (not comprehensive)
161715,spatial_join,no spatial geometry in clean file,Mustelus griseus,Spotless Smooth-hound,EN,Fishes (not comprehensive)
161716,spatial_join,no spatial geometry in clean file,Narcine entemedor,Cortez Numbfish,VU,Fishes (not comprehensive)
161717,spatial_join,no spatial geometry in clean file,Scymnodon ringens,Knifetooth Dogfish,VU,Fishes (not comprehensive)
198582,spatial_join,no spatial geometry in clean file,Sardinella maderensis,Madeiran Sardinella,VU,Fishes (not comprehensive)
169236406,spatial_join,no spatial geometry in clean file,Platyrhina sinensis,Chinese Fanray,EN,Fishes (not comprehensive)
161725,spatial_join,no spatial geometry in clean file,Okamejei schmidti,Browneye Skate,VU,Fishes (not comprehensive)
165823,spatial_join,no spatial geometry in clean file,Centropyge nahackyi,Nahacky's Angelfish,NT,Fishes (not comprehensive)
161728,spatial_join,no spatial geometry in clean file,Brevitrygon imbricata,Bengal Whipray,VU,Fishes (not comprehensive)
161729,spatial_join,no spatial geometry in clean file,Dipturus nidarosiensis,Norwegian Skate,EN,Fishes (not comprehensive)
161730,spatial_join,no spatial geometry in clean file,Urotrygon munda,Munda Round Ray,NT,Fishes (not comprehensive)
161733,spatial_join,no spatial geometry in clean file,Proscyllium habereri,Graceful Catshark,VU,Fishes (not comprehensive)
161735,spatial_join,no spatial geometry in clean file,Okamejei boesemani,Boeseman's Skate,VU,Fishes (not comprehensive)
161738,spatial_join,no spatial geometry in clean file,Dipturus macrocauda,Bigtail Skate,NT,Fishes (not comprehensive)
161740,spatial_join,no spatial geometry in clean file,Centroscyllium excelsum,Highfin Dogfish,NT,Fishes (not comprehensive)
161741,spatial_join,no spatial geometry in clean file,Hemitrygon navarrae,Blackfish Stingray,VU,Fishes (not comprehensive)
165836,spatial_join,no spatial geometry in clean file,Holacanthus limbaughi,Clipperton Angelfish,NT,Fishes (not comprehensive)
18383,spatial_join,no spatial geometry in clean file,Prototroctes maraena,Australian Grayling,VU,Fishes (not comprehensive)
161743,spatial_join,no spatial geometry in clean file,Pseudobatos lentiginosus,Freckled Guitarfish,VU,Fishes (not comprehensive)
161744,spatial_join,no spatial geometry in clean file,Pateobatis jenkinsii,Jenkins' Whipray,EN,Fishes (not comprehensive)
161745,spatial_join,no spatial geometry in clean file,Temera hardwickii,Finless Sleeper ray,VU,Fishes (not comprehensive)
161746,spatial_join,no spatial geometry in clean file,Heteronarce garmani,Natal Sleeper Ray,NT,Fishes (not comprehensive)
161747,spatial_join,no spatial geometry in clean file,Urotrygon nana,Dwarf Round Ray,NT,Fishes (not comprehensive)
161748,spatial_join,no spatial geometry in clean file,Dasyatis marmorata,Marbled Stingray,NT,Fishes (not comprehensive)
190422,spatial_join,no spatial geometry in clean file,Mola mola,Ocean Sunfish,VU,Fishes (not comprehensive)
107259870,spatial_join,no spatial geometry in clean file,Hippocampus spinosissimus,Hedgehog Seahorse,VU,Fishes (not comprehensive)
47728610,spatial_join,no spatial geometry in clean file,Hippocampus debelius,Softcoral Seahorse,NT,Fishes (not comprehensive)
165861,spatial_join,no spatial geometry in clean file,Holacanthus clarionensis,Clarion Angelfish,VU,Fishes (not comprehensive)
190552041,spatial_join,no spatial geometry in clean file,Chinchaysuyoa ortegai,Peruvian Coastal Catfish,EN,Fishes (not comprehensive)
104019954,spatial_join,no spatial geometry in clean file,Rhynchobatus immaculatus,Taiwanese Wedgefish,CR,Fishes (not comprehensive)
241133554,spatial_join,no spatial geometry in clean file,Pandaka pusilla,Tiny Pygmy-Goby,VU,Fishes (not comprehensive)
198647,spatial_join,no spatial geometry in clean file,Trachurus trachurus,Atlantic Horse Mackerel,VU,Fishes (not comprehensive)
267134970,spatial_join,no spatial geometry in clean file,Scymnodon macracanthus,Largespine Velvet Shark,VU,Fishes (not comprehensive)
104065040,spatial_join,no spatial geometry in clean file,Bathytoshia centroura,Roughtail Stingray,VU,Fishes (not comprehensive)
10268,spatial_join,no spatial geometry in clean file,Huso dauricus,Kaluga,CR,Fishes (not comprehensive)
10269,spatial_join,no spatial geometry in clean file,Huso huso,Beluga,CR,Fishes (not comprehensive)
98842673,spatial_join,no spatial geometry in clean file,Tenualosa macrura,Longtail shad,NT,Fishes (not comprehensive)
198707,spatial_join,no spatial geometry in clean file,Sciaena umbra,Brown Meagre,NT,Fishes (not comprehensive)
198709,spatial_join,no spatial geometry in clean file,Umbrina cirrosa,Shi Drum,VU,Fishes (not comprehensive)
258684981,spatial_join,no spatial geometry in clean file,Eucyclogobius newberryi,,VU,Fishes (not comprehensive)
241150016,spatial_join,no spatial geometry in clean file,Acyrtus simon,Thiony’s Clingfish,CR,Fishes (not comprehensive)
63571,spatial_join,no spatial geometry in clean file,Bolbometopon muricatum,Bumphead Parrotfish,VU,Fishes (not comprehensive)
162207827,spatial_join,no spatial geometry in clean file,Cephaloscyllium fasciatum,Reticulated Swellshark,CR,Fishes (not comprehensive)
6229,spatial_join,no spatial geometry in clean file,Dalatias licha,Kitefin Shark,VU,Fishes (not comprehensive)
125962361,spatial_join,no spatial geometry in clean file,Gambusia xanthosoma,Cayman Gambusia,EN,Fishes (not comprehensive)
20433018,spatial_join,no spatial geometry in clean file,Pseudocaranx chilensis,Juan Fernandez Mackerel,VU,Fishes (not comprehensive)
104208524,spatial_join,no spatial geometry in clean file,Pateobatis bleekeri,Bleeker's Whipray,EN,Fishes (not comprehensive)
143620236,spatial_join,no spatial geometry in clean file,Achirus mucuri,,EN,Fishes (not comprehensive)
182435,spatial_join,no spatial geometry in clean file,Notoglanidium akiri,,EN,Fishes (not comprehensive)
186532,spatial_join,no spatial geometry in clean file,Phalloptychus iheringii,Barrigudinho-riscado,NT,Fishes (not comprehensive)
104110247,spatial_join,no spatial geometry in clean file,Hemitrygon longicauda,Merauke Stingray,NT,Fishes (not comprehensive)
170158,spatial_join,no spatial geometry in clean file,Dentex angolensis,Angola Dentex,NT,Fishes (not comprehensive)
170161,spatial_join,no spatial geometry in clean file,Cheimerius matsubarai,Hoshierenko,VU,Fishes (not comprehensive)
170168,spatial_join,no spatial geometry in clean file,Stenotomus chrysops,Scup,NT,Fishes (not comprehensive)
162293947,spatial_join,no spatial geometry in clean file,Centrophorus granulosus,Gulper Shark,EN,Fishes (not comprehensive)
170173,spatial_join,no spatial geometry in clean file,Acanthopagrus vagus,River Bream,VU,Fishes (not comprehensive)
170179,spatial_join,no spatial geometry in clean file,Acanthopagrus chinshira,,NT,Fishes (not comprehensive)
170183,spatial_join,no spatial geometry in clean file,Chrysoblephus cristiceps,Dageraad,CR,Fishes (not comprehensive)
170184,spatial_join,no spatial geometry in clean file,Polysteganus praeorbitalis,Scotsman Seabream,VU,Fishes (not comprehensive)
186572,spatial_join,no spatial geometry in clean file,Odontesthes ledae,Peixe-rei,NT,Fishes (not comprehensive)
170194,spatial_join,no spatial geometry in clean file,Chrysoblephus anglicus,Englishman Seabream,NT,Fishes (not comprehensive)
104061138,spatial_join,no spatial geometry in clean file,Glaucostegus typus,Giant Guitarfish,CR,Fishes (not comprehensive)
170199,spatial_join,no spatial geometry in clean file,Acanthopagrus sivicolus,Okinawa Seabream,VU,Fishes (not comprehensive)
170200,spatial_join,no spatial geometry in clean file,Lithognathus aureti,West Coast Steenbras,EN,Fishes (not comprehensive)
170204,spatial_join,no spatial geometry in clean file,Cymatoceps nasutus,Black Musselcracker,VU,Fishes (not comprehensive)
155068636,spatial_join,no spatial geometry in clean file,Horadandia atukorali,Horadandia,VU,Fishes (not comprehensive)
170206,spatial_join,no spatial geometry in clean file,Polysteganus undulosus,Seventy-four Seabream,EN,Fishes (not comprehensive)
14562,spatial_join,no spatial geometry in clean file,Neosalanx reganius,Ariake Dwarf Icefish,EN,Fishes (not comprehensive)
141363430,spatial_join,no spatial geometry in clean file,Hypoplectrus liberte,Striped Hamlet,CR,Fishes (not comprehensive)
170225,spatial_join,no spatial geometry in clean file,Rhabdosargus globiceps,White Stumpnose,VU,Fishes (not comprehensive)
170226,spatial_join,no spatial geometry in clean file,Sparodon durbanensis,Musselcracker Seabream,NT,Fishes (not comprehensive)
47270129,spatial_join,no spatial geometry in clean file,Cirrhilabrus naokoae,Naoko's Fairy Wrasse,VU,Fishes (not comprehensive)
190711,spatial_join,no spatial geometry in clean file,Chlorurus bowersi,Bower's Parrotfish,NT,Fishes (not comprehensive)
141482238,spatial_join,no spatial geometry in clean file,Eviota aquila,Dark Dwarfgoby,EN,Fishes (not comprehensive)
170244,spatial_join,no spatial geometry in clean file,Pagellus bogaraveo,Blackspot Seabream,NT,Fishes (not comprehensive)
170245,spatial_join,no spatial geometry in clean file,Dentex dentex,Common Dentex,VU,Fishes (not comprehensive)
170247,spatial_join,no spatial geometry in clean file,Petrus rupestris,Red Steenbras,CR,Fishes (not comprehensive)
47143176,spatial_join,no spatial geometry in clean file,Emblemariopsis pricei,Seafan Blenny,VU,Fishes (not comprehensive)
198921,spatial_join,no spatial geometry in clean file,Mobula birostris,Oceanic Manta Ray,EN,Fishes (not comprehensive)
170256,spatial_join,no spatial geometry in clean file,Chrysoblephus gibbiceps,Red Stumpnose Seabream,EN,Fishes (not comprehensive)
190748,spatial_join,no spatial geometry in clean file,Scarus trispinosus,Greenback Parrotfish,EN,Fishes (not comprehensive)
166184,spatial_join,no spatial geometry in clean file,Anguilla japonica,Japanese Eel,EN,Fishes (not comprehensive)
190761,spatial_join,no spatial geometry in clean file,Scarus hypselopterus,Yellow-tail Parrotfish,NT,Fishes (not comprehensive)
118360372,spatial_join,no spatial geometry in clean file,Plectropomus marisrubri,,VU,Fishes (not comprehensive)
47270198,spatial_join,no spatial geometry in clean file,Halichoeres rubrovirens,Budião-de-Trindade,VU,Fishes (not comprehensive)
198973,spatial_join,no spatial geometry in clean file,Anguilla borneensis,Indonesian Longfinned Eel,VU,Fishes (not comprehensive)
16759101,spatial_join,no spatial geometry in clean file,Hypoplectrus maya,Maya Hamlet,EN,Fishes (not comprehensive)
194885,spatial_join,no spatial geometry in clean file,Pomatoschistus tortonesei,Tortonese's Goby,VU,Fishes (not comprehensive)
170314,spatial_join,no spatial geometry in clean file,Makaira nigricans,Blue Marlin,VU,Fishes (not comprehensive)
170316,spatial_join,no spatial geometry in clean file,Scomberomorus commerson,Narrow-barred Spanish Mackerel,NT,Fishes (not comprehensive)
170318,spatial_join,no spatial geometry in clean file,Rastrelliger brachysoma,Short Mackerel,VU,Fishes (not comprehensive)
18258256,spatial_join,no spatial geometry in clean file,Syngnathus schmidti,Black Sea Pelagic Pipefish,EN,Fishes (not comprehensive)
170324,spatial_join,no spatial geometry in clean file,Rastrelliger faughni,Island Mackerel,VU,Fishes (not comprehensive)
170338,spatial_join,no spatial geometry in clean file,Istiophorus platypterus,Sailfish,VU,Fishes (not comprehensive)
170341,spatial_join,no spatial geometry in clean file,Thunnus orientalis,Pacific Bluefin Tuna,NT,Fishes (not comprehensive)
15522149,spatial_join,no spatial geometry in clean file,Coryphaenoides rupestris,Roundnose Grenadier,CR,Fishes (not comprehensive)
261544293,spatial_join,no spatial geometry in clean file,Centropomus irae,Amazonian Snook,NT,Fishes (not comprehensive)
170346,spatial_join,no spatial geometry in clean file,Scomberomorus sinensis,Chinese Seerfish,NT,Fishes (not comprehensive)
169236848,spatial_join,no spatial geometry in clean file,Dipturus chinensis,Polkadot Skate,VU,Fishes (not comprehensive)
170356,spatial_join,no spatial geometry in clean file,Scomberomorus niphonius,Japanese Spanish Mackerel,NT,Fishes (not comprehensive)
122055033,spatial_join,no spatial geometry in clean file,Acanthogobius insularis,ミナミアシシロハゼ,EN,Fishes (not comprehensive)
123423098,spatial_join,no spatial geometry in clean file,Brachiopsilus ziebelli,Ziebell’s Handfish,CR,Fishes (not comprehensive)
241150333,spatial_join,no spatial geometry in clean file,Hypleurochilus brasil,Brazil Blenny,EN,Fishes (not comprehensive)
241150343,spatial_join,no spatial geometry in clean file,Ecsenius springeri,Springer's Coral Blenny,EN,Fishes (not comprehensive)
75143569,spatial_join,no spatial geometry in clean file,Harpadon nehereus,Bombay Duck Lizardfish,NT,Fishes (not comprehensive)
39324,spatial_join,no spatial geometry in clean file,Notorynchus cepedianus,Broadnose Sevengill Shark,VU,Fishes (not comprehensive)
39328,spatial_join,no spatial geometry in clean file,Squatina californica,Pacific Angelshark,VU,Fishes (not comprehensive)
39329,spatial_join,no spatial geometry in clean file,Squatina argentina,Argentine Angelshark,CR,Fishes (not comprehensive)
39331,spatial_join,no spatial geometry in clean file,Squatina occulta,Hidden Angelshark,CR,Fishes (not comprehensive)
39332,spatial_join,no spatial geometry in clean file,Squatina squatina,Angelshark,CR,Fishes (not comprehensive)
252246435,spatial_join,no spatial geometry in clean file,Brevitrygon manjajiae,Sandwich-tail Whipray,NT,Fishes (not comprehensive)
39335,spatial_join,no spatial geometry in clean file,Brachaelurus colcloughi,Colclough's Shark,VU,Fishes (not comprehensive)
39339,spatial_join,no spatial geometry in clean file,Alopias vulpinus,Common Thresher,VU,Fishes (not comprehensive)
39341,spatial_join,no spatial geometry in clean file,Isurus oxyrinchus,Shortfin Mako,EN,Fishes (not comprehensive)
39345,spatial_join,no spatial geometry in clean file,Haploblepharus edwardsii,Happy Eddie,EN,Fishes (not comprehensive)
39346,spatial_join,no spatial geometry in clean file,Haploblepharus fuscus,Brown Shyshark,VU,Fishes (not comprehensive)
39349,spatial_join,no spatial geometry in clean file,Scyliorhinus capensis,Yellowspotted Catshark,NT,Fishes (not comprehensive)
39350,spatial_join,no spatial geometry in clean file,Leptocharias smithii,Barbeled Houndshark,VU,Fishes (not comprehensive)
15522229,spatial_join,no spatial geometry in clean file,Merluccius senegalensis,Senegalese Hake,EN,Fishes (not comprehensive)
39352,spatial_join,no spatial geometry in clean file,Galeorhinus galeus,Tope,CR,Fishes (not comprehensive)
39353,spatial_join,no spatial geometry in clean file,Hemitriakis leucoperiptera,Whitefin Topeshark,CR,Fishes (not comprehensive)
182712,spatial_join,no spatial geometry in clean file,Eleotris annobonensis,,EN,Fishes (not comprehensive)
39357,spatial_join,no spatial geometry in clean file,Mustelus asterias,Starry Smoothhound,NT,Fishes (not comprehensive)
39358,spatial_join,no spatial geometry in clean file,Mustelus mustelus,Common Smoothhound,EN,Fishes (not comprehensive)
39359,spatial_join,no spatial geometry in clean file,Mustelus canis,Dusky Smoothhound,NT,Fishes (not comprehensive)
39360,spatial_join,no spatial geometry in clean file,Scylliogaleus quecketti,Flapnose Houndshark,VU,Fishes (not comprehensive)
39361,spatial_join,no spatial geometry in clean file,Triakis acutipinna,Sharpfin Houndshark,EN,Fishes (not comprehensive)
123423165,spatial_join,no spatial geometry in clean file,Pezichthys amplispinus,Cockatoo Handfish,EN,Fishes (not comprehensive)
211716547,spatial_join,no spatial geometry in clean file,Mustelus andamanensis,Andaman Smoothhound,VU,Fishes (not comprehensive)
39365,spatial_join,no spatial geometry in clean file,Carcharhinus amblyrhynchos,Grey Reef Shark,EN,Fishes (not comprehensive)
39366,spatial_join,no spatial geometry in clean file,Carcharhinus amboinensis,Pigeye Shark,VU,Fishes (not comprehensive)
39367,spatial_join,no spatial geometry in clean file,Carcharhinus borneensis,Borneo Shark,CR,Fishes (not comprehensive)
39368,spatial_join,no spatial geometry in clean file,Carcharhinus brevipinna,Spinner Shark,VU,Fishes (not comprehensive)
39369,spatial_join,no spatial geometry in clean file,Carcharhinus hemiodon,Pondicherry Shark,CR,Fishes (not comprehensive)
39370,spatial_join,no spatial geometry in clean file,Carcharhinus falciformis,Silky Shark,VU,Fishes (not comprehensive)
39371,spatial_join,no spatial geometry in clean file,Carcharhinus leiodon,Smoothtooth Blacktip Shark,EN,Fishes (not comprehensive)
39372,spatial_join,no spatial geometry in clean file,Carcharhinus leucas,Bull Shark,VU,Fishes (not comprehensive)
39374,spatial_join,no spatial geometry in clean file,Carcharhinus longimanus,Oceanic Whitetip Shark,CR,Fishes (not comprehensive)
39375,spatial_join,no spatial geometry in clean file,Carcharhinus melanopterus,Blacktip Reef Shark,VU,Fishes (not comprehensive)
199118,spatial_join,no spatial geometry in clean file,Diastobranchus capensis,Basketwork Eel,VU,Fishes (not comprehensive)
39378,spatial_join,no spatial geometry in clean file,Galeocerdo cuvier,Tiger Shark,NT,Fishes (not comprehensive)
39379,spatial_join,no spatial geometry in clean file,Glyphis glyphis,Speartooth Shark,VU,Fishes (not comprehensive)
39380,spatial_join,no spatial geometry in clean file,Negaprion brevirostris,Lemon Shark,VU,Fishes (not comprehensive)
39381,spatial_join,no spatial geometry in clean file,Prionace glauca,Blue Shark,NT,Fishes (not comprehensive)
123423190,spatial_join,no spatial geometry in clean file,Pezichthys compressus,Narrowbody Handfish,EN,Fishes (not comprehensive)
39384,spatial_join,no spatial geometry in clean file,Triaenodon obesus,Whitetip Reef Shark,VU,Fishes (not comprehensive)
39385,spatial_join,no spatial geometry in clean file,Sphyrna lewini,Scalloped Hammerhead,CR,Fishes (not comprehensive)
39386,spatial_join,no spatial geometry in clean file,Sphyrna mokarran,Great Hammerhead,CR,Fishes (not comprehensive)
39387,spatial_join,no spatial geometry in clean file,Sphyrna tiburo,Bonnethead Shark,EN,Fishes (not comprehensive)
39388,spatial_join,no spatial geometry in clean file,Sphyrna zygaena,Smooth Hammerhead,VU,Fishes (not comprehensive)
39389,spatial_join,no spatial geometry in clean file,Anoxypristis cuspidata,Narrow Sawfish,CR,Fishes (not comprehensive)
39390,spatial_join,no spatial geometry in clean file,Pristis clavata,Dwarf Sawfish,CR,Fishes (not comprehensive)
123431387,spatial_join,no spatial geometry in clean file,Callogobius amikami,Clown Goby,EN,Fishes (not comprehensive)
39393,spatial_join,no spatial geometry in clean file,Pristis zijsron,Green Sawfish,CR,Fishes (not comprehensive)
39394,spatial_join,no spatial geometry in clean file,Rhynchobatus djiddensis,Whitespotted Wedgefish,CR,Fishes (not comprehensive)
195042,spatial_join,no spatial geometry in clean file,Genypterus blacodes,Pink Ling,VU,Fishes (not comprehensive)
39399,spatial_join,no spatial geometry in clean file,Raja clavata,Thornback Skate,NT,Fishes (not comprehensive)
39400,spatial_join,no spatial geometry in clean file,Raja microocellata,Smalleyed Skate,NT,Fishes (not comprehensive)
2539,spatial_join,no spatial geometry in clean file,Balistes vetula,Queen Triggerfish,NT,Fishes (not comprehensive)
250587627,spatial_join,no spatial geometry in clean file,Stigmatopora harastii,Harasti's Pipefish,EN,Fishes (not comprehensive)
39413,spatial_join,no spatial geometry in clean file,Urogymnus asperrimus,Porcupine Ray,EN,Fishes (not comprehensive)
39414,spatial_join,no spatial geometry in clean file,Fontitrygon ukpam,Thorny Whipray,CR,Fishes (not comprehensive)
190968,spatial_join,no spatial geometry in clean file,Elacatinus figaro,Barber Goby,VU,Fishes (not comprehensive)
190971,spatial_join,no spatial geometry in clean file,Elacatinus pridisi,Trindade Cleaner Goby,EN,Fishes (not comprehensive)
190977,spatial_join,no spatial geometry in clean file,Elacatinus phthirophagus,Noronha Cleaner Goby,EN,Fishes (not comprehensive)
195089,spatial_join,no spatial geometry in clean file,Paralichthys patagonicus,Patagonian Flounder,VU,Fishes (not comprehensive)
195100,spatial_join,no spatial geometry in clean file,Hippocampus patagonicus,Patagonian Seahorse,VU,Fishes (not comprehensive)
123423266,spatial_join,no spatial geometry in clean file,Sympterichthys moultoni,Moulton’s Handfish,EN,Fishes (not comprehensive)
104180270,spatial_join,no spatial geometry in clean file,Brevitrygon javaensis,Javan Whipray,EN,Fishes (not comprehensive)
169232956,spatial_join,no spatial geometry in clean file,Cephaloscyllium umbratile,Japanese Swellshark,NT,Fishes (not comprehensive)
2621,spatial_join,no spatial geometry in clean file,Bathygobius burtoni,,EN,Fishes (not comprehensive)
112949827,spatial_join,no spatial geometry in clean file,Orbiraja jensenae,Sulu Ring Skate,NT,Fishes (not comprehensive)
122055267,spatial_join,no spatial geometry in clean file,Gymnogobius cylindricus,キセルハゼ,NT,Fishes (not comprehensive)
23148,spatial_join,no spatial geometry in clean file,Xiphias gladius,Swordfish,NT,Fishes (not comprehensive)
144136822,spatial_join,no spatial geometry in clean file,Carcharhinus porosus,Smalltail Shark,CR,Fishes (not comprehensive)
191108,spatial_join,no spatial geometry in clean file,Anguilla rostrata,American Eel,EN,Fishes (not comprehensive)
60085,spatial_join,no spatial geometry in clean file,Trygonoptera testacea,Common Stingaree,NT,Fishes (not comprehensive)
60087,spatial_join,no spatial geometry in clean file,Urolophus aurantiacus,Oriental Stingaree,VU,Fishes (not comprehensive)
60088,spatial_join,no spatial geometry in clean file,Urolophus bucculentus,Sandyback Stingaree,VU,Fishes (not comprehensive)
60100,spatial_join,no spatial geometry in clean file,Urolophus orarius,Coastal Stingaree,EN,Fishes (not comprehensive)
60104,spatial_join,no spatial geometry in clean file,Urolophus sufflavus,Yellowback Stingaree,VU,Fishes (not comprehensive)
60105,spatial_join,no spatial geometry in clean file,Urolophus viridis,Greenback Stingaree,VU,Fishes (not comprehensive)
60113,spatial_join,no spatial geometry in clean file,Gymnura zonura,Zonetail Butterfly Ray,EN,Fishes (not comprehensive)
104188627,spatial_join,no spatial geometry in clean file,Maculabatis macrura,Sharpnose Whipray,EN,Fishes (not comprehensive)
60117,spatial_join,no spatial geometry in clean file,Gymnura poecilura,Longtail Butterfly Ray,VU,Fishes (not comprehensive)
60118,spatial_join,no spatial geometry in clean file,Dipturus crosnieri,Madagascar Skate,VU,Fishes (not comprehensive)
122055381,spatial_join,no spatial geometry in clean file,Luciogobius ryukyuensis,ミナミヒメミミズハゼ,NT,Fishes (not comprehensive)
60120,spatial_join,no spatial geometry in clean file,Aetomylaeus maculatus,Mottled Eagle Ray,EN,Fishes (not comprehensive)
191192,spatial_join,no spatial geometry in clean file,Menidia colei,Golden Silverside,VU,Fishes (not comprehensive)
60121,spatial_join,no spatial geometry in clean file,Aetomylaeus vespertilio,Ornate Eagle Ray,CR,Fishes (not comprehensive)
60123,spatial_join,no spatial geometry in clean file,Myliobatis chilensis,Chilean Eagle Ray,VU,Fishes (not comprehensive)
60124,spatial_join,no spatial geometry in clean file,Myliobatis hamlyni,Purple Eagle Ray,NT,Fishes (not comprehensive)
60125,spatial_join,no spatial geometry in clean file,Myliobatis longirostris,Longnose Eagle Ray,VU,Fishes (not comprehensive)
20437726,spatial_join,no spatial geometry in clean file,Trachurus indicus,Arabian Scad,VU,Fishes (not comprehensive)
60126,spatial_join,no spatial geometry in clean file,Myliobatis peruvianus,Peruvian Eagle Ray,VU,Fishes (not comprehensive)
60127,spatial_join,no spatial geometry in clean file,Aetomylaeus bovinus,Duckbill Eagle Ray,CR,Fishes (not comprehensive)
60129,spatial_join,no spatial geometry in clean file,Rhinoptera javanica,Javanese Cownose Ray,EN,Fishes (not comprehensive)
60130,spatial_join,no spatial geometry in clean file,Rhinoptera steindachneri,Pacific Cownose Ray,NT,Fishes (not comprehensive)
60131,spatial_join,no spatial geometry in clean file,Torpedo adenensis,Aden Torpedo,EN,Fishes (not comprehensive)
60128,spatial_join,no spatial geometry in clean file,Rhinoptera bonasus,American Cownose Ray,VU,Fishes (not comprehensive)
60134,spatial_join,no spatial geometry in clean file,Torpedo panthera,Panther Torpedo,EN,Fishes (not comprehensive)
60135,spatial_join,no spatial geometry in clean file,Tetronarce puelcha,Argentine Torpedo,CR,Fishes (not comprehensive)
60141,spatial_join,no spatial geometry in clean file,Neoharriotta carri,Dwarf Sicklefin Chimaera,NT,Fishes (not comprehensive)
60142,spatial_join,no spatial geometry in clean file,Neoharriotta pinnata,Sicklefin Chimaera,NT,Fishes (not comprehensive)
60147,spatial_join,no spatial geometry in clean file,Telatrygon acutirostra,Sharpnose Ray,VU,Fishes (not comprehensive)
60148,spatial_join,no spatial geometry in clean file,Hemitrygon akajei,Red Stingray,NT,Fishes (not comprehensive)
60150,spatial_join,no spatial geometry in clean file,Neotrygon annotata,Plain Maskray,NT,Fishes (not comprehensive)
42564343,spatial_join,no spatial geometry in clean file,Aetobatus narinari,Whitespotted Eagle Ray,EN,Fishes (not comprehensive)
195320,spatial_join,no spatial geometry in clean file,Urogymnus polylepis,Giant Freshwater Whipray,EN,Fishes (not comprehensive)
60151,spatial_join,no spatial geometry in clean file,Fontitrygon colarensis,Colares Stingray,CR,Fishes (not comprehensive)
60152,spatial_join,no spatial geometry in clean file,Hypanus dipterurus,Diamond Stingray,VU,Fishes (not comprehensive)
60153,spatial_join,no spatial geometry in clean file,Fontitrygon geijskesi,Wingfin Stingray,CR,Fishes (not comprehensive)
