taxonid,drop_stage,drop_reason,scientific_name,main_common_name,category_iucn,taxon_group
134694309,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Matilebias ibicuiensis,Peixe-anual,EN,"Fish (sharks, freshwater)"
176408492,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Andromakhe latens,Mojarra,EN,"Fish (sharks, freshwater)"
217268141,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Percocypris retrodorsalis,,EN,"Fish (sharks, freshwater)"
182702,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Enteromius thysi,,EN,"Fish (sharks, freshwater)"
44463,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Thalassophryne uranoscopus,,VU,"Fish (sharks, freshwater)"
182195,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Enteromius clauseni,,CR,"Fish (sharks, freshwater)"
187315,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Titanolebias cheradophilus,,VU,"Fish (sharks, freshwater)"
176727988,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Cetopsis aspis,,NT,"Fish (sharks, freshwater)"
212785588,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Onychostoma angustistomatum,,CR,"Fish (sharks, freshwater)"
49830330,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Anablepsoides derhami,pez anual,NT,"Fish (sharks, freshwater)"
182715,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Enteromius huguenyi,,VU,"Fish (sharks, freshwater)"
49829818,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Orestias minima,Carachi,EN,"Fish (sharks, freshwater)"
181693,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Coptodon walteri,,EN,"Fish (sharks, freshwater)"
182717,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Enteromius bagbwensis,,CR,"Fish (sharks, freshwater)"
164501954,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Matilebias alexandri,,VU,"Fish (sharks, freshwater)"
277925828,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Nothobranchius sylvaticus,,CR,"Fish (sharks, freshwater)"
212784581,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Decorus tungting,,VU,"Fish (sharks, freshwater)"
212784071,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Schizopygopsis eckloni,,VU,"Fish (sharks, freshwater)"
91093962,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Lepidocephalus pahangensis,,CR,"Fish (sharks, freshwater)"
173143499,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Mesonoemacheilus tambaraparniensis,,VU,"Fish (sharks, freshwater)"
172494,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Schistura striatus,,EN,"Fish (sharks, freshwater)"
212784591,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Vinagarra findolabium,,EN,"Fish (sharks, freshwater)"
151805904,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Amphilius sp. nov. 'Kokoulo River',,EN,"Fish (sharks, freshwater)"
186833,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Hypsolebias trilineatus,Peixe-anual,VU,"Fish (sharks, freshwater)"
60371,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Labeobarbus ruasae,,CR,"Fish (sharks, freshwater)"
107625428,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Galaxias sp. nov. 'Breede',,EN,"Fish (sharks, freshwater)"
123357139,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Melanotaenia wilsoni,,VU,"Fish (sharks, freshwater)"
186325,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Hypsolebias fasciatus,Peixe-anual,VU,"Fish (sharks, freshwater)"
209447383,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Nothobranchius nikiforovi,,VU,"Fish (sharks, freshwater)"
150125013,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Cribroheros altifrons,Mojarra,VU,"Fish (sharks, freshwater)"
156302297,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Nothobranchius rungwaensis,,VU,"Fish (sharks, freshwater)"
117808095,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Cynotilapia chilundu,,VU,"Fish (sharks, freshwater)"
162471391,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Chiloglanis mongoensis,,EN,"Fish (sharks, freshwater)"
107626977,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Galaxias sp. nov. 'Verlorenvlei',,EN,"Fish (sharks, freshwater)"
212911589,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Troglonectes barbatus,,EN,"Fish (sharks, freshwater)"
186855,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Matilebias paucisquama,Peixe-anual,VU,"Fish (sharks, freshwater)"
21992,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Folifer yunnanensis,,EN,"Fish (sharks, freshwater)"
182762,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Enteromius nigroluteus,,EN,"Fish (sharks, freshwater)"
213044715,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Chimarrichthys kishinouyei,,EN,"Fish (sharks, freshwater)"
64556013,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Haludaria pradhani,,EN,"Fish (sharks, freshwater)"
181733869,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Trichomycterus rosablanca,,VU,"Fish (sharks, freshwater)"
131470835,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Nothobranchius insularis,,EN,"Fish (sharks, freshwater)"
213044726,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Chimarrichthys longibarbatus,,VU,"Fish (sharks, freshwater)"
155959799,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Leiocassis rudicula,,EN,"Fish (sharks, freshwater)"
186360,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Leptopanchax itanhaensis,Peixe-anual,CR,"Fish (sharks, freshwater)"
125341177,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Pseudoxiphophorus attenuatus,Bute,CR,"Fish (sharks, freshwater)"
182279674,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Nothobranchius matanduensis,,VU,"Fish (sharks, freshwater)"
175714299,shared_wiki_url,Multiple IUCN taxa resolved to the same Wikipedia article,Megadontognathus cuyuniensis,,CR,"Fish (sharks, freshwater)"
