taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,iucn_has_ranges,iucn_has_points,category_iucn,lon,lat,centroid_source,centroid_rank,centroid_count,range_component_count,range_cluster_count,range_cluster_component_count,range_cluster_buffer_km,range_cluster_area_share,spatial_presence,spatial_presence_label,spatial_seasonal,spatial_seasonal_label,spatial_lookup_taxonid,spatial_lookup_source,computed_range_area_km2,computed_range_component_area_km2,range_component_area_km2,observation_point_count,source_paths,spatial_citation,spatial_year,iucn_dataset_citation,iucn_data_last_updated,spatial_credit,wiki_lookup_taxonid,wiki_lookup_source,wiki_title,wiki_language,wiki_project,wiki_url,wikidata_url,wikidata_image_url
19855,67373433,2022-04-06T01:00:00.000+01:00,2023,https://www.iucnredlist.org/species/19855/67373433,"Darwall, W.R.T. 2023. Salmo salar. The IUCN Red List of Threatened Species 2023: e.T19855A67373433. Accessed on 24 June 2026.",Salmo salar,Atlantic Salmon,NT,Decreasing,,,,species,,[],ACTINOPTERYGII,SALMONIDS,NT,Fishes (not comprehensive),True,False,NT,55.48336311102983,64.12213948427603,range_polygon,1,2,4545,4,2926,200,0.6621884705240297,1,Extant,1,Resident,19855,self,3649999.540412828,2416987.613079382,2416987.613079382,,SALMONIDS.shp,IUCN (International Union for Conservation of Nature),2023,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2023. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19855,self,Atlantic_salmon,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Atlantic_salmon,https://www.wikidata.org/entity/Q188879,https://commons.wikimedia.org/wiki/Special:FilePath/Atlantic%20salmon%20fish.jpg
19855,67373433,2022-04-06T01:00:00.000+01:00,2023,https://www.iucnredlist.org/species/19855/67373433,"Darwall, W.R.T. 2023. Salmo salar. The IUCN Red List of Threatened Species 2023: e.T19855A67373433. Accessed on 24 June 2026.",Salmo salar,Atlantic Salmon,NT,Decreasing,,,,species,,[],ACTINOPTERYGII,SALMONIDS,NT,Fishes (not comprehensive),True,False,NT,-65.2105808142424,53.181045087673624,range_polygon,2,2,4545,4,1605,200,0.3279954688314371,1,Extant,1,Resident,19855,self,3649999.540412828,1197183.3104922357,1197183.3104922357,,SALMONIDS.shp,IUCN (International Union for Conservation of Nature),2023,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2023. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19855,self,Atlantic_salmon,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Atlantic_salmon,https://www.wikidata.org/entity/Q188879,https://commons.wikimedia.org/wiki/Special:FilePath/Atlantic%20salmon%20fish.jpg
19856,137328301,2024-03-25T00:00:00.000+00:00,2024,https://www.iucnredlist.org/species/19856/137328301,"Ford, M. 2024. Salmo carpio. The IUCN Red List of Threatened Species 2024: e.T19856A137328301. Accessed on 24 June 2026.",Salmo carpio,Garda Trout,EN,Unknown,,368,654,species,,[],ACTINOPTERYGII,SALMONIDS,EN,Fishes (not comprehensive),True,False,EN,10.677937539682787,45.61264426888384,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,19856,self,364.1123219404061,364.1123219404061,364.1123219404061,,SALMONIDS.shp,Matthew Ford,2023,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,Matthew Ford 2023. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19856,self,Salmo_carpio,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Salmo_carpio,https://www.wikidata.org/entity/Q1494029,https://commons.wikimedia.org/wiki/Special:FilePath/Carpione%20del%20Garda.jpg
19858,137328386,2024-03-22T00:00:00.000+00:00,2024,https://www.iucnredlist.org/species/19858/137328386,"Ford, M. 2024. Salmo letnica. The IUCN Red List of Threatened Species 2024: e.T19858A137328386. Accessed on 24 June 2026.",Salmo letnica,Ohrid Trout,EN,Unknown,,360,386,species,,[],ACTINOPTERYGII,SALMONIDS,EN,Fishes (not comprehensive),True,False,EN,20.727152605088893,41.04069795007263,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,19858,self,355.6602327832233,355.6602327832233,355.6602327832233,,SALMONIDS.shp,Matthew Ford,2023,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,Matthew Ford 2023. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19858,self,Ohrid_trout,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Ohrid_trout,https://www.wikidata.org/entity/Q567918,https://commons.wikimedia.org/wiki/Special:FilePath/Ohridforelle%201.jpg
19862,137328571,2024-04-09T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/19862/137328571,"Ford, M. 2024. Salmo obtusirostris. The IUCN Red List of Threatened Species 2024: e.T19862A137328571. Accessed on 24 June 2026.",Salmo obtusirostris,Softmouth Trout,VU,Unknown,,460,19064,species,,[],ACTINOPTERYGII,SALMONIDS,VU,Fishes (not comprehensive),True,False,VU,17.40480576544108,43.53685219745445,range_polygon,1,1,4,1,4,200,1.0,1,Extant,1,Resident,19862,self,9639.05989757618,9639.05989757618,9639.05989757618,,SALMONIDS.shp,Matthew Ford,2023,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,Matthew Ford 2023. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19862,self,Salmo_obtusirostris,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Salmo_obtusirostris,https://www.wikidata.org/entity/Q367301,https://commons.wikimedia.org/wiki/Special:FilePath/Mekousna%20Neretva.jpg
19875,9094983,1996-08-01T01:00:00.000+01:00,1996,https://www.iucnredlist.org/species/19875/9094983,"Gimenez Dixon, M. 1996. Salvelinus confluentus. The IUCN Red List of Threatened Species 1996: e.T19875A9094983. Accessed on 24 June 2026.",Salvelinus confluentus,Bull Trout,VU,,,,,species,,[],ACTINOPTERYGII,SALMONIDS,VU,Fishes (not comprehensive),True,False,VU,-123.12863487026634,54.43503976019311,range_polygon,1,1,474,1,474,200,1.0,1,Extant,1,Resident,19875,self,1859505.4358569167,1859505.4358569167,1859505.4358569167,,SALMONIDS.shp,IUCN (International Union for Conservation of Nature),2013,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2013. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19875,self,Bull_trout,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Bull_trout,https://www.wikidata.org/entity/Q2429513,https://commons.wikimedia.org/wiki/Special:FilePath/Flickr%20-%20Oregon%20Department%20of%20Fish%20%26%20Wildlife%20-%20024%20bull%20trout%20sampling%20metolius%20hargrave%20odfw.jpg
19940,97435395,2020-12-08T00:00:00.000+00:00,2022,https://www.iucnredlist.org/species/19940/97435395,"Jordan, G. & Nelson-Stastny, W. 2022. Scaphirhynchus albus. The IUCN Red List of Threatened Species 2022: e.T19940A97435395. Accessed on 24 June 2026.",Scaphirhynchus albus,Pallid Sturgeon,CR,Decreasing,11700,14000,30000,species,,[],ACTINOPTERYGII,STURGEONS_PADDLEFISHES,CR,Fishes (not comprehensive),True,False,CR,-93.92602396557488,39.40796270687517,range_polygon,1,1,24,1,24,200,1.0,1,Extant,1,Resident,19940,self,305436.9943720929,305436.9943720929,305436.9943720929,,STURGEONS_PADDLEFISHES.shp,IUCN SSC Sturgeon Specialist Group,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN SSC Sturgeon Specialist Group 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19940,self,Pallid_sturgeon,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Pallid_sturgeon,https://www.wikidata.org/entity/Q921461,https://commons.wikimedia.org/wiki/Special:FilePath/Pallid%20Sturgeon%20%28Scaphirhynchus%20albus%29%20%2853030150178%29.jpg
19942,81759618,2019-09-09T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/19942/81759618,"Kuhajda, B. & Rider, S. 2022. Scaphirhynchus suttkusi. The IUCN Red List of Threatened Species 2022: e.T19942A81759618. Accessed on 24 June 2026.",Scaphirhynchus suttkusi,Alabama Sturgeon,CR,Decreasing,10,1048,,species,,[],ACTINOPTERYGII,STURGEONS_PADDLEFISHES,CR,Fishes (not comprehensive),True,False,CR,-87.12514651774407,32.33862068320588,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,19942,self,18149.926517019023,18149.926517019023,18149.926517019023,,STURGEONS_PADDLEFISHES.shp,IUCN SSC Sturgeon Specialist Group,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN SSC Sturgeon Specialist Group 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19942,self,Alabama_sturgeon,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Alabama_sturgeon,https://www.wikidata.org/entity/Q2123132,https://commons.wikimedia.org/wiki/Special:FilePath/Alabama%20Sturgeon.jpg
19943,81762958,2019-09-14T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/19943/81762958,"Phelps, Q. & Webb, M. 2022. Scaphirhynchus platorynchus. The IUCN Red List of Threatened Species 2022: e.T19943A81762958. Accessed on 24 June 2026.",Scaphirhynchus platorynchus,Shovelnose Sturgeon,VU,Stable,,24000,,species,,[],ACTINOPTERYGII,STURGEONS_PADDLEFISHES,VU,Fishes (not comprehensive),True,False,VU,-95.72286693907228,41.23110818876407,range_polygon,1,1,14,1,14,200,1.0,1,Extant,1,Resident,19943,self,674129.773031802,674129.773031802,674129.773031802,,STURGEONS_PADDLEFISHES.shp,IUCN SSC Sturgeon Specialist Group,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN SSC Sturgeon Specialist Group 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19943,self,Shovelnose_sturgeon,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Shovelnose_sturgeon,https://www.wikidata.org/entity/Q2701034,https://commons.wikimedia.org/wiki/Special:FilePath/Shovelnose%20Sturgeon%2001-19-08%201241.jpg
19950,17627624,2012-05-24T01:00:00.000+01:00,2012,https://www.iucnredlist.org/species/19950/17627624,"Choat, J.H., Feitosa, C., Ferreira, C.E., Gaspar, A.L., Padovani-Ferreira, B. & Rocha, L.A. 2012. Scarus guacamaia. The IUCN Red List of Threatened Species 2012: e.T19950A17627624. Accessed on 26 June 2026.",Scarus guacamaia,Rainbow Parrotfish,NT,Decreasing,,,,species,,[],ACTINOPTERYGII,WRASSES_PARROTFISHES,NT,Fishes (not comprehensive),True,False,NT,-74.56783031337518,17.993159375406474,range_polygon,1,1,3,3,1,200,0.9859066543978054,1,Extant,1,Resident,19950,self,2280411.724195401,2248273.093651019,2248273.093651019,,WRASSES_PARROTFISHES.shp,International Union for Conservation of Nature (IUCN),2010,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature (IUCN) 2010. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,19950,self,Rainbow_parrotfish,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Rainbow_parrotfish,https://www.wikidata.org/entity/Q2582147,https://commons.wikimedia.org/wiki/Special:FilePath/Rainbow%20parrotfish.jpg
20047,170082489,2022-08-15T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/20047/170082489,"Collette, B.B. & Hastings, P.A. 2024. Scomberomorus concolor. The IUCN Red List of Threatened Species 2024: e.T20047A170082489. Accessed on 26 June 2026.",Scomberomorus concolor,Monterrey Spanish Mackerel,NT,Decreasing,,4500,188182,species,,[],ACTINOPTERYGII,TUNAS_BILLFISHES_SWORDFISH,NT,Fishes (not comprehensive),True,False,NT,-111.88477274719646,27.93315308628652,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,20047,self,128132.80181358948,128132.80181358948,128132.80181358948,,TUNAS_BILLFISHES_SWORDFISH.shp,IUCN (International Union for Conservation of Nature),2022,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2022. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,20047,self,Monterrey_Spanish_mackerel,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Monterrey_Spanish_mackerel,https://www.wikidata.org/entity/Q311051,https://commons.wikimedia.org/wiki/Special:FilePath/Scomberomorus%20commerson.jpg
20745,18231118,2023-10-18T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/20745/18231118,"Ford, M. 2024. Stenodus leucichthys. The IUCN Red List of Threatened Species 2024: e.T20745A18231118. Accessed on 24 June 2026.",Stenodus leucichthys,Caspian Inconnu,NT,Unknown,10000,,67291,species,,[],ACTINOPTERYGII,SALMONIDS,NT,Fishes (not comprehensive),True,False,NT,50.48505004458493,42.147079456140055,range_polygon,1,2,655,5,118,200,0.4653720572028609,1,Extant,1,Resident,20745,self,873878.6926701999,406678.7249536776,406678.7249536776,,SALMONIDS.shp,MfN Berlin,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,MfN Berlin 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,20745,self,Stenodus_leucichthys,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Stenodus_leucichthys,https://www.wikidata.org/entity/Q855485,https://commons.wikimedia.org/wiki/Special:FilePath/Stenodus%20leucichthys.jpg
20745,18231118,2023-10-18T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/20745/18231118,"Ford, M. 2024. Stenodus leucichthys. The IUCN Red List of Threatened Species 2024: e.T20745A18231118. Accessed on 24 June 2026.",Stenodus leucichthys,Caspian Inconnu,NT,Unknown,10000,,67291,species,,[],ACTINOPTERYGII,SALMONIDS,NT,Fishes (not comprehensive),True,False,NT,161.58395560478357,70.85382419109473,range_polygon,2,2,655,5,169,200,0.4401823871591413,1,Extant,1,Resident,20745,self,873878.6926701999,384666.0090270782,384666.0090270782,,SALMONIDS.shp,MfN Berlin,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,MfN Berlin 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,20745,self,Stenodus_leucichthys,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Stenodus_leucichthys,https://www.wikidata.org/entity/Q855485,https://commons.wikimedia.org/wiki/Special:FilePath/Stenodus%20leucichthys.jpg
21858,170082633,2021-01-15T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/21858/170082633,"Collette, B.B., Boustany, A., Fox, W., Graves, J., Juan Jorda, M. & Restrepo, V. 2021. Thunnus maccoyii. The IUCN Red List of Threatened Species 2021: e.T21858A170082633. Accessed on 26 June 2026.",Thunnus maccoyii,Southern Bluefin Tuna,EN,Increasing,,,,species,,[],ACTINOPTERYGII,TUNAS_BILLFISHES_SWORDFISH,EN,Fishes (not comprehensive),True,False,EN,65.78147882191939,-38.49936171566939,range_polygon,1,2,3,2,2,200,0.7902612048181845,1,Extant,1,Resident,21858,self,66243590.28686966,52349739.471583806,52349739.471583806,,TUNAS_BILLFISHES_SWORDFISH.shp,IUCN (International Union for Conservation of Nature),2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,21858,self,Southern_bluefin_tuna,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Southern_bluefin_tuna,https://www.wikidata.org/entity/Q1142258,https://commons.wikimedia.org/wiki/Special:FilePath/Thmac%20u0.gif
21858,170082633,2021-01-15T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/21858/170082633,"Collette, B.B., Boustany, A., Fox, W., Graves, J., Juan Jorda, M. & Restrepo, V. 2021. Thunnus maccoyii. The IUCN Red List of Threatened Species 2021: e.T21858A170082633. Accessed on 26 June 2026.",Thunnus maccoyii,Southern Bluefin Tuna,EN,Increasing,,,,species,,[],ACTINOPTERYGII,TUNAS_BILLFISHES_SWORDFISH,EN,Fishes (not comprehensive),True,False,EN,-134.3555101862927,-40.62085196281179,range_polygon,2,2,3,2,1,200,0.2097387951818154,1,Extant,1,Resident,21858,self,66243590.28686966,13893850.815285858,13893850.815285858,,TUNAS_BILLFISHES_SWORDFISH.shp,IUCN (International Union for Conservation of Nature),2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,21858,self,Southern_bluefin_tuna,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Southern_bluefin_tuna,https://www.wikidata.org/entity/Q1142258,https://commons.wikimedia.org/wiki/Special:FilePath/Thmac%20u0.gif
21859,46912402,2021-01-15T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/21859/46912402,"Collette, B.B., Boustany, A., Fox, W., Graves, J., Juan Jorda, M. & Restrepo, V. 2021. Thunnus obesus. The IUCN Red List of Threatened Species 2021: e.T21859A46912402. Accessed on 26 June 2026.",Thunnus obesus,Bigeye Tuna,VU,Decreasing,,,,species,,[],ACTINOPTERYGII,TUNAS_BILLFISHES_SWORDFISH,VU,Fishes (not comprehensive),True,False,VU,-14.70070914310882,-0.4007947062705631,range_polygon,1,1,11,1,11,200,1.0,1,Extant,1,Resident,21859,self,219056535.0524928,219056535.0524928,219056535.0524928,,TUNAS_BILLFISHES_SWORDFISH.shp,IUCN (International Union for Conservation of Nature),2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,21859,self,Bigeye_tuna,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Bigeye_tuna,https://www.wikidata.org/entity/Q1122241,https://commons.wikimedia.org/wiki/Special:FilePath/Thunnus%20obesus%20%28bigeye%20tuna%29.jpg
22003,2780880,2020-08-21T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/22003/2780880,"Cisneros-Mata, M.Á., True, C., Enriquez-Paredes, L.M., Sadovy, Y. & Liu, M. 2021. Totoaba macdonaldi. The IUCN Red List of Threatened Species 2021: e.T22003A2780880. Accessed on 26 June 2026.",Totoaba macdonaldi,Totoaba,VU,Decreasing,,,,species,,[],ACTINOPTERYGII,CROAKERS_DRUMS,VU,Fishes (not comprehensive),True,False,VU,-111.0802039078138,27.127881197090034,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,22003,self,165079.2325076385,165079.2325076385,165079.2325076385,,CROAKERS_DRUMS.shp,IUCN Marine Biodiversity Unit/GMSA,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit/GMSA 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,22003,self,Totoaba_macdonaldi,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Totoaba_macdonaldi,https://www.wikidata.org/entity/Q1756572,https://commons.wikimedia.org/wiki/Special:FilePath/Totoaba.jpg
23148,46625751,2021-05-01T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/23148/46625751,"Collette, B.B., Di Natale, A., Fox, W., Graves, J., Juan Jorda, M., Pohlot, B., Restrepo, V. & Schratwieser, J. 2022. Xiphias gladius. The IUCN Red List of Threatened Species 2022: e.T23148A46625751. Accessed on 26 June 2026.",Xiphias gladius,Swordfish,NT,Decreasing,,,,species,,[],ACTINOPTERYGII,TUNAS_BILLFISHES_SWORDFISH,NT,Fishes (not comprehensive),True,False,NT,-10.507543807249062,-2.8321638747624704,range_polygon,1,1,180,1,180,200,1.0,1,Extant,1,Resident,23148,self,267618018.8993986,267618018.8993986,267618018.8993986,,TUNAS_BILLFISHES_SWORDFISH.shp,IUCN (International Union for Conservation of Nature),2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN (International Union for Conservation of Nature) 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,23148,self,Swordfish,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Swordfish,https://www.wikidata.org/entity/Q164327,https://commons.wikimedia.org/wiki/Special:FilePath/Xiphias%20gladius%2023056964.jpg
40802,54906903,2017-01-19T00:00:00.000+00:00,2017,https://www.iucnredlist.org/species/40802/54906903,"Pollom, R. 2017. Hippocampus barbouri. The IUCN Red List of Threatened Species 2017: e.T40802A54906903. Accessed on 26 June 2026.",Hippocampus barbouri,Barbour's Seahorse,VU,Decreasing,,,,species,,[],ACTINOPTERYGII,SYNGNATHIFORM_FISHES,VU,Fishes (not comprehensive),True,False,VU,119.95215273637469,1.2214394580880408,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,40802,self,2154744.599804795,2154744.599804795,2154744.599804795,,SYNGNATHIFORM_FISHES.shp,IUCN Red List of Threatened Species,2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Red List of Threatened Species 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,40802,self,Barbour's_seahorse,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbour%27s_seahorse,https://www.wikidata.org/entity/Q2673554,https://commons.wikimedia.org/wiki/Special:FilePath/Hippocampus%20barbouri%2001.JPG
41007,54907846,2016-11-22T00:00:00.000+00:00,2017,https://www.iucnredlist.org/species/41007/54907846,"Pollom, R. 2017. Hippocampus algiricus. The IUCN Red List of Threatened Species 2017: e.T41007A54907846. Accessed on 26 June 2026.",Hippocampus algiricus,West African Seahorse,VU,Decreasing,,,,species,,[],ACTINOPTERYGII,SYNGNATHIFORM_FISHES,VU,Fishes (not comprehensive),True,False,VU,8.506343939746428,-0.5243365124138669,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,41007,self,834986.6397693821,834986.6397693821,834986.6397693821,,SYNGNATHIFORM_FISHES.shp,International Union for Conservation of Nature,2011,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature 2011. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,41007,self,West_African_seahorse,en,en.wikipedia.org,https://en.wikipedia.org/wiki/West_African_seahorse,https://www.wikidata.org/entity/Q2470837,https://commons.wikimedia.org/wiki/Special:FilePath/West%20African%20Seahorse%20imported%20from%20iNaturalist%20photo%2094945371%20on%2021%20April%202022.jpg
41008,128958172,2013-09-15T01:00:00.000+01:00,2015,https://www.iucnredlist.org/species/41008/128958172,"Lim, A. 2015. Hippocampus comes (errata version published in 2018). The IUCN Red List of Threatened Species 2015: e.T41008A128958172. Accessed on 26 June 2026.",Hippocampus comes,Tiger-tail Seahorse,VU,Decreasing,,,,species,,[],ACTINOPTERYGII,SYNGNATHIFORM_FISHES,VU,Fishes (not comprehensive),True,False,VU,112.64811132839282,5.210310591825186,range_polygon,1,1,3,1,3,200,1.0,1,Extant,1,Resident,41008,self,2612775.333126562,2612775.333126562,2612775.333126562,,SYNGNATHIFORM_FISHES.shp,International Union for Conservation of Nature (IUCN),2015,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,International Union for Conservation of Nature (IUCN) 2015. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,41008,self,Tiger_tail_seahorse,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Tiger_tail_seahorse,https://www.wikidata.org/entity/Q2422258,https://commons.wikimedia.org/wiki/Special:FilePath/FMIB%2032893%20Hippocampus%20Comes.jpeg
41010,54908593,2017-01-27T00:00:00.000+00:00,2017,https://www.iucnredlist.org/species/41010/54908593,"Pollom, R. 2017. Hippocampus kelloggi. The IUCN Red List of Threatened Species 2017: e.T41010A54908593. Accessed on 26 June 2026.",Hippocampus kelloggi,Great Seahorse,VU,Decreasing,,,,species,,[],ACTINOPTERYGII,SYNGNATHIFORM_FISHES,VU,Fishes (not comprehensive),True,False,VU,109.53840545123076,9.547664281517582,range_polygon,1,1,14,1,14,200,1.0,1,Extant,1,Resident,41010,self,12390605.577345349,12390605.577345349,12390605.577345349,,SYNGNATHIFORM_FISHES.shp,IUCN Red List of Threatened Species,2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Red List of Threatened Species 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,41010,self,Great_seahorse,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Great_seahorse,https://www.wikidata.org/entity/Q2633511,https://commons.wikimedia.org/wiki/Special:FilePath/Hippocampus%20kelloggi%20by%20OpenCage.jpg
