taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,iucn_has_ranges,iucn_has_points,category_iucn,lon,lat,centroid_source,centroid_rank,centroid_count,range_component_count,range_cluster_count,range_cluster_component_count,range_cluster_buffer_km,range_cluster_area_share,spatial_presence,spatial_presence_label,spatial_seasonal,spatial_seasonal_label,spatial_lookup_taxonid,spatial_lookup_source,computed_range_area_km2,computed_range_component_area_km2,range_component_area_km2,observation_point_count,source_paths,spatial_citation,spatial_year,iucn_dataset_citation,iucn_data_last_updated,spatial_credit,wiki_lookup_taxonid,wiki_lookup_source,wiki_title,wiki_language,wiki_project,wiki_url,wikidata_url,wikidata_image_url,popularity
5270,3014172,2011-10-27T01:00:00.000+01:00,2012,https://www.iucnredlist.org/species/5270/3014172,"Tenorio, M.J. 2012. Conus cepasi. The IUCN Red List of Threatened Species 2012: e.T5270A3014172. Accessed on 26 June 2026.",Conus cepasi,,VU,,,40,40,species,,[],GASTROPODA,CONE_SNAILS,VU,"Crustaceans, Molluscs (not comp.)",True,False,VU,12.108164401338373,-14.442500145722006,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,5270,self,5344.58699537004,5344.58699537004,5344.58699537004,,CONE_SNAILS.shp,"Conch Books Hackenheim, Germany",2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Conch Books Hackenheim, Germany 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",5270,self,Conus_cepasi,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Conus_cepasi,https://www.wikidata.org/entity/Q306761,https://commons.wikimedia.org/wiki/Special:FilePath/Conus%20cepasi%201.jpg,195
5272,3014298,2011-10-28T01:00:00.000+01:00,2012,https://www.iucnredlist.org/species/5272/3014298,"Tenorio, M.J. 2012. Conus nobrei. The IUCN Red List of Threatened Species 2012: e.T5272A3014298. Accessed on 26 June 2026.",Conus nobrei,,NT,Unknown,,60,60,species,,[],GASTROPODA,CONE_SNAILS,NT,"Crustaceans, Molluscs (not comp.)",True,False,NT,12.45934992137679,-13.607833860701328,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,5272,self,1057.9792776853726,1057.9792776853726,1057.9792776853726,,CONE_SNAILS.shp,"Conch Books Hackenheim, Germany",2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Conch Books Hackenheim, Germany 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",5272,self,Conus_nobrei,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Conus_nobrei,https://www.wikidata.org/entity/Q308731,https://commons.wikimedia.org/wiki/Special:FilePath/Conus%20nobrei%201.jpg,128
5273,3014429,2011-06-09T01:00:00.000+01:00,2013,https://www.iucnredlist.org/species/5273/3014429,"Tenorio, M.J. 2013. Conus zebroides. The IUCN Red List of Threatened Species 2013: e.T5273A3014429. Accessed on 26 June 2026.",Conus zebroides,,NT,Unknown,,220,1080,species,,[],GASTROPODA,CONE_SNAILS,NT,"Crustaceans, Molluscs (not comp.)",True,False,NT,12.376641083712526,-13.188947870769258,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,5273,self,35212.57716880511,35212.57716880511,35212.57716880511,,CONE_SNAILS.shp,"Conch Books Hackenheim, Germany",2012,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,"Conch Books Hackenheim, Germany 2012. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.",5273,self,Conus_zebroides,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Conus_zebroides,https://www.wikidata.org/entity/Q309096,https://commons.wikimedia.org/wiki/Special:FilePath/Conus%20zebroides%201.jpg,194
41880,78775277,2021-01-04T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/41880/78775277,"Peters, H. & Rogers-Bennett, L. 2021. Haliotis cracherodii. The IUCN Red List of Threatened Species 2021: e.T41880A78775277. Accessed on 26 June 2026.",Haliotis cracherodii,Black Abalone,CR,Decreasing,,,,species,,[],GASTROPODA,ABALONES,CR,"Crustaceans, Molluscs (not comp.)",True,False,CR,-119.05168228117948,32.502031714226995,range_polygon,1,1,3,1,3,200,1.0,1,Extant,1,Resident,41880,self,234795.30004655733,234795.30004655733,234795.30004655733,,ABALONES.shp,IUCN SSC Mollusc Specialist Group,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN SSC Mollusc Specialist Group 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,41880,self,Haliotis_cracherodii,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Haliotis_cracherodii,https://www.wikidata.org/entity/Q3096142,https://commons.wikimedia.org/wiki/Special:FilePath/Haliotis%20cracherodii.JPG,3375
61743,78775083,2021-02-08T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/61743/78775083,"Peters, H. & Rogers-Bennett, L. 2021. Haliotis kamtschatkana. The IUCN Red List of Threatened Species 2021: e.T61743A78775083. Accessed on 26 June 2026.",Haliotis kamtschatkana,Pinto Abalone,EN,Decreasing,,,,species,,[],GASTROPODA,ABALONES,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,-124.79664303054147,43.44663374670226,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,61743,self,533677.652736668,533677.652736668,533677.652736668,,ABALONES.shp,IUCN SSC Mollusc Specialist Group,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN SSC Mollusc Specialist Group 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,61743,self,Haliotis_kamtschatkana,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Haliotis_kamtschatkana,https://www.wikidata.org/entity/Q3173932,https://commons.wikimedia.org/wiki/Special:FilePath/Haliotis%20kamtschatkana%20001.jpg,2110
132861,165602178,2023-10-24T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132861/165602178,"Crabbe, J., Waheed, Z., Nuñez Lendo, C.I., Couce, E. & Roche, R. 2024. Goniopora tantillus. The IUCN Red List of Threatened Species 2024: e.T132861A165602178. Accessed on 26 June 2026.",Goniopora tantillus,,EN,Decreasing,,211,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,57.41119948775729,18.2017735975313,range_polygon,1,1,2,1,2,200,1.0,1,Extant,1,Resident,132861,self,263450.0429323133,263450.0429323133,263450.0429323133,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132861,self,Machadoporites_tantillus,nl,nl.wikipedia.org,https://nl.wikipedia.org/wiki/Machadoporites_tantillus,https://www.wikidata.org/entity/Q61655128,,15
132865,165604003,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132865/165604003,"Crabbe, J. & Nuñez Lendo, C.I. 2024. Alveopora japonica. The IUCN Red List of Threatened Species 2024: e.T132865A165604003. Accessed on 26 June 2026.",Alveopora japonica,,CR,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,CR,"Crustaceans, Molluscs (not comp.)",True,False,CR,138.10823892704522,34.420278582833255,range_polygon,1,1,10,2,8,200,0.8438376035974011,1,Extant,1,Resident,132865,self,501633.1483861841,423296.9138192171,423296.9138192171,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132865,self,Alveopora_japonica,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Alveopora_japonica,https://www.wikidata.org/entity/Q3951656,,26
132866,165604370,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132866/165604370,"Crabbe, J. & Nuñez Lendo, C.I. 2024. Montipora angulata. The IUCN Red List of Threatened Species 2024: e.T132866A165604370. Accessed on 26 June 2026.",Montipora angulata,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,125.17217100500858,-0.8899225004459207,range_polygon,1,1,90,7,50,200,0.8130919052888261,1,Extant,1,Resident,132866,self,14115808.412054377,11477449.556449331,11477449.556449331,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132866,self,Montipora_angulata,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Montipora_angulata,https://www.wikidata.org/entity/Q3932138,,21
132869,165605719,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132869/165605719,"Nuñez Lendo, C.I. & Richards, Z.T. 2024. Acropora florida. The IUCN Red List of Threatened Species 2024: e.T132869A165605719. Accessed on 26 June 2026.",Acropora florida,Branch Coral,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,132.56556360655352,-0.2519204977478674,range_polygon,1,1,229,6,144,200,0.7945264565114208,1,Extant,1,Resident,132869,self,18312772.386942275,14549982.15349744,14549982.15349744,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132869,self,Branch_coral,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Branch_coral,https://www.wikidata.org/entity/Q3945344,https://commons.wikimedia.org/wiki/Special:FilePath/Acropora%20florida.jpg,1635
132874,165608221,2021-06-01T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/132874/165608221,"Crabbe, J. & Kitahara, M.V. 2022. Scolymia lacera. The IUCN Red List of Threatened Species 2022: e.T132874A165608221. Accessed on 26 June 2026.",Scolymia lacera,Atlantic Mushroom Coral,CR,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,CR,"Crustaceans, Molluscs (not comp.)",True,False,CR,-75.99753380125485,18.550771626993555,range_polygon,1,1,3,1,3,200,1.0,1,Extant,1,Resident,132874,self,2483141.8026526435,2483141.8026526435,2483141.8026526435,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit/GMSA,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit/GMSA 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132874,self,Scolymia_lacera,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Scolymia_lacera,https://www.wikidata.org/entity/Q3314153,https://commons.wikimedia.org/wiki/Special:FilePath/Atlantic%20Mushroom%20Coral%20%282896282041%29.jpg,309
132875,165608701,2023-10-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132875/165608701,"Crabbe, J., Luzon, K., Johnson, J., Cowburn, B., Dellisanti, W. & Lewis, C. 2024. Pocillopora kelleheri. The IUCN Red List of Threatened Species 2024: e.T132875A165608701. Accessed on 26 June 2026.",Pocillopora kelleheri,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,130.02442357594748,-1.311961303222954,range_polygon,1,1,35,4,32,200,0.9323927152638336,1,Extant,1,Resident,132875,self,6461909.752836477,6025037.5802370515,6025037.5802370515,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132875,self,Pocillopora_kelleheri,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Pocillopora_kelleheri,https://www.wikidata.org/entity/Q3951639,,23
132882,165612189,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132882/165612189,"Porter, S.N. & Nuñez Lendo, C.I. 2024. Acropora japonica. The IUCN Red List of Threatened Species 2024: e.T132882A165612189. Accessed on 26 June 2026.",Acropora japonica,,CR,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,CR,"Crustaceans, Molluscs (not comp.)",True,False,CR,131.65541492635097,30.826204330054264,range_polygon,1,1,5,1,5,200,1.0,1,Extant,1,Resident,132882,self,388160.51996662706,388160.51996662706,388160.51996662706,,REEF_FORMING_CORALS_PART2.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132882,self,Acropora_japonica,nl,nl.wikipedia.org,https://nl.wikipedia.org/wiki/Acropora_japonica,https://www.wikidata.org/entity/Q3940484,,12
132884,165613226,2021-06-01T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/132884/165613226,"Goergen, L. & Vermeij, M. 2022. Colpophyllia natans. The IUCN Red List of Threatened Species 2022: e.T132884A165613226. Accessed on 26 June 2026.",Colpophyllia natans,Boulder Brain Coral,VU,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,VU,"Crustaceans, Molluscs (not comp.)",True,False,VU,-76.65874762382361,18.458855122845325,range_polygon,1,1,4,1,4,200,1.0,1,Extant,1,Resident,132884,self,2523658.253604251,2523658.253604251,2523658.253604251,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit/GMSA,2021,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit/GMSA 2021. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132884,self,Colpophyllia_natans,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Colpophyllia_natans,https://www.wikidata.org/entity/Q868382,https://commons.wikimedia.org/wiki/Special:FilePath/Colpophyllia%20natans%20%28Boulder%20Brain%20Coral%29%20entire%20colony.jpg,263
132888,165615514,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132888/165615514,"Nuñez Lendo, C.I. 2024. Acropora secale. The IUCN Red List of Threatened Species 2024: e.T132888A165615514. Accessed on 26 June 2026.",Acropora secale,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,149.90453800113178,-1.9191527058629827,range_polygon,1,1,249,6,149,200,0.6893014304447597,1,Extant,1,Resident,132888,self,18062968.617896643,12450830.10639496,12450830.10639496,,REEF_FORMING_CORALS_PART2.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132888,self,Acropora_secale,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Acropora_secale,https://www.wikidata.org/entity/Q3314172,https://commons.wikimedia.org/wiki/Special:FilePath/Acropora%20secale%20%28Hard%20coral%29.jpg,448
132891,165617213,2023-10-26T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132891/165617213,"Crabbe, J., Couce, E., Nuñez Lendo, C.I., Roche, R. & Waheed, Z. 2024. Porites duerdeni. The IUCN Red List of Threatened Species 2024: e.T132891A165617213. Accessed on 26 June 2026.",Porites duerdeni,,CR,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,CR,"Crustaceans, Molluscs (not comp.)",True,False,CR,-164.11277707131055,23.234864877235168,range_polygon,1,1,13,1,13,200,1.0,1,Extant,1,Resident,132891,self,383341.44003182434,383341.44003182434,383341.44003182434,,REEF_FORMING_CORALS_PART2.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132891,self,Thick_finger_coral,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Thick_finger_coral,https://www.wikidata.org/entity/Q14158920,https://commons.wikimedia.org/wiki/Special:FilePath/Porites%20duerdeni.gif,403
132892,165617520,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132892/165617520,"Crabbe, J. & Nuñez Lendo, C.I. 2024. Montipora hodgsoni. The IUCN Red List of Threatened Species 2024: e.T132892A165617520. Accessed on 26 June 2026.",Montipora hodgsoni,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,126.7103816066594,-1.6467778609852604,range_polygon,1,1,11,2,10,200,0.9813466319383528,1,Extant,1,Resident,132892,self,6811704.963360471,6684643.723551559,6684643.723551559,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132892,self,Montipora_hodgsoni,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Montipora_hodgsoni,https://www.wikidata.org/entity/Q3951119,,27
132896,165619481,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132896/165619481,"Crabbe, J. & Nuñez Lendo, C.I. 2024. Alveopora marionensis. The IUCN Red List of Threatened Species 2024: e.T132896A165619481. Accessed on 26 June 2026.",Alveopora marionensis,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,129.30853515108103,-2.5093908141908763,range_polygon,1,1,32,3,17,200,0.8274700452350215,1,Extant,1,Resident,132896,self,10989191.331077872,9093226.647823311,9093226.647823311,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132896,self,Alveopora_marionensis,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Alveopora_marionensis,https://www.wikidata.org/entity/Q3932447,,28
132904,165623343,2023-10-24T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132904/165623343,"Johnson, J., Luzon, K., Dellisanti, W., Cowburn, B. & Lewis, C. 2024. Pavona minuta. The IUCN Red List of Threatened Species 2024: e.T132904A165623343. Accessed on 26 June 2026.",Pavona minuta,,VU,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,VU,"Crustaceans, Molluscs (not comp.)",True,False,VU,134.05524787784768,0.6847247940930591,range_polygon,1,1,100,8,65,200,0.8147472884549861,1,Extant,1,Resident,132904,self,14380837.010131942,11716747.95971811,11716747.95971811,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132904,self,Pavona_minuta,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Pavona_minuta,https://www.wikidata.org/entity/Q3951504,https://commons.wikimedia.org/wiki/Special:FilePath/Pavona%20minuta%2C%20in%20situ.jpg,21
132905,165623860,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132905/165623860,"Gegner, H., Crabbe, J. & Nuñez Lendo, C.I. 2024. Alveopora catalai. The IUCN Red List of Threatened Species 2024: e.T132905A165623860. Accessed on 26 June 2026.",Alveopora catalai,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,133.06211423498704,-2.2557474213912627,range_polygon,1,1,47,3,42,200,0.947084412385468,1,Extant,1,Resident,132905,self,13918229.786439411,13181738.47873589,13181738.47873589,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132905,self,Alveopora_catalai,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Alveopora_catalai,https://www.wikidata.org/entity/Q3945184,,32
132909,165625869,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132909/165625869,"Richards, Z.T. & Nuñez Lendo, C.I. 2024. Acropora turaki. The IUCN Red List of Threatened Species 2024: e.T132909A165625869. Accessed on 26 June 2026.",Acropora turaki,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,124.97523281161844,-2.2504960202777693,range_polygon,1,1,17,2,16,200,0.994228823399855,1,Extant,1,Resident,132909,self,7908507.007756372,7862865.617171125,7862865.617171125,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132909,self,Acropora_turaki,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Acropora_turaki,https://www.wikidata.org/entity/Q3940373,,23
132910,165626293,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132910/165626293,"Nuñez Lendo, C.I. 2024. Acropora divaricata. The IUCN Red List of Threatened Species 2024: e.T132910A165626293. Accessed on 26 June 2026.",Acropora divaricata,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,142.89243224375775,-2.09754170616619,range_polygon,1,1,206,10,152,200,0.76152896308382,1,Extant,1,Resident,132910,self,18452488.304567527,14052104.284893624,14052104.284893624,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132910,self,Acropora_divaricata,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Acropora_divaricata,https://www.wikidata.org/entity/Q3951393,https://commons.wikimedia.org/wiki/Special:FilePath/Acropora%20divaricata%2C%20Aureed.JPG,41
132912,165627743,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132912/165627743,"Shlesinger, T., Crabbe, J., Santodomingo, N. & Nuñez Lendo, C.I. 2024. Enigmopora darveliensis. The IUCN Red List of Threatened Species 2024: e.T132912A165627743. Accessed on 26 June 2026.",Enigmopora darveliensis,,VU,Decreasing,,1783,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,VU,"Crustaceans, Molluscs (not comp.)",True,False,VU,118.7212398211748,5.928694499627699,range_polygon,1,1,1,1,1,200,1.0,1,Extant,1,Resident,132912,self,90530.87051606136,90530.87051606136,90530.87051606136,,REEF_FORMING_CORALS_PART3.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132912,self,Enigmopora_darveliensis,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Enigmopora_darveliensis,https://www.wikidata.org/entity/Q3945279,,24
132913,165628045,2023-04-27T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/132913/165628045,"Nuñez Lendo, C.I. 2024. Acropora rudis. The IUCN Red List of Threatened Species 2024: e.T132913A165628045. Accessed on 26 June 2026.",Acropora rudis,,EN,Decreasing,,,,species,,[],ANTHOZOA,REEF_FORMING_CORALS,EN,"Crustaceans, Molluscs (not comp.)",True,False,EN,97.51710229307128,11.984430770604158,range_polygon,1,2,9,4,2,200,0.5154111727817541,1,Extant,1,Resident,132913,self,1732013.610343807,892699.1661812615,892699.1661812615,,REEF_FORMING_CORALS_PART1.shp,IUCN Marine Biodiversity Unit,2024,IUCN 2025. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,10 October 2025,IUCN Marine Biodiversity Unit 2024. The IUCN Red List of Threatened Species. Version 2025-2. https://www.iucnredlist.org. Downloaded on 14 June 2026.,132913,self,Acropora_rudis,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Acropora_rudis,https://www.wikidata.org/entity/Q3939905,,342
