taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,spatial_lookup_taxonid,spatial_lookup_source,iucn_has_ranges,iucn_has_points,category_iucn
180502386,180503121,2020-07-22T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/180502386/180503121,"Dulvy, N.K., Charvet, P., Badji, L., Chartrain, E., De Bruyne, G., Derrick, D., Dia, M., Doherty, P., Dossa, J., Ducrocq, M., Leurs, G.H.L., Metcalfe, K., Pires, J.D., Seidu, I., Soares, A.-L., Tamo, A., VanderWright, W.J. & Williams, A.B. 2021. Gymnura sereti. The IUCN Red List of Threatened Species 2021: e.T180502386A180503121. Accessed on 24 June 2026.",Gymnura sereti,Seret's Butterfly Ray,EN,Decreasing,,,,species,,[],CHONDRICHTHYES,SHARKS_RAYS_CHIMAERAS,EN,"Fish (sharks, freshwater)",180502386,self,True,False,EN
181244306,181246271,2020-08-08T01:00:00.000+01:00,2020,https://www.iucnredlist.org/species/181244306/181246271,"Charvet, P., Derrick, D., Faria, V., Motta, F. & Dulvy, N.K. 2020. Hypanus berthalutzae. The IUCN Red List of Threatened Species 2020: e.T181244306A181246271. Accessed on 24 June 2026.",Hypanus berthalutzae,Lutz's Stingray,VU,Decreasing,,,,species,,[],CHONDRICHTHYES,SHARKS_RAYS_CHIMAERAS,VU,"Fish (sharks, freshwater)",181244306,self,True,False,VU
181244884,104123787,2019-06-21T01:00:00.000+01:00,2020,https://www.iucnredlist.org/species/181244884/104123787,"Carlson, J., Charvet, P., Blanco-Parra, MP, Briones Bell-lloch, A., Cardenosa, D., Derrick, D., Espinoza, E., Morales-Saldaña, J.M., Naranjo-Elizondo, B., Pacoureau, N., Schneider, E.V.C., Simpson, N.J., Pollom, R. & Dulvy, N.K. 2020. Hypanus americanus. The IUCN Red List of Threatened Species 2020: e.T181244884A104123787. Accessed on 24 June 2026.",Hypanus americanus,Southern Stingray,NT,Decreasing,,,,species,,[],CHONDRICHTHYES,SHARKS_RAYS_CHIMAERAS,NT,"Fish (sharks, freshwater)",181244884,self,True,False,NT
181733673,181733806,2020-08-25T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/181733673/181733806,"Lasso, C., Castellanos-Morales, CCM & Fernandez-Auderset, J. 2021. Trichomycterus donascimientoi. The IUCN Red List of Threatened Species 2021: e.T181733673A181733806. Accessed on 24 June 2026.",Trichomycterus donascimientoi,,VU,Unknown,999,4,,species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",181733673,self,True,False,VU
181733869,181733936,2020-08-25T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/181733869/181733936,"Lasso, C. 2021. Trichomycterus rosablanca. The IUCN Red List of Threatened Species 2021: e.T181733869A181733936. Accessed on 24 June 2026.",Trichomycterus rosablanca,,VU,Unknown,999,8,,species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",181733869,self,True,False,VU
182279465,182279513,2020-08-19T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/182279465/182279513,"Nagy, B. & Watters, B. 2021. Nothobranchius ocellatus. The IUCN Red List of Threatened Species 2021: e.T182279465A182279513. Accessed on 24 June 2026.",Nothobranchius ocellatus,,NT,Unknown,,104-500,9624-15000,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",182279465,self,True,False,NT
182279674,182279678,2020-08-19T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/182279674/182279678,"Nagy, B. & Watters, B. 2021. Nothobranchius matanduensis. The IUCN Red List of Threatened Species 2021: e.T182279674A182279678. Accessed on 24 June 2026.",Nothobranchius matanduensis,,VU,Unknown,,"28-100,100","26-10000,10000",species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",182279674,self,True,False,VU
183784866,183784887,2020-08-04T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/183784866/183784887,"Jabado, R.W., Badji, L., Chartrain, E., De Bruyne, G., Derrick, D., Diop, M., Doherty, P., Metcalfe, K., Seidu, I., Soares, A.-L., Tamo, A., VanderWright, W.J. & Williams, A.B. 2021. Zanobatus maculatus. The IUCN Red List of Threatened Species 2021: e.T183784866A183784887. Accessed on 24 June 2026.",Zanobatus maculatus,Maculate Panray,NT,Decreasing,,,,species,,[],CHONDRICHTHYES,SHARKS_RAYS_CHIMAERAS,NT,"Fish (sharks, freshwater)",183784866,self,True,False,NT
185495181,185495230,2020-08-04T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/185495181/185495230,"Jabado, R.W., Chartrain, E., De Bruyne, G., Derrick, D., Dia, M., Diop, M., Doherty, P., El Vally, Y., Leurs, G.H.L., Meissa, B., Metcalfe, K., Pacoureau, N., Seidu, I., Soares, A.-L., Tamo, A. & Williams, A.B. 2021. Raja parva. The IUCN Red List of Threatened Species 2021: e.T185495181A185495230. Accessed on 24 June 2026.",Raja parva,African Brown Skate,NT,Decreasing,,,,species,,[],CHONDRICHTHYES,SHARKS_RAYS_CHIMAERAS,NT,"Fish (sharks, freshwater)",185495181,self,True,False,NT
187885977,187885990,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/187885977/187885990,"Rodríguez-Olarte, D., Taphorn, D.C., Mojica, J.I., Usma, S., Villa-Navarro, F. & Marrero, C. 2021. Acanthobunocephalus scruggsi. The IUCN Red List of Threatened Species 2021: e.T187885977A187885990. Accessed on 24 June 2026.",Acanthobunocephalus scruggsi,,VU,Stable,,"8-4396,440",10661,species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",187885977,self,True,True,VU
