taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,spatial_lookup_taxonid,spatial_lookup_source,iucn_has_ranges,iucn_has_points,category_iucn
523,90980485,2018-10-01T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/523/90980485,"Mokodongan, D.F. 2019. Adrianichthys kruyti. The IUCN Red List of Threatened Species 2019: e.T523A90980485. Accessed on 19 June 2026.",Adrianichthys kruyti,Duck-billed Buntingi,CR,Unknown,0-50,,,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",523,self,True,False,CR
788,137218178,2023-10-09T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/788/137218178,"Ford, M. 2024. Alburnus albidus. The IUCN Red List of Threatened Species 2024: e.T788A137218178. Accessed on 19 June 2026.",Alburnus albidus,Southern Italian Bleak,EN,Decreasing,,,41630,species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",788,self,True,False,EN
872,97101653,2010-04-01T01:00:00.000+01:00,2016,https://www.iucnredlist.org/species/872/97101653,"Witte, F., de Zeeuw, M.P. & Brooks, E. 2016. Haplochromis welcommei. The IUCN Red List of Threatened Species 2016: e.T872A97101653. Accessed on 19 June 2026.",Haplochromis welcommei,,VU,Unknown,,,68800,species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",872,self,True,False,VU
881,3147389,2018-04-18T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/881/3147389,"Koeck, M. 2019. Allotoca maculata. The IUCN Red List of Threatened Species 2019: e.T881A3147389. Accessed on 19 June 2026.",Allotoca maculata,Blackspot Allotoca,CR,Decreasing,,2-4,30-85,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",881,self,True,True,CR
903,15541267,2022-03-16T00:00:00.000+00:00,2024,https://www.iucnredlist.org/species/903/15541267,"Ford, M. 2024. Alosa alosa. The IUCN Red List of Threatened Species 2024: e.T903A15541267. Accessed on 19 June 2026.",Alosa alosa,Allis Shad,CR,Decreasing,,,,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",903,self,True,False,CR
905,102878588,2023-11-04T00:00:00.000+00:00,2024,https://www.iucnredlist.org/species/905/102878588,"Ford, M. 2024. Alosa macedonica. The IUCN Red List of Threatened Species 2024: e.T905A102878588. Accessed on 19 June 2026.",Alosa macedonica,Macedonian Shad,CR,Unknown,,68,98,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",905,self,True,False,CR
908,3149565,2020-04-15T01:00:00.000+01:00,2021,https://www.iucnredlist.org/species/908/3149565,"Sammons, S., Young, S. & Carlson, J. 2021. Alosa alabamae. The IUCN Red List of Threatened Species 2021: e.T908A3149565. Accessed on 19 June 2026.",Alosa alabamae,Alabama Shad,NT,Decreasing,,,,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",908,self,True,False,NT
1079,19032420,2012-04-26T01:00:00.000+01:00,2014,https://www.iucnredlist.org/species/1079/19032420,NatureServe 2014. Troglichthys rosae. The IUCN Red List of Threatened Species 2014: e.T1079A19032420. Accessed on 19 June 2026.,Troglichthys rosae,Ozark Cavefish,NT,Unknown,,,,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",1079,self,True,False,NT
1080,19034608,2012-08-04T01:00:00.000+01:00,2014,https://www.iucnredlist.org/species/1080/19034608,NatureServe 2014. Amblyopsis spelaea. The IUCN Red List of Threatened Species 2014: e.T1080A19034608. Accessed on 19 June 2026.,Amblyopsis spelaea,Northern Cavefish,NT,Unknown,,,,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",1080,self,True,False,NT
1117,500918,2018-04-18T01:00:00.000+01:00,2019,https://www.iucnredlist.org/species/1117/500918,"Koeck, M. 2019. Ameca splendens. The IUCN Red List of Threatened Species 2019: e.T1117A500918. Accessed on 19 June 2026.",Ameca splendens,Butterfly Splitfin,CR,Decreasing,,8,8,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",1117,self,True,True,CR
1190,3313525,2008-01-01T00:00:00.000+00:00,2008,https://www.iucnredlist.org/species/1190/3313525,"Chen, X.-Y. & Du, L.-N. 2008. Anabarilius polylepis. The IUCN Red List of Threatened Species 2008: e.T1190A3313525. Accessed on 19 June 2026.",Anabarilius polylepis,Da Bai Yu,EN,Decreasing,,240,240,species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",1190,self,True,False,EN
1199,137218277,2023-11-15T00:00:00.000+00:00,2024,https://www.iucnredlist.org/species/1199/137218277,"Ford, M. 2024. Anaecypris hispanica. The IUCN Red List of Threatened Species 2024: e.T1199A137218277. Accessed on 19 June 2026.",Anaecypris hispanica,Iberian Minnowcarp,NT,Decreasing,,440,69463,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",1199,self,True,False,NT
1843,19005979,2013-03-18T00:00:00.000+00:00,2014,https://www.iucnredlist.org/species/1843/19005979,"Freyhof, J. 2014. Anatolichthys anatoliae. The IUCN Red List of Threatened Species 2014: e.T1843A19005979. Accessed on 19 June 2026.",Anatolichthys anatoliae,Lake Tuz Killifish,NT,Decreasing,,,,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",1843,self,True,False,NT
1846,137218389,2023-09-25T01:00:00.000+01:00,2024,https://www.iucnredlist.org/species/1846/137218389,"Ford, M. 2024. Apricaphanius iberus. The IUCN Red List of Threatened Species 2024: e.T1846A137218389. Accessed on 19 June 2026.",Apricaphanius iberus,Spanish Killifish,NT,Unknown,,300,63000,species,,[],ACTINOPTERYGII,FW_FISH,NT,"Fish (sharks, freshwater)",1846,self,True,False,NT
1849,19006107,2013-03-18T00:00:00.000+00:00,2014,https://www.iucnredlist.org/species/1849/19006107,"Freyhof, J. 2014. Anatolichthys sureyanus. The IUCN Red List of Threatened Species 2014: e.T1849A19006107. Accessed on 19 June 2026.",Anatolichthys sureyanus,Burdur killifish,EN,Decreasing,,100,250,species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",1849,self,True,False,EN
1850,19006201,2013-03-12T00:00:00.000+00:00,2014,https://www.iucnredlist.org/species/1850/19006201,"Freyhof, J. 2014. Anatolichthys transgrediens. The IUCN Red List of Threatened Species 2014: e.T1850A19006201. Accessed on 19 June 2026.",Anatolichthys transgrediens,Acigöl Killifish,CR,Decreasing,,1,1,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",1850,self,True,False,CR
1866,176549381,2022-05-30T01:00:00.000+01:00,2022,https://www.iucnredlist.org/species/1866/176549381,"Cussac, V. 2022. Aplochiton marinus. The IUCN Red List of Threatened Species 2022: e.T1866A176549381. Accessed on 19 June 2026.",Aplochiton marinus,,VU,Unknown,,12,28564,species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",1866,self,True,True,VU
2111,2774461,2019-12-06T00:00:00.000+00:00,2020,https://www.iucnredlist.org/species/2111/2774461,"Storey, A.W., Mungkaje, A. & Kolkolo, U. 2020. Neoarius taylori. The IUCN Red List of Threatened Species 2020: e.T2111A2774461. Accessed on 19 June 2026.",Neoarius taylori,Taylor's Catfish,CR,Decreasing,,,6400,species,,[],ACTINOPTERYGII,FW_FISH,CR,"Fish (sharks, freshwater)",2111,self,True,False,CR
