SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
279198786,67160,Tyrant-flycatchers,Pyrocephalus nanus,Brujo Flycatcher,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"""A2bce+4bce; B1ab(i,ii,iii,iv,v)""",20800,"36000-72000, 52000",estimated,Decreasing,inferred
22695886,37590,"Hawks, Eagles",Buteo ridgwayi,Ridgway's Hawk,CR,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),26700,322,estimated,Increasing,observed
22693811,27720,Plovers,Charadrius melodus,Piping Plover,NT,False,False,False,True,False,Full migrant,False,True,True,0,A3ce,6090000,7600-8400,estimated,Increasing,suspected
22726810,15450,Hummingbirds,Oxypogon stuebelii,Buffy Helmetcrest,VU,False,False,False,False,True,Not a migrant,True,False,False,4228,A2c+3c+4c,4200,250-999,suspected,Decreasing,inferred
22726798,15460,Hummingbirds,Oxypogon cyanolaemus,Blue-bearded Helmetcrest,EN,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(i,ii,iii)",1800,250-999,inferred,Decreasing,suspected
62114603,6460,Grebes,Podiceps juninensis,Northern Silvery Grebe,NT,False,False,False,True,False,Not a migrant,True,True,False,0,A2cde+3cde+4cde,2960000,Unknown,not applicable,Decreasing,suspected
22680225,5910,"Ducks, Geese, Swans",Anas melleri,Meller's Duck,EN,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(ii),261000,1300-3300,estimated,Decreasing,inferred
22680252,6090,"Ducks, Geese, Swans",Anas bernieri,Madagascar Teal,EN,False,False,False,True,False,Full migrant,True,True,True,0,C2a(ii),310000,630-1900,estimated,Decreasing,inferred
22692949,6650,Mesites,Mesitornis variegatus,White-breasted Mesite,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+3cd+4cd,183000,5300,estimated,Decreasing,suspected
22692966,6660,Mesites,Mesitornis unicolor,Brown Mesite,VU,False,False,False,False,True,Altitudinal migrant,True,False,False,0,A2cde+3cde+4cde; C1+2a(i),140000,2500-9999,estimated,Decreasing,suspected
22692971,6670,Mesites,Monias benschi,Subdesert Mesite,VU,False,False,False,False,True,Not a migrant,True,False,False,0,"A2cd+3cd+4cd; B1ab(i,ii,iii,v)",13400,65000-110000,estimated,Decreasing,inferred
22690609,7530,"Pigeons, Doves",Turacoena modesta,Black Cuckoo-Dove,NT,False,False,False,False,True,Not a migrant,True,False,False,34500,C1,58100,2500-9999,suspected,Decreasing,suspected
22690758,8150,"Pigeons, Doves",Zenaida galapagoensis,Galapagos Dove,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2ce+3ce+4ce,57100,Unknown,not applicable,Decreasing,suspected
22690991,8430,"Pigeons, Doves",Gallicolumba crinigera,Mindanao Bleeding-heart,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+3cd+4cd,212000,Unknown,not applicable,Decreasing,inferred
22726279,9270,"Pigeons, Doves",Treron chloropterus,Andaman Green-pigeon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A4d,113080,Unknown,inferred,Decreasing,suspected
22726297,9290,"Pigeons, Doves",Treron aromaticus,Buru Green-pigeon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1b(ii,iii)",9100,10000-19999,suspected,Decreasing,suspected
22691622,9580,"Pigeons, Doves",Ducula mindorensis,Mindoro Imperial-pigeon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,D1,3900,800-3000,suspected,Unknown,not applicable
22691705,9800,"Pigeons, Doves",Ducula rosacea,Pink-headed Imperial-pigeon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+4cd,112500,Unknown,not applicable,Decreasing,inferred
22691322,10130,"Pigeons, Doves",Ramphiculus merrilli,Cream-bellied Fruit-dove,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C1+2a(ii),0,5000-30000,estimated,Decreasing,suspected
22691307,10380,"Pigeons, Doves",Ptilinopus dohertyi,Red-naped Fruit-dove,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),9870,5600-6000,estimated,Decreasing,inferred
22691435,10650,"Pigeons, Doves",Ptilinopus roseicapilla,Mariana Fruit-dove,NT,False,False,False,False,True,Not a migrant,True,False,False,600,B1a+2a; D2,7800,"7500-12500, 10000",estimated,Decreasing,suspected
22689600,11220,Frogmouths,Batrachostomus stellatus,Gould's Frogmouth,NT,False,False,False,False,True,,True,False,False,0,A2c+3c+4c,2790000,Unknown,not applicable,Decreasing,suspected
22733891,15220,Hummingbirds,Aglaiocercus berlepschi,Venezuelan Sylph,VU,False,False,False,False,True,Not a migrant,True,False,False,1976,B1ab(iii)+2ab(iii),2840,Unknown,not applicable,Decreasing,suspected
22688130,15790,Hummingbirds,Loddigesia mirabilis,Marvelous Spatuletail,NT,False,False,False,False,True,Not a migrant,True,False,False,4300,B1b(iii); C2a(ii),12600,1000-2499,suspected,Decreasing,inferred
22684132,18620,Cuckoos,Carpococcyx radiceus,Bornean Ground-cuckoo,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,850000,Unknown,,Decreasing,suspected
22684138,18640,Cuckoos,Carpococcyx renauldi,Coral-billed Ground-cuckoo,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+4cd,816000,Unknown,not applicable,Decreasing,inferred
22692556,20570,"Rails, Gallinules, Coots",Laterallus rogersi,Inaccessible Island Rail,VU,False,False,False,True,False,Not a migrant,True,False,False,0,D2,19,"5460-7320,6180",estimated,Stable,suspected
22728525,20610,"Rails, Gallinules, Coots",Rallus tenuirostris,Mexican Rail,NT,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),238000,15000,estimated,Decreasing,suspected
22731577,20620,"Rails, Gallinules, Coots",Rallus obsoletus,Ridgway's Rail,NT,False,False,False,True,False,Not a migrant,True,True,True,0,C2a(i),1260000,10000-19999,estimated,Decreasing,inferred
62155060,20630,"Rails, Gallinules, Coots",Rallus elegans,King Rail,NT,False,False,False,True,False,Full migrant,True,True,False,0,A2cde,7070000,69000,estimated,Decreasing,inferred
22692486,20680,"Rails, Gallinules, Coots",Rallus antarcticus,Austral Rail,VU,False,False,False,True,False,Unknown,False,True,False,0,C2a(ii),265000,"1000-9999, 2500-9999",estimated,Decreasing,inferred
22692384,20860,"Rails, Gallinules, Coots",Gallirallus australis,Weka,VU,False,False,False,True,False,Not a migrant,True,True,True,0,A3bce+4bce,548000,71000-118000,estimated,Decreasing,estimated
22692548,21130,"Rails, Gallinules, Coots",Rougetius rougetii,Rouget's Rail,NT,False,False,False,True,False,Not a migrant,True,True,False,0,A2c+3c+4c,499000,1500-7000,estimated,Decreasing,suspected
22692654,21490,"Rails, Gallinules, Coots",Zapornia olivieri,Sakalava Rail,EN,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),111000,250-999,estimated,Decreasing,inferred
22692808,21720,"Rails, Gallinules, Coots",Porphyrio hochstetteri,South Island Takahe,EN,False,False,False,True,False,Not a migrant,True,False,False,10,D,570,50-249,estimated,Increasing,estimated
22692920,21990,"Rails, Gallinules, Coots",Fulica alai,Hawaiian Coot,NT,False,False,False,True,False,Not a migrant,True,True,True,5600,D1,61000,1250-1750,estimated,Stable,estimated
22692073,22250,Cranes,Grus vipio,White-naped Crane,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2bcde+3bcde+4bcde,1400000,3700-4500,estimated,Decreasing,suspected
22692167,22280,Cranes,Grus japonensis,Red-crowned Crane,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2ac+4ac; C1,2110000,"2000-2650,2300",estimated,Decreasing,estimated
22692156,22290,Cranes,Grus americana,Whooping Crane,EN,False,False,False,True,False,Full migrant,True,True,True,0,D,306000,50-249,estimated,Increasing,estimated
22692162,22320,Cranes,Grus nigricollis,Black-necked Crane,NT,False,False,False,True,False,Altitudinal migrant,True,True,False,0,C1+2a(ii),1790000,6600-6800,estimated,Stable,estimated
22691896,22330,Bustards,Tetrax tetrax,Little Bustard,NT,False,False,False,False,True,Full migrant,True,False,False,0,A2abcd+3bcd+4abcd,14700000,Unknown,estimated,Decreasing,estimated
22692015,22480,Bustards,Houbaropsis bengalensis,Bengal Florican,CR,False,False,False,False,True,Full migrant,True,False,False,0,A3bcd+4abcd,1550000,250-999,estimated,Decreasing,estimated
22692024,22490,Bustards,Sypheotides indicus,Lesser Florican,CR,False,False,False,False,True,Full migrant,True,False,False,0,A2bcd+3bcd+4bcd,520000,"356-1228, 730",estimated,Decreasing,estimated
22688327,22760,Turacos,Tauraco fischeri,Fischer's Turaco,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),170000,1500-7000,suspected,Decreasing,suspected
22697935,24810,"Petrels, Shearwaters",Pseudobulweria macgillivrayi,Fiji Petrel,CR,False,False,True,False,False,Full migrant,True,False,True,27,"C2a(i,ii);D",165000,1-49,estimated,Decreasing,estimated
22727255,25070,Storks,Ciconia episcopus,Asian Woollyneck,NT,False,False,False,True,False,Not a migrant,True,True,True,0,A2cde+3cde+4cde,13000000,50000-249999,suspected,Decreasing,suspected
22697695,25110,Storks,Ciconia boyciana,Oriental Stork,EN,False,False,False,True,False,Full migrant,True,True,True,0,C2a(ii),941000,1000-2499,estimated,Decreasing,suspected
22731855,25240,"Ibises, Spoonbills",Threskiornis bernieri,Malagasy Sacred Ibis,EN,False,False,False,True,False,Not a migrant,True,True,True,0,A2bc+4bc,564000,1733-2166,estimated,Decreasing,inferred
22697531,25300,"Ibises, Spoonbills",Pseudibis davisoni,White-shouldered Ibis,CR,False,False,False,True,False,Not a migrant,True,True,False,0,A3cd+4cd,1010000,670,estimated,Decreasing,inferred
22697536,25310,"Ibises, Spoonbills",Thaumatibis gigantea,Giant Ibis,CR,False,False,False,True,False,Not a migrant,True,True,False,0,A2cd+3cd+4cd; C2a(i),120000,194,estimated,Decreasing,inferred
22697488,25320,"Ibises, Spoonbills",Geronticus eremita,Northern Bald Ibis,EN,False,False,False,True,False,Full migrant,True,False,False,0,D,203000,200-249,estimated,Stable,suspected
22697496,25330,"Ibises, Spoonbills",Geronticus calvus,Southern Bald Ibis,NT,False,False,False,True,False,Not a migrant,True,False,False,0,A3c; C2a(ii),228000,7000-8000,estimated,Stable,inferred
22697548,25340,"Ibises, Spoonbills",Nipponia nippon,Asian Crested Ibis,EN,False,False,False,True,False,Not a migrant,True,True,False,0,B1ab(iii),2300,330,estimated,Increasing,estimated
22697478,25360,"Ibises, Spoonbills",Bostrychia bocagei,Dwarf Ibis,CR,False,False,False,True,False,Not a migrant,True,False,False,192,C2a(ii),140,130-1700,estimated,Decreasing,inferred
22697444,25430,"Ibises, Spoonbills",Theristicus branickii,Andean Ibis,NT,False,False,False,True,False,Not a migrant,True,False,False,0,A2cd+4cd,938000,2500-9999,inferred,Decreasing,suspected
22697200,25610,Herons,Agamia agami,Agami Heron,NT,False,False,False,True,False,Not a migrant,True,True,False,0,A3c+4c,13300000,Unknown,not applicable,Decreasing,suspected
22696916,26250,Herons,Egretta rufescens,Reddish Egret,NT,False,False,False,True,False,Full migrant,True,False,True,0,C1,6670000,5000-9999,estimated,Decreasing,suspected
22693597,27190,Thick-knees,Burhinus superciliaris,Peruvian Thick-knee,VU,False,False,False,True,False,Not a migrant,True,False,False,0,C2a(ii),600000,2700-3600,estimated,Decreasing,inferred
22693604,27220,Thick-knees,Esacus recurvirostris,Great Thick-knee,NT,False,False,False,True,False,Not a migrant,True,True,True,0,A3cd,10500000,Unknown,,Decreasing,suspected
22693749,27570,Plovers,Pluvialis squatarola,Grey Plover,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2bcd+4bcd,19000000,1000000-2500000,estimated,Decreasing,estimated
22693931,27620,Plovers,Phegornis mitchellii,Diademed Plover,NT,False,False,False,True,False,Altitudinal migrant,True,True,False,0,C2a(i),1935800,1500-7000,estimated,Decreasing,suspected
22693785,27750,Plovers,Charadrius sanctaehelenae,Saint Helena Plover,VU,False,False,False,True,False,Not a migrant,True,False,False,0,D1,70,545,estimated,Increasing,estimated
22693899,28030,Plovers,Thinornis novaeseelandiae,Shore Plover,EN,False,False,False,True,False,Not a migrant,True,False,True,24,D,1500,170,estimated,Increasing,estimated
22693928,28330,Plovers,Anarhynchus frontalis,Wrybill,VU,False,False,False,True,False,Full migrant,False,True,True,0,C2a(i),23000,3000-3300,estimated,Decreasing,estimated
22693190,28580,"Sandpipers, Snipes, Phalaropes",Numenius arquata,Eurasian Curlew,NT,False,False,False,True,False,Full migrant,True,True,True,0,A2bcd+3bcd+4bcd,20700000,Unknown,estimated,Decreasing,suspected
22693199,28590,"Sandpipers, Snipes, Phalaropes",Numenius madagascariensis,Far Eastern Curlew,EN,False,False,False,True,False,Full migrant,True,True,True,0,A2bcd+4bcd,5590000,"20000-35000, 21000-28000",estimated,Decreasing,estimated
22693162,28610,"Sandpipers, Snipes, Phalaropes",Limosa fedoa,Marbled Godwit,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2bc+4bc,4200000,270000,estimated,Decreasing,estimated
22693154,28620,"Sandpipers, Snipes, Phalaropes",Limosa haemastica,Hudsonian Godwit,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2b+4b,6200000,41000-70000,estimated,Decreasing,estimated
22693336,28640,"Sandpipers, Snipes, Phalaropes",Arenaria interpres,Ruddy Turnstone,NT,False,False,False,True,False,Full migrant,True,True,True,0,A2bcd+4bcd,17000000,750000-1750000,estimated,Decreasing,estimated
22693396,28840,"Sandpipers, Snipes, Phalaropes",Calidris minutilla,Least Sandpiper,NT,False,False,False,True,False,Full migrant,True,True,True,0,A2b+4b,16100000,5000000-15000000,estimated,Decreasing,estimated
22693399,28850,"Sandpipers, Snipes, Phalaropes",Calidris fuscicollis,White-rumped Sandpiper,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2b+4b,4000000,"3270000-9070000, 6200000",estimated,Decreasing,estimated
22693447,28860,"Sandpipers, Snipes, Phalaropes",Calidris subruficollis,Buff-breasted Sandpiper,VU,False,False,False,True,False,Full migrant,True,False,False,0,A2bc+4bc,3600000,84000-364000,estimated,Decreasing,estimated
22727499,29120,"Sandpipers, Snipes, Phalaropes",Coenocorypha aucklandica,Auckland Snipe,NT,False,False,False,True,False,Not a migrant,True,False,False,740,D2,125000,20000-49999,estimated,Stable,estimated
22693130,29150,"Sandpipers, Snipes, Phalaropes",Gallinago imperialis,Imperial Snipe,NT,False,False,False,True,False,Not a migrant,True,False,False,0,C2a(i),692000,2100-5400,estimated,Decreasing,inferred
22693127,29170,"Sandpipers, Snipes, Phalaropes",Gallinago stricklandii,Fuegian Snipe,NT,False,False,False,True,False,Full migrant,True,True,False,0,C2a(ii),625000,2500-9999,estimated,Decreasing,suspected
22693078,29190,"Sandpipers, Snipes, Phalaropes",Gallinago hardwickii,Latham's Snipe,NT,False,False,False,True,False,Full migrant,True,True,False,0,A2b+4b,1580000,20000-39000,estimated,Decreasing,suspected
22693235,29470,"Sandpipers, Snipes, Phalaropes",Tringa flavipes,Lesser Yellowlegs,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2bcd+3bcd+4bcd,6100000,"527000-7600000,650000",estimated,Decreasing,estimated
22693231,29500,"Sandpipers, Snipes, Phalaropes",Tringa melanoleuca,Greater Yellowlegs,NT,False,False,False,True,False,Full migrant,True,True,True,0,A2bd,9000000,137000-6860000,estimated,Decreasing,suspected
22693225,29540,"Sandpipers, Snipes, Phalaropes",Tringa guttifer,Spotted Greenshank,EN,False,False,False,True,False,Full migrant,True,True,True,0,C2a(ii),749000,900-1600,estimated,Decreasing,inferred
22730062,31930,Typical Owls,Ninox sumbaensis,Least Boobook,EN,False,False,False,False,True,Not a migrant,True,False,False,160,"B2ab(i,ii,iii,v)",6100,10000-19999,estimated,Decreasing,inferred
22689480,32170,Typical Owls,Ninox odiosa,New Britain Boobook,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c,64200,10000-19999,inferred,Decreasing,estimated
22688686,33340,Typical Owls,Otus capnodes,Anjouan Scops-owl,EN,False,False,False,False,True,Not a migrant,True,False,False,170,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",350,2300-3600,estimated,Decreasing,suspected
22724659,35060,"Hawks, Eagles",Leptodon forbesi,White-collared Kite,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),90100,250-999,estimated,Decreasing,suspected
22695174,35290,"Hawks, Eagles",Gypaetus barbatus,Bearded Vulture,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2cde,61700000,1675-6700,suspected,Decreasing,suspected
22695180,35300,"Hawks, Eagles",Neophron percnopterus,Egyptian Vulture,EN,False,False,False,False,True,Full migrant,True,True,False,0,A2abcde+3bcde+4abcde,58000000,12400-36000,estimated,Decreasing,estimated
22729465,35330,"Hawks, Eagles",Spilornis klossi,Great Nicobar Serpent-eagle,EN,False,False,False,False,True,Not a migrant,True,False,False,1408,D,1700,"150-370, 150-180",estimated,Unknown,not applicable
22695306,35340,"Hawks, Eagles",Spilornis kinabaluensis,Kinabalu Serpent-eagle,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),314000,"2500-19999,5000-9999",inferred,Decreasing,suspected
22695189,35550,"Hawks, Eagles",Gyps africanus,White-backed Vulture,CR,False,False,False,False,True,Not a migrant,True,True,False,0,A2abcd+3bcd+4abcd,23400000,Unknown,,Decreasing,estimated
22729731,35560,"Hawks, Eagles",Gyps indicus,Indian Vulture,CR,False,False,False,False,True,Not a migrant,True,False,False,0,A2abce+4abce,2150000,5000-15000,estimated,Decreasing,estimated
22696111,35820,"Hawks, Eagles",Lophotriorchis kienerii,Rufous-bellied Eagle,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A4c,16800000,Unknown,,Decreasing,inferred
22696116,35830,"Hawks, Eagles",Polemaetus bellicosus,Martial Eagle,EN,False,False,False,False,True,Not a migrant,True,True,False,0,A2acde+3cde+4acde,26000000,Unknown,not applicable,Decreasing,inferred
22695547,36610,"Hawks, Eagles",Accipiter luteoschistaceus,Slaty-backed Goshawk,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),70700,1000-2499,estimated,Decreasing,inferred
22695553,36620,"Hawks, Eagles",Accipiter imitator,Imitator Goshawk,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),45100,"700-5000, 1001-2000",inferred,Decreasing,suspected
22695849,37420,"Hawks, Eagles",Buteogallus solitarius,Black Solitary Eagle,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),13700000,1000-2499,estimated,Decreasing,suspected
22695855,37430,"Hawks, Eagles",Buteogallus coronatus,Crowned Solitary Eagle,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),8090000,800-2000,estimated,Decreasing,inferred
22682776,38270,Trogons,Trogon bairdii,Baird's Trogon,NT,False,False,False,False,True,Not a migrant,True,False,False,13448,"B1ab(ii,iii,iv,v); C2a(i,ii); D1",18800,"1000-4000,4000",estimated,Decreasing,suspected
22682464,38850,Hornbills,Rhinoplax vigil,Helmeted Hornbill,CR,False,False,False,False,True,Not a migrant,True,False,False,0,A3cd,3570000,Unknown,not applicable,Decreasing,inferred
22726607,40250,Kingfishers,Ceyx cajeli,Buru Dwarf-kingfisher,NT,False,False,False,False,True,Not a migrant,True,True,False,0,"B1b(ii,iii); C2a(ii)",9100,"4000-20000, 4000-9999",inferred,Decreasing,suspected
22683328,41080,Kingfishers,Todiramphus albonotatus,New Britain Kingfisher,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),63400,2500-9999,suspected,Decreasing,suspected
45359050,41920,Puffbirds,Malacoptila minor,Lesser Crescent-chested Puffbird,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,37400,Unknown,not applicable,Decreasing,suspected
22681425,44840,Woodpeckers,Campephilus principalis,Ivory-billed Woodpecker,CR,False,False,False,False,True,Not a migrant,True,False,False,0,D,0,1-49,estimated,Unknown,
22681417,44850,Woodpeckers,Campephilus imperialis,Imperial Woodpecker,CR,True,False,False,False,True,Not a migrant,True,False,False,0,D,1,1-49,estimated,Unknown,not applicable
22681562,45130,Woodpeckers,Meiglyptes tukki,Buff-necked Woodpecker,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,4160000,Unknown,not applicable,Decreasing,inferred
62049529,45160,Woodpeckers,Chrysophlegma humii,Chequer-throated Yellownape,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,3860000,Unknown,not applicable,Decreasing,inferred
22680945,45190,Woodpeckers,Geocolaptes olivaceus,Ground Woodpecker,NT,False,False,False,False,True,Not a migrant,True,True,False,0,A2bc+3bc+4bc,1210000,Unknown,not applicable,Decreasing,suspected
22681360,46000,Woodpeckers,Celeus galeatus,Helmeted Woodpecker,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),412000,"700-21000, 3600",estimated,Decreasing,inferred
22681095,46790,Woodpeckers,Dendropicos dorae,Arabian Woodpecker,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),260000,10000-19999,estimated,Decreasing,suspected
22686296,49240,Parrots,Amazona brasiliensis,Red-tailed Amazon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(ii,v); C2a(i)",10100,6000-6700,estimated,Increasing,estimated
22733974,49510,Parrots,Pyrrhura pfrimeri,Goias Parakeet,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,17800,"12000-20000, 16000",estimated,Decreasing,estimated
22733968,49520,Parrots,Pyrrhura griseipectus,Grey-breasted Parakeet,EN,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(i,iii)",3300,250-999,estimated,Increasing,estimated
22685533,50080,Parrots,Cyanopsitta spixii,Spix's Macaw,EW,False,False,False,False,True,Nomadic,True,False,False,0,,0,0,inferred,,
22724562,50890,Parrots,Cyanoramphus malherbi,Malherbe's Parakeet,CR,False,False,False,False,True,Not a migrant,True,False,False,0,A2bce,118000,50-249,estimated,Stable,estimated
22684603,51450,Parrots,Lorius albidinucha,White-naped Lory,NT,False,False,False,False,True,Not a migrant,True,False,False,0,B1b(iii),6870,Unknown,,Unknown,not applicable
22684564,51750,Parrots,Trichoglossus rubiginosus,Pohnpei Lorikeet,NT,False,False,False,False,True,Not a migrant,True,False,False,576,B1ab(iii)+2ab(iii),750,50000-99999,estimated,Decreasing,suspected
22685063,52300,Parrots,Aprosmictus jonquillaceus,Jonquil Parrot,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C1,61500,5000-20000,suspected,Decreasing,suspected
22727599,52600,Parrots,Psittinus cyanurus,Blue-rumped Parrot,NT,False,False,False,False,True,Nomadic,True,False,False,0,A2cd+3cd+4cd,3540000,Unknown,not applicable,Decreasing,inferred
22698585,52910,New Zealand wrens,Xenicus gilviventris,New Zealand Rockwren,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A2ce+3ce+4ce,79900,"1250-6000, 5000",suspected,Decreasing,inferred
22698628,53220,Pittas,Hydrornis gurneyi,Gurney's Pitta,CR,False,False,False,False,True,Not a migrant,True,False,False,0,A3c,5700,1000-2500,suspected,Decreasing,estimated
102998975,53430,Pittas,Pitta morotaiensis,Morotai Pitta,NT,False,False,False,False,True,Not a migrant,True,False,False,2568,"B1b(ii,iii)",2600,Unknown,not applicable,Decreasing,suspected
22698703,53440,Pittas,Pitta anerythra,Black-faced Pitta,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1b(ii,iii)",18000,"2500-10000, 6500",estimated,Decreasing,suspected
22698640,53450,Pittas,Pitta superba,Superb Pitta,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),2400,250-999,estimated,Decreasing,inferred
22701439,54260,Typical Antbirds,Myrmotherula klagesi,Klages's Antwren,VU,False,False,False,False,True,Not a migrant,True,True,False,0,A3c+4ac,289000,Unknown,not applicable,Decreasing,suspected
22701577,54820,Typical Antbirds,Herpsilochmus pectoralis,Pectoral Antwren,VU,False,False,False,False,True,Not a migrant,True,False,False,1900,"B2ab(i,ii,iii,iv,v); C2a(i)",879000,2500-9999,estimated,Decreasing,suspected
22702117,59930,Ovenbirds,Cinclodes palliatus,White-bellied Cinclodes,CR,False,False,False,False,True,Not a migrant,True,True,False,1632,C2a(ii),4553,50-249,estimated,Decreasing,inferred
22701147,62660,Manakins,Chloropipo flavicapilla,Yellow-headed Manakin,VU,False,False,False,False,True,Not a migrant,True,False,False,18400,C2a(i),71400,3500-4000,estimated,Decreasing,inferred
22698957,65220,Tyrant-flycatchers,Hemitriccus kaempferi,Kaempfer's Tody-tyrant,VU,False,False,False,False,True,Not a migrant,True,True,False,0,"B1ab(ii,iii,v); C2a(i)",11700,6000-12000,estimated,Decreasing,suspected
22699268,66010,Tyrant-flycatchers,Elaenia ridleyana,Noronha Elaenia,VU,False,False,False,False,True,Not a migrant,True,False,False,44,D1,44,700-1000,estimated,Stable,suspected
22700516,68810,Tyrant-flycatchers,Tyrannus cubensis,Giant Kingbird,EN,False,False,False,False,True,Not a migrant,True,True,False,0,C2a(i),105000,250-999,estimated,Decreasing,inferred
22704317,70270,Honeyeaters,Gymnomyza samoensis,Mao,EN,False,False,False,False,True,Not a migrant,True,False,False,640,C2a(i); D,1380,125-250,estimated,Decreasing,inferred
22704320,70280,Honeyeaters,Gymnomyza aubryana,Crow Honeyeater,CR,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),9900,50-249,estimated,Decreasing,inferred
22703871,70790,Honeyeaters,Myzomela chermesina,Rotuma Myzomela,VU,False,False,False,False,True,Not a migrant,True,False,False,100,D2,100,10000-19999,estimated,Stable,estimated
22706489,75320,Cuckooshrikes,Coracina fortis,Buru Cuckooshrike,NT,False,False,False,False,True,Not a migrant,True,False,False,0,B1b(iii),6400,13000-40000,inferred,Decreasing,suspected
22706710,75610,Cuckooshrikes,Lobotos lobatus,Western Wattled Cuckooshrike,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,432000,Unknown,estimated,Decreasing,suspected
103702640,75870,Cuckooshrikes,Edolisoma nesiotis,Yap Cicadabird,EN,False,False,False,False,True,Not a migrant,True,False,False,184,D,184,180,estimated,Stable,suspected
103702644,75880,Cuckooshrikes,Edolisoma insperatum,Pohnpei Cicadabird,EN,False,False,False,False,True,Not a migrant,True,False,False,576,C2a(ii),1700,1000-2499,estimated,Decreasing,inferred
22715094,76500,Vangas and allies,Newtonia fanovanae,Red-tailed Newtonia,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,162000,2500-9999,suspected,Decreasing,suspected
22708058,76650,Vangas and allies,Euryceros prevostii,Helmet Vanga,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A3bc,16200,6000-15000,estimated,Decreasing,suspected
22708033,76660,Vangas and allies,Xenopirostris polleni,Pollen's Vanga,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,172000,Unknown,not applicable,Decreasing,suspected
22708024,76670,Vangas and allies,Xenopirostris xenopirostris,Lafresnaye's Vanga,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,99400,Unknown,not applicable,Decreasing,suspected
22708054,76690,Vangas and allies,Oriolia bernieri,Bernier's Vanga,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A3bc,48900,2500-9999,estimated,Decreasing,suspected
