SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22691581,10320,"Pigeons, Doves",Chrysoena viridis,Whistling Dove,NT,False,False,False,False,True,Not a migrant,True,False,False,784,B1b(iii)+2b(iii),920,3000-10000,estimated,Decreasing,suspected
22691568,10340,"Pigeons, Doves",Ptilinopus arcanus,Negros Fruit-dove,CR,False,False,False,False,True,Not a migrant,True,False,False,0,D,0,0-49,estimated,Unknown,not applicable
22691539,10470,"Pigeons, Doves",Ptilinopus granulifrons,Carunculated Fruit-dove,VU,False,False,False,False,True,Not a migrant,True,False,False,1800,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",2900,2500-9999,suspected,Decreasing,suspected
22691470,10720,"Pigeons, Doves",Ptilinopus huttoni,Rapa Fruit-dove,CR,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),30,50-249,estimated,Decreasing,estimated
22691490,10730,"Pigeons, Doves",Ptilinopus insularis,Henderson Island Fruit-dove,VU,False,False,False,False,True,Not a migrant,True,False,False,80,D2,80,3000-4000,estimated,Stable,estimated
22691485,10740,"Pigeons, Doves",Ptilinopus chalcurus,Makatea Fruit-dove,VU,False,False,False,False,True,Not a migrant,True,False,False,52,D1,52,"300-1500, 650-750",estimated,Stable,suspected
22691480,10750,"Pigeons, Doves",Ptilinopus coralensis,Atoll Fruit-dove,NT,False,False,False,False,True,Not a migrant,True,False,False,3400,C2a(i),230000,2800-5600,estimated,Decreasing,suspected
60760066,10760,"Pigeons, Doves",Ptilinopus chrysogaster,Raiatea Fruit-dove,EN,False,False,False,False,True,Not a migrant,True,False,False,0,B1ab(iii),3800,1000-2499,suspected,Decreasing,suspected
22691465,10770,"Pigeons, Doves",Ptilinopus rarotongensis,Rarotonga Fruit-dove,NT,False,False,False,False,True,Not a migrant,True,False,False,152,B1a+2a; D1+2,1900,1000-2499,estimated,Stable,suspected
22732918,10870,"Pigeons, Doves",Hemiphaga chathamensis,Chatham Islands Pigeon,VU,False,False,False,False,True,Not a migrant,True,False,False,1530,D1,1900,250-999,estimated,Increasing,suspected
22734967,11140,Frogmouths,Rigidipenna inexpectata,Solomons Frogmouth,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),57300,1500-7000,suspected,Decreasing,suspected
22689591,11190,Frogmouths,Batrachostomus auritus,Large Frogmouth,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,2410000,Unknown,not applicable,Decreasing,suspected
22725672,11410,Nightjars,Eurostopodus nigripennis,Solomons Nightjar,VU,False,False,False,False,True,Not a migrant,True,True,True,0,C2a(i); D1,146000,800-2499,estimated,Decreasing,inferred
22726340,11420,Nightjars,Eurostopodus exul,New Caledonian Nightjar,CR,True,False,False,False,True,Not a migrant,True,False,False,0,D,0-4000,0-49,estimated,Unknown,not applicable
22690000,11490,Nightjars,Gactornis enarratus,Collared Nightjar,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+3cd+4cd,364000,Unknown,not applicable,Decreasing,inferred
22690056,11670,Nightjars,Eleothreptus anomalus,Sickle-winged Nightjar,VU,False,False,False,False,True,Unknown,True,False,False,0,A3c+4c,1490000,Unknown,suspected,Decreasing,inferred
22689826,11680,Nightjars,Eleothreptus candicans,White-winged Nightjar,VU,False,False,False,False,True,Not a migrant,True,False,False,0,D1,853000,600-1700,suspected,Decreasing,suspected
22689738,11800,Nightjars,Siphonorhis americana,Jamaican Poorwill,CR,True,False,False,False,True,Not a migrant,True,False,False,0,D,1,1-49,estimated,Unknown,not applicable
22689751,11810,Nightjars,Siphonorhis brewsteri,Least Poorwill,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),27600,4140,estimated,Decreasing,inferred
22736393,11880,Nightjars,Antrostomus vociferus,Eastern Whip-poor-will,NT,False,False,False,False,True,Full migrant,True,False,False,0,A2abc,5180000,1800000,estimated,Stable,estimated
22689809,11900,Nightjars,Antrostomus noctitherus,Puerto Rican Nightjar,VU,False,False,False,False,True,Not a migrant,True,False,False,1152,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",1570,2700-9900,estimated,Decreasing,suspected
22689778,11960,Nightjars,Antrostomus carolinensis,Chuck-will's-widow,NT,False,False,False,False,True,Full migrant,True,False,False,0,A2ace+3ce+4ace,3570000,5700000,estimated,Decreasing,estimated
22689875,12000,Nightjars,Caprimulgus ruficollis,Red-necked Nightjar,NT,False,False,False,False,True,Full migrant,True,False,False,0,A2bce+3bce+4bce,1910000,575000-770000,estimated,Decreasing,inferred
22689993,12170,Nightjars,Caprimulgus concretus,Bonaparte's Nightjar,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,1600000,10000-19999,suspected,Decreasing,inferred
22724428,12250,Nightjars,Caprimulgus solala,Nechisar Nightjar,VU,False,False,False,False,True,Not a migrant,True,False,False,0,D2,230,Unknown,not applicable,Unknown,not applicable
22689559,12510,Owlet-nightjars,Aegotheles savesi,New Caledonian Owlet-nightjar,CR,False,False,False,False,True,Not a migrant,True,False,False,0,D,0-47000,1-49,estimated,Unknown,not applicable
230050796,12560,Owlet-nightjars,Aegotheles affinis,Vogelkop Owlet-nightjar,NT,False,False,False,False,True,Not a migrant,True,False,False,96,B1b(iii)+2b(iii),100,Unknown,not applicable,Decreasing,suspected
22686440,12720,Swifts,Cypseloides niger,Black Swift,VU,False,False,False,False,True,Full migrant,True,False,False,0,A2ace+3ce+4ace,13000000,170000,estimated,Decreasing,estimated
22686630,12830,Swifts,Mearnsia picina,Philippine Spinetail,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,275000,Unknown,not applicable,Decreasing,inferred
154632117,13000,Swifts,Chaetura andrei,Ashy-tailed Swift,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),406000,2500-9999,inferred,Decreasing,inferred
22686709,13010,Swifts,Chaetura pelagica,Chimney Swift,VU,False,False,False,False,True,Full migrant,True,False,False,0,A2acd+3cd+4acd,8580000,7700000,estimated,Decreasing,estimated
22686581,13450,Swifts,Aerodramus sawtelli,Atiu Swiftlet,VU,False,False,False,False,True,Not a migrant,True,False,False,8,D1+2,31,340-400,estimated,Stable,suspected
22728583,13490,Swifts,Aerodramus bartschi,Mariana Swiftlet,VU,False,False,False,False,True,Not a migrant,True,False,False,1004,C1,4400,3000-5000,estimated,Decreasing,estimated
22686511,13530,Swifts,Aerodramus francicus,Mascarene Swiftlet,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(ii,iii)",16200,10000-19999,estimated,Decreasing,suspected
22686507,13540,Swifts,Aerodramus elaphrus,Seychelles Swiftlet,VU,False,False,False,False,True,Not a migrant,True,True,False,0,D2,1300,1700-2000,estimated,Stable,suspected
22686853,13740,Swifts,Apus acuticauda,Dark-rumped Swift,NT,False,False,False,False,True,Full migrant,True,False,False,0,D1,290000,900-10000,suspected,Stable,suspected
22687026,14040,Hummingbirds,Glaucis dohrnii,Hook-billed Hermit,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),102000,2500-9999,estimated,Decreasing,inferred
22736463,14310,Hummingbirds,Phaethornis aethopygus,Tapajos Hermit,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A3ce+4ce,272000,Unknown,not applicable,Decreasing,estimated
22688069,14580,Hummingbirds,Augastes lumachella,Hooded Visorbearer,NT,False,False,False,False,True,Not a migrant,True,False,False,120,"B2ab(i,ii,iii,iv)",64700,35000 - 100000,suspected,Decreasing,suspected
22687901,14920,Hummingbirds,Heliangelus regalis,Royal Sunangel,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),64000,3000-8999,inferred,Decreasing,suspected
22687863,14990,Hummingbirds,Sephanoides fernandensis,Juan Fernandez Firecrown,CR,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(ii,iii)",20,1500-3500,estimated,Decreasing,suspected
22687187,15060,Hummingbirds,Lophornis gouldii,Dot-eared Coquette,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,1710000,28000-376000,suspected,Decreasing,inferred
22687196,15080,Hummingbirds,Lophornis brachylophus,Short-crested Coquette,CR,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(i,ii,iii,v)",70,250-999,estimated,Decreasing,suspected
22688049,15260,Hummingbirds,Taphrolesbia griseiventris,Grey-bellied Comet,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),28000,250-999,estimated,Decreasing,inferred
200250452,15280,Hummingbirds,Oreotrochilus cyanolaemus,Blue-throated Hillstar,CR,False,False,False,False,True,Not a migrant,True,False,False,428,C2a(ii),490,80-110,estimated,Decreasing,inferred
22687987,15380,Hummingbirds,Ramphomicron dorsale,Black-backed Thornbill,NT,False,False,False,False,True,Altitudinal migrant,True,False,False,4248,"B1ab(ii,iii)",5160,Unknown,not applicable,Decreasing,suspected
22726804,15470,Hummingbirds,Oxypogon lindenii,White-bearded Helmetcrest,NT,False,False,False,False,True,Not a migrant,True,False,False,636-2484,B1b(iii)+2b(iii),9100,5000-25000,estimated,Unknown,not applicable
22688018,15530,Hummingbirds,Metallura iracunda,Perija Metaltail,NT,False,False,False,False,True,Not a migrant,True,False,False,1200,B1b(iii)+2b(iii),1460,14000-37000,inferred,Stable,suspected
22687993,15560,Hummingbirds,Metallura baroni,Violet-throated Metaltail,VU,False,False,False,False,True,Not a migrant,True,False,False,2680,"B1ab(iii,v)",3370,1000-2499,suspected,Decreasing,inferred
22687957,15640,Hummingbirds,Haplophaedia lugens,Hoary Puffleg,NT,False,False,False,False,True,Not a migrant,True,False,False,7800,B1b(iii),12200,Unknown,not applicable,Stable,suspected
22687909,15660,Hummingbirds,Eriocnemis nigrivestis,Black-breasted Puffleg,EN,False,False,False,False,True,Not a migrant,True,False,False,100,"B1ab(i,ii,iii)+2ab(i,ii,iii); D",590,100-150,inferred,Decreasing,suspected
22735457,15670,Hummingbirds,Eriocnemis isabellae,Gorgeted Puffleg,CR,False,False,False,False,True,Not a migrant,True,False,False,9,"B1ab(ii,iii,v)+2ab(ii,iii,v)",44,250-999,inferred,Decreasing,suspected
22687922,15700,Hummingbirds,Eriocnemis godini,Turquoise-throated Puffleg,CR,True,False,False,False,True,Not a migrant,True,False,False,0,D,100,1-49,estimated,Unknown,not applicable
22687939,15760,Hummingbirds,Eriocnemis mirabilis,Colorful Puffleg,EN,False,False,False,False,True,Not a migrant,True,False,False,14,"B1ab(iii,v)+2ab(iii,v)",680,250-999,suspected,Decreasing,suspected
22687791,15810,Hummingbirds,Aglaeactis castelnaudii,White-tufted Sunbeam,NT,False,False,False,False,True,Not a migrant,True,False,False,830,"B2ab(i,ii,iii,v)",94300,Unknown,not applicable,Decreasing,suspected
22687794,15820,Hummingbirds,Aglaeactis aliciae,Purple-backed Sunbeam,VU,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(i,ii,iii)+2ab(i,ii,iii)",1100,1000-2499,estimated,Decreasing,suspected
22687813,15860,Hummingbirds,Coeligena prunellei,Black Inca,VU,False,False,False,False,True,Not a migrant,True,False,False,11000,C2a(ii),28700,7500,estimated,Decreasing,inferred
22687825,15960,Hummingbirds,Coeligena phalerata,White-tailed Starfrontlet,NT,False,False,False,False,True,Not a migrant,True,False,False,3856,"B1ab(i,ii,iii,iv,v)",5570,Unknown,not applicable,Decreasing,inferred
22687828,15970,Hummingbirds,Coeligena orina,Glittering Starfrontlet,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),6700,250-2499,estimated,Decreasing,inferred
61173094,15990,Hummingbirds,Coeligena consita,Perija Starfrontlet,EN,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(iii,v); C2a(i)",2400,250-999,estimated,Decreasing,inferred
22687749,16320,Hummingbirds,Hylonympha macrocerca,Scissor-tailed Hummingbird,EN,False,False,False,False,True,Not a migrant,True,False,False,556,"B1ab(i,ii,iii)",610,3000-4000,estimated,Decreasing,suspected
22688244,16600,Hummingbirds,Eulidia yarrellii,Chilean Woodstar,CR,False,False,False,False,True,Not a migrant,True,False,False,6220,A2ace+3ce+4ace; C2a(ii),8500,210,estimated,Decreasing,estimated
22688257,16630,Hummingbirds,Chaetocercus bombus,Little Woodstar,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),334000,5000-19999,suspected,Decreasing,inferred
22688279,16660,Hummingbirds,Chaetocercus berlepschi,Esmeraldas Woodstar,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),28500,1000-2700,inferred,Decreasing,inferred
22688175,16710,Hummingbirds,Doricha eliza,Mexican Sheartail,NT,False,False,False,False,True,Not a migrant,True,False,False,5964,C1,108000,2500-9999,estimated,Decreasing,suspected
22688214,16790,Hummingbirds,Mellisuga helenae,Bee Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,40000,A2ac+3c+4ac,161000,22000-66000,estimated,Decreasing,inferred
22688296,16830,Hummingbirds,Selasphorus rufus,Rufous Hummingbird,NT,False,False,False,False,True,Full migrant,True,False,False,0,A2abc+3bc+4abc,2780000,22000000,estimated,Decreasing,estimated
22688308,16900,Hummingbirds,Selasphorus ardens,Glow-throated Hummingbird,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),3000,2000-12000,estimated,Decreasing,inferred
22687380,16970,Hummingbirds,Riccordia bicolor,Blue-headed Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,2464,A2c+4c; B1b(iii),4000,25000-150000,estimated,Decreasing,suspected
22726267,16990,Hummingbirds,Cynanthus lawrencei,Tres Marias Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),1000,1000-2499,inferred,Stable,suspected
154807906,17280,Hummingbirds,Anthocephala floriceps,Santa Marta Blossomcrown,VU,False,False,False,False,True,Altitudinal migrant,True,False,False,0,"B1ab(ii,iii,v); D1",8800,500-2500,suspected,Decreasing,suspected
154809350,17290,Hummingbirds,Anthocephala berlepschi,Tolima Blossomcrown,VU,False,False,False,False,True,Altitudinal migrant,True,False,False,0,C2a(i),17500,1000-4500,suspected,Decreasing,suspected
200277707,17320,Hummingbirds,Campylopterus calcirupicola,Outcrop Sabrewing,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),0,2400-15000,estimated,Decreasing,inferred
200278757,17330,Hummingbirds,Campylopterus diamantinensis,Diamantina Sabrewing,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,42600,Unknown,not applicable,Decreasing,inferred
22687086,17390,Hummingbirds,Campylopterus phainopeplus,Santa Marta Sabrewing,CR,False,False,False,False,True,Altitudinal migrant,True,False,False,0,"C2a(i,ii); D",2900,1-49,inferred,Decreasing,inferred
22687078,17400,Hummingbirds,Campylopterus ensipennis,White-tailed Sabrewing,NT,False,False,False,False,True,Not a migrant,True,False,False,0,B1b(iii),13400,50000-99999,estimated,Decreasing,suspected
22687402,17490,Hummingbirds,Thalurania watertonii,Long-tailed Woodnymph,EN,False,False,False,False,True,Not a migrant,True,False,False,24800,C2a(i),29000,1000-2499,estimated,Decreasing,inferred
22687461,17580,Hummingbirds,Goldmania violiceps,Violet-capped Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,1300,"B1b(i,ii,iii)+2b(i,ii,iii)",14600,Unknown,not applicable,Decreasing,suspected
22687464,17590,Hummingbirds,Goldmania bella,Pirre Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,0,D2,5100,Unknown,not applicable,Unknown,not applicable
22687383,17600,Hummingbirds,Eupherusa ridgwayi,Mexican Woodnymph,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),34200,6000-15000,estimated,Decreasing,inferred
22687627,17610,Hummingbirds,Eupherusa poliocerca,White-tailed Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,9504,C1,25100,6000-15000,suspected,Decreasing,inferred
22687635,17620,Hummingbirds,Eupherusa cyanophrys,Oaxaca Hummingbird,EN,False,False,False,False,True,Not a migrant,True,False,False,2070,C2a(ii),7400,600-1700,estimated,Decreasing,suspected
22687614,17840,Hummingbirds,Saucerottia castaneiventris,Chestnut-bellied Hummingbird,NT,False,False,False,False,True,Altitudinal migrant,True,False,False,0,"B1ab(iii,v)+2ab(iii,v)",11500,10000-19999,estimated,Decreasing,suspected
119194112,17890,Hummingbirds,Amazilia alfaroana,Guanacaste Hummingbird,CR,False,False,False,False,True,Unknown,True,False,False,0,D,80,1-49,estimated,Stable,suspected
22687529,17930,Hummingbirds,Amazilia luciae,Honduran Emerald,VU,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(ii,iii,v)",16100,10000-19999,estimated,Decreasing,estimated
22687562,17940,Hummingbirds,Amazilia boucardi,Mangrove Hummingbird,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),15300,1500-7000,estimated,Decreasing,inferred
22687417,18080,Hummingbirds,Chrysuronia lilliae,Sapphire-bellied Hummingbird,EN,False,False,False,False,True,Not a migrant,True,False,False,2360,C2a(ii),5700,285-440,estimated,Decreasing,inferred
62144610,18420,Cuckoos,Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A3c+4c,10400000,63000-127000,suspected,Decreasing,inferred
22684473,18430,Cuckoos,Neomorphus radiolosus,Banded Ground-cuckoo,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),138000,2500-12000,estimated,Decreasing,inferred
22684148,18490,Cuckoos,Coua gigas,Giant Coua,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+3cd+4cd,387000,Unknown,not applicable,Decreasing,inferred
22725463,18570,Cuckoos,Coua pyropyga,Chestnut-vented Coua,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+3cd+4cd,89000,Unknown,not applicable,Decreasing,suspected
22724459,18630,Cuckoos,Carpococcyx viridis,Sumatran Ground-cuckoo,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),53800,1500-6000,estimated,Decreasing,inferred
22684219,18690,Cuckoos,Centropus chalybeus,Biak Coucal,NT,False,False,False,False,True,Not a migrant,True,False,False,0,B1b(iii),3600,Unknown,not applicable,Decreasing,suspected
22684257,18710,Cuckoos,Centropus chlororhynchos,Green-billed Coucal,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),12000,5000-15000,estimated,Decreasing,inferred
22684225,18730,Cuckoos,Centropus steerii,Black-hooded Coucal,CR,False,False,False,False,True,Not a migrant,True,False,False,444-1776,C2a(i),4400-12100,150-600,estimated,Decreasing,inferred
22684222,18740,Cuckoos,Centropus rectunguis,Short-toed Coucal,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,2780000,Unknown,not applicable,Decreasing,suspected
22684236,18820,Cuckoos,Centropus nigrorufus,Javan Coucal,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),167000,2500-9999,estimated,Decreasing,inferred
22684123,19040,Cuckoos,Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,VU,False,False,False,False,True,Not a migrant,True,False,False,0,"""B1ab(iii,v)""",19500,5600-23000,estimated,Decreasing,inferred
22684092,19060,Cuckoos,Phaenicophaeus diardi,Black-bellied Malkoha,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,3580000,Unknown,not applicable,Decreasing,inferred
22684095,19070,Cuckoos,Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,3580000,Unknown,not applicable,Decreasing,inferred
22684340,19290,Cuckoos,Coccyzus ferrugineus,Cocos Cuckoo,VU,False,False,False,False,True,Full migrant,True,False,False,0,D1+2,30,250-999,estimated,Stable,suspected
22684360,19340,Cuckoos,Coccyzus rufigularis,Bay-breasted Cuckoo,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),15900,300-2900,estimated,Decreasing,inferred
22728160,19360,Cuckoos,Coccyzus bahamensis,Bahama Lizard-cuckoo,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),31300,2500-9999,inferred,Unknown,not applicable
181366408,19820,Cuckoos,Cercococcyx lemaireae,Whistling Long-tailed Cuckoo,NT,False,False,False,False,True,Not a migrant,True,True,False,0,A2abc+3c+4abc,1450000,Unknown,,Decreasing,inferred
22683850,19940,Cuckoos,Hierococcyx vagans,Moustached Hawk-Cuckoo,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,4160000,Unknown,not applicable,Decreasing,suspected
22692181,20150,Finfoots,Heliopais personatus,Masked Finfoot,CR,False,False,False,True,False,Not a migrant,True,True,False,0,C1,1650000,108-304,estimated,Decreasing,estimated
22692245,20240,"Rails, Gallinules, Coots",Sarothrura ayresi,White-winged Flufftail,CR,False,False,False,True,False,Nomadic,True,False,False,0,C2a(i),200000,50-249,estimated,Decreasing,inferred
22692250,20250,"Rails, Gallinules, Coots",Sarothrura watersi,Slender-billed Flufftail,NT,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i); D1,74800,250-999,suspected,Decreasing,inferred
22724980,20300,"Rails, Gallinules, Coots",Mentocrex beankaensis,Tsingy Forest Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,B1ab(iii),5400,2500-9999,suspected,Decreasing,suspected
22692340,20460,"Rails, Gallinules, Coots",Laterallus levraudi,Rusty-flanked Crake,VU,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),124000,1000-2499,estimated,Decreasing,inferred
22692353,20500,"Rails, Gallinules, Coots",Laterallus jamaicensis,Black Rail,EN,False,False,False,True,False,Full migrant,False,True,False,0,A2ace+3ce+4ace,40400000,10000-49999,suspected,Decreasing,estimated
22692358,20510,"Rails, Gallinules, Coots",Laterallus tuerosi,Junin Rail,EN,False,False,False,True,False,Not a migrant,False,True,False,328,"B1ab(ii,iii)+2ab(ii,iii)",330,4100,estimated,Decreasing,suspected
22692366,20520,"Rails, Gallinules, Coots",Laterallus spilonota,Galapagos Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,C1+2a(i),15100,3300-6700,estimated,Decreasing,estimated
22692374,20540,"Rails, Gallinules, Coots",Laterallus xenopterus,Rufous-faced Crake,VU,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),"2840000-4020000,2840000",1000-10000,estimated,Decreasing,inferred
22692687,20560,"Rails, Gallinules, Coots",Laterallus spilopterus,Dot-winged Crake,NT,False,False,False,True,False,Not a migrant,True,True,True,0,C2a(ii),2100000,8000-19999,suspected,Decreasing,suspected
22692476,20650,"Rails, Gallinules, Coots",Rallus wetmorei,Plain-flanked Rail,EN,False,False,False,True,False,Not a migrant,True,False,True,180-528,"""B1ab(ii,iii,v)+2ab(ii,iii,v)""",1120-2100,200-1000,inferred,Decreasing,inferred
22692482,20670,"Rails, Gallinules, Coots",Rallus semiplumbeus,Bogota Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,400,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",13200,3700,estimated,Decreasing,inferred
22692504,20720,"Rails, Gallinules, Coots",Rallus madagascariensis,Madagascar Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,A3c+4c,249000,1600-6700,estimated,Decreasing,inferred
22692552,20780,"Rails, Gallinules, Coots",Aramidopsis plateni,Snoring Rail,VU,False,False,False,False,True,Not a migrant,True,True,False,0,A2c+3c+4c,385000,Unknown,unknown,Decreasing,suspected
22692529,20820,"Rails, Gallinules, Coots",Lewinia muelleri,Auckland Island Rail,VU,False,False,False,True,False,Not a migrant,True,False,False,46,D2,360,2000,estimated,Stable,suspected
22692781,20830,"Rails, Gallinules, Coots",Habroptila wallacii,Invisible Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,A2c+3c+4c,40300,Unknown,,Decreasing,suspected
22732059,20840,"Rails, Gallinules, Coots",Aptenorallus calayanensis,Calayan Rail,VU,False,False,False,False,True,Not a migrant,True,False,False,176,"""B1ab(iii,v)+2ab(iii,v); C2a(ii)""",176,2500-6000,estimated,Decreasing,inferred
22692388,20850,"Rails, Gallinules, Coots",Gallirallus lafresnayanus,New Caledonian Rail,CR,False,False,False,False,True,Not a migrant,True,False,False,0,D,0-11400,1-49,estimated,Unknown,not applicable
22692412,20950,"Rails, Gallinules, Coots",Hypotaenidia okinawae,Okinawa Rail,EN,False,False,False,True,False,Not a migrant,True,True,False,0,"B1ab(ii,iii,v); C2a(ii)",990,480,estimated,Decreasing,estimated
22692421,20970,"Rails, Gallinules, Coots",Hypotaenidia insignis,New Britain Rail,NT,False,False,False,True,False,Not a migrant,True,False,False,0,C1,64300,1500-7000,estimated,Decreasing,suspected
22692441,21030,"Rails, Gallinules, Coots",Hypotaenidia owstoni,Guam Rail,CR,False,False,False,True,False,Not a migrant,True,False,False,4,D,4,1-49,suspected,Increasing,suspected
22692395,21060,"Rails, Gallinules, Coots",Hypotaenidia sylvestris,Lord Howe Woodhen,EN,False,False,False,True,False,Not a migrant,True,False,False,2,D,6,"200-286, 230",estimated,Increasing,estimated
22692737,21260,"Rails, Gallinules, Coots",Cyanolimnas cerverai,Zapata Rail,CR,False,False,False,True,False,Not a migrant,False,True,False,0,C2a(ii),1300,50-249,estimated,Decreasing,inferred
22728616,21330,"Rails, Gallinules, Coots",Gymnocrex talaudensis,Talaud Rail,EN,False,False,False,True,False,Not a migrant,False,True,False,156-524,C2a(ii),1220,"500-2500,500-1000",estimated,Decreasing,inferred
22692702,21420,"Rails, Gallinules, Coots",Zapornia paykullii,Band-bellied Crake,NT,False,False,False,True,False,Full migrant,True,True,False,0,A2cd+3cd+4cd,2019000,Unknown,not applicable,Decreasing,suspected
22692711,21530,"Rails, Gallinules, Coots",Zapornia atra,Henderson Island Crake,VU,False,False,False,True,False,Not a migrant,True,False,False,80,D2,80,"3800-8400, 5600",estimated,Stable,estimated
22732147,21580,"Rails, Gallinules, Coots",Amaurornis magnirostris,Talaud Bush-hen,VU,False,False,False,True,False,Not a migrant,True,False,False,292-976,C2a(ii),1220,2500-20000,estimated,Decreasing,inferred
22692857,21820,"Rails, Gallinules, Coots",Pareudiastes silvestris,Makira Moorhen,CR,False,False,False,False,True,Not a migrant,True,False,False,0,D,0-4000,1-49,estimated,Unknown,not applicable
22692854,21830,"Rails, Gallinules, Coots",Pareudiastes pacificus,Samoan Moorhen,CR,False,False,False,False,True,Not a migrant,True,False,False,0,D,0-330,0-49,estimated,Unknown,not applicable
22692866,21850,"Rails, Gallinules, Coots",Gallinula comeri,Gough Island Moorhen,VU,False,False,False,True,False,Not a migrant,True,True,False,0,D2,70,8500,estimated,Stable,suspected
22692946,22060,"Rails, Gallinules, Coots",Fulica cornuta,Horned Coot,NT,False,False,False,True,False,Not a migrant,False,True,False,0,C2a(ii),385000,5000-25000,suspected,Decreasing,suspected
45470705,22120,Trumpeters,Psophia viridis,Green-winged Trumpeter,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A4cd,804000,Unknown,not applicable,Decreasing,inferred
45470698,22130,Trumpeters,Psophia dextralis,Olive-winged Trumpeter,EN,False,False,False,False,True,Not a migrant,True,False,False,0,A4cd,1110000,Unknown,not applicable,Decreasing,inferred
45470702,22140,Trumpeters,Psophia obscura,Black-winged Trumpeter,CR,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),43000-110000,50-400,estimated,Decreasing,inferred
